Filename,len(y_proba),nUnique(y_proba),len(fpr),nUnique(fpr),len(tpr),nUnique(tpr),len(fpr tpr),nUnique(fpr tpr)
BRFC_alpha_0_5_0_1_1_1_Hard,802700,3543,3016,2548,3016,1582,3016,3016,
BRFC_alpha_0_5_0_1_1_1_Medium,802700,44839,35484,31685,35484,15069,35484,35484,
BRFC_alpha_0_5_0_1_1_1_Easy,802700,164214,144965,132677,144965,64765,144965,144965,
KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Hard,802700,781110,207065,120351,207065,90321,207065,207065,
KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Medium,802700,723273,273150,187727,273150,98701,273150,273150,
KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Easy,802700,177708,153581,139184,153581,66101,153581,153581,
