Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
22,62,BRFC_alpha_0_5_0_0_0_0_Hard,0.49,0.4999999999999999,11525,1814,0.13599220331359171,484506,191938,31721,94535,0.3299961951039016,0.748756494740844,1.5202287416043594
58,109,BRFC_alpha_0_5_0_0_0_0_Medium,0.5933333333333333,0.599952380952381,3918,1003,0.20382036171509857,549556,126888,62555,63701,0.33423230091978023,0.5045383981751362,1.0050057026992776
99,126,BRFC_alpha_0_5_0_0_0_0_Easy,0.7308730158730158,0.7364466089466086,2660,1000,0.273224043715847,623817,52627,99992,26264,0.33291503466808636,0.20802179698390572,0.41682771511848943
44,118,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Hard,0.17943422,0.1829709,4655,1000,0.1768346595932803,513063,163381,44954,81302,0.3322748208907035,0.6439456342668863,1.2940454315042453
72,125,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Medium,0.22425692,0.22746849,3684,1000,0.2134927412467976,569340,107104,72886,53370,0.3325772399267171,0.42271258395640604,0.8483081992142948
111,127,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Easy,0.28865862,0.2924354,2510,1000,0.2849002849002849,646294,30150,111243,15013,0.3324181298850829,0.11890920035483463,0.23880053225193257
23,62,BRFC_alpha_0_5_0_0_0_1_Hard,0.5,0.509595238095238,11482,1995,0.14802997699784817,490344,186100,33830,92426,0.3318397564320746,0.7320523381067039,1.4739893549613483
55,111,BRFC_alpha_0_5_0_0_0_1_Medium,0.5893333333333333,0.5932857142857142,3988,1000,0.20048115477145148,544049,132395,60611,65645,0.33147343970914966,0.5199356862248131,1.0486234317576986
99,126,BRFC_alpha_0_5_0_0_0_1_Easy,0.7308730158730158,0.7364466089466086,2660,1000,0.273224043715847,623817,52627,99992,26264,0.33291503466808636,0.20802179698390572,0.41682771511848943
45,118,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Hard,0.18509136,0.18852407,4328,1000,0.18768768768768768,516646,159798,45920,80336,0.33454654484579444,0.6362945127360284,1.2656665821822328
72,125,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Medium,0.21963492,0.2225689,3383,1000,0.22815423226100845,569057,107387,72850,53406,0.3321413245601488,0.4229977189202889,0.850549676847041
111,127,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Easy,0.28865862,0.2924354,2510,1000,0.2849002849002849,646294,30150,111243,15013,0.3324181298850829,0.11890920035483463,0.23880053225193257
22,62,BRFC_alpha_0_5_0_0_1_0_Hard,0.49,0.4995,11853,1932,0.14015233949945594,483963,192481,31891,94365,0.3289744322737636,0.7474100240780636,1.5245295273095931
57,109,BRFC_alpha_0_5_0_0_1_0_Medium,0.5933333333333333,0.5999999999999999,3841,1023,0.21032072368421054,549575,126869,62561,63695,0.3342446632102601,0.5044908756811557,1.0048552148016727
99,126,BRFC_alpha_0_5_0_0_1_0_Easy,0.7309211233211234,0.7363878066378068,2594,1001,0.278442280945758,623837,52607,99964,26292,0.33323616268900746,0.2082435686224813,0.41666930680522113
46,118,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Hard,0.17971885,0.183192,4296,1000,0.18882175226586104,518204,158240,46731,79525,0.3344689083759174,0.6298710556329996,1.253326574578634
74,126,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Medium,0.22602749,0.22912394,3588,1000,0.21795989537925023,571663,104781,74057,52199,0.33252006625047775,0.4134377772145482,0.829909073628184
111,127,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Easy,0.28860217,0.2923748,2397,1000,0.2943773918163085,646362,30082,111242,15014,0.33293418485009757,0.11891712077049804,0.23826194398682043
