Ideal_0_5,484131,121479,22827,85129,0.5,0.858500957,67.847,17.024,3.199,11.93,0.797767831,0.41203148,0.788552744,0.543404938,67.8\% & \hfil 17\%,3.2\% & \hfil 11.9\%
Ideal_0_6,541159,64451,39495,68461,0.6,0.858545814,75.839,9.032,5.535,9.594,0.854328822,0.515085169,0.634156508,0.642686738,75.8\% & \hfil 9\%,5.5\% & \hfil 9.6\%
Ideal_0_7,578087,27523,62332,45624,0.7,0.858973568,81.014,3.857,8.735,6.394,0.874076119,0.623730297,0.422616622,0.727981602,81\% & \hfil 3.9\%,8.7\% & \hfil 6.4\%
Ideal_0_8,594874,10736,87653,20303,0.8,0.858440783,83.366,1.505,12.284,2.845,0.862116469,0.654112568,0.188067361,0.743847009,83.4\% & \hfil 1.5\%,12.3\% & \hfil 2.8\%
Ideal_0_9,603235,2375,104663,3293,0.9,0.851348599,84.538,0.333,14.668,0.461,0.849995656,0.580980946,0.030503168,0.690201754,84.5\% & \hfil 0.3\%,14.7\% & \hfil 0.5\%
