AdaBoost_Easy_Run_2, 605610, 0, 107956, 0, 0.5, 0.6551104025980595
AdaBoost_Easy_Run_3, 605610, 0, 107956, 0, 0.5, 0.6550393266879363
AdaBoost_Hard_Run_2, 596137, 9473, 97288, 10668, 0.5, 0.7525971785273843
AdaBoost_Hard_Run_3, 595986, 9624, 97218, 10738, 0.5, 0.7526915501068873
AdaBoost_Medium_Run_2, 600920, 4690, 103152, 4804, 0.5, 0.7011546296255151
AdaBoost_Medium_Run_3, 600952, 4658, 103188, 4768, 0.5, 0.701098512456153
Awful, 418, 432, 65, 85, 0.5, 0.5517411764705882, 41.8, 43.2, 6.5, 8.5, 0.503, 0.1644100580270793, 0.5666666666666667, 0.2478184384337388
BRFC_alpha_0_5_Easy_Run_2, 362226, 243384, 38668, 69288, 0.5, 0.6657785373679046
BRFC_alpha_0_5_Easy_Run_3, 362238, 243372, 38891, 69065, 0.5, 0.6646533972975097
BRFC_alpha_0_5_Hard_Run_2, 442325, 163285, 30217, 77739, 0.5, 0.8009389035789052
BRFC_alpha_0_5_Hard_Run_3, 442268, 163342, 30186, 77770, 0.5, 0.8010526547295465
BRFC_alpha_0_5_Medium_Run_2, 411513, 194097, 36831, 71125, 0.5, 0.7295854448960319
BRFC_alpha_0_5_Medium_Run_3, 411620, 193990, 36590, 71366, 0.5, 0.7302902683892538
BRFC_alpha_balanced_Easy_Run_2, 118882, 486728, 9842, 98114, 0.5, 0.6485124993549252
BRFC_alpha_balanced_Easy_Run_3, 118726, 486884, 9863, 98093, 0.5, 0.6485456738339634
BRFC_alpha_balanced_Hard_Run_2, 456195, 149415, 33000, 74956, 0.5, 0.8004387994568518
BRFC_alpha_balanced_Hard_Run_3, 457301, 148309, 33201, 74755, 0.5, 0.8001072912782997
BRFC_alpha_balanced_Medium_Run_2, 413833, 191777, 37588, 70368, 0.5, 0.7271077403303701
BRFC_alpha_balanced_Medium_Run_3, 413778, 191832, 37557, 70399, 0.5, 0.7272020793919022
BalBag_Easy_Run_2, 384674, 220936, 43851, 64105, 0.5, 0.6565894356690555
BalBag_Easy_Run_3, 384596, 221014, 43804, 64152, 0.5, 0.6567428351281078
BalBag_Hard_Run_2, 504305, 101305, 49995, 57961, 0.5, 0.7630906008320028
BalBag_Hard_Run_3, 504844, 100766, 50096, 57860, 0.5, 0.7634035548161818
BalBag_Medium_Run_2, 475628, 129982, 55278, 52678, 0.5, 0.6960371710331024
BalBag_Medium_Run_3, 475217, 130393, 55465, 52491, 0.5, 0.6951033714066891
EEC_Easy_Run_2, 339476, 266134, 36605, 71351, 0.5, 0.6529533935726572
EEC_Easy_Run_3, 341109, 264501, 36907, 71049, 0.5, 0.6529897158708124
EEC_Hard_Run_2, 406609, 199001, 35824, 72132, 0.5, 0.730353385113029
EEC_Hard_Run_3, 405743, 199867, 35698, 72258, 0.5, 0.7301625884732234
EEC_Medium_Run_2, 395299, 210311, 41511, 66445, 0.5, 0.6878493046017243
EEC_Medium_Run_3, 397118, 208492, 41846, 66110, 0.5, 0.6878796480747833
Ideal_0_5, 484131, 121479, 22827, 85129, 0.5, 0.8585009566820683, 67.847, 17.024, 3.199, 11.93, 0.7977678308663809, 0.41203147990397276, 0.7885527437104005, 0.5434049383981715
Ideal_0_6, 541159, 64451, 39495, 68461, 0.6, 0.8585458140451521, 75.839, 9.032, 5.535, 9.594, 0.8543288217207659, 0.5150851691344649, 0.6341565082070473, 0.6426867383729096
Ideal_0_7, 578087, 27523, 62332, 45624, 0.7, 0.8589735676092167, 81.014, 3.857, 8.735, 6.394, 0.8740761190976027, 0.6237302965261733, 0.4226166215865723, 0.7279816019804479
Ideal_0_8, 594874, 10736, 87653, 20303, 0.8, 0.8584407828576006, 83.366, 1.505, 12.284, 2.845, 0.8621164685537147, 0.654112568059538, 0.1880673607766127, 0.743847009382832
Ideal_0_9, 603235, 2375, 104663, 3293, 0.9, 0.8513485985264498, 84.538, 0.333, 14.668, 0.461, 0.8499956556226054, 0.5809809456598447, 0.030503167957315943, 0.6902017536384681
Ideal_Left, 605610, 0, 107956, 0, 0.5, 0.8585009566820683, 84.871, 0.0, 15.129, 0.0, 0.84870915934896, nan, 0.0, nan
Ideal_Left_Linear_Transform, 483884, 121726, 22787, 85169, 0.5, 0.858512421331679, 67.812, 17.059, 3.193, 11.936, 0.7974777385693825, 0.41165325406607217, 0.7889232650339028, 0.5430086700727128
Ideal_Left_Shifted, 482387, 123223, 22544, 85412, 0.5, 0.8585009566820683, 67.602, 17.269, 3.159, 11.97, 0.7957203678426382, 0.4093848107939703, 0.7911741820741783, 0.5406263918020991
Ideal_Right, 0, 605610, 0, 107956, 0.5, 0.8585009566820683, 0.0, 84.871, 0.0, 15.129, 0.15129084065103998, 0.15129084065103998, 1.0, 0.15129084065103998
Ideal_Right_Linear_Transform, 483884, 121726, 22787, 85169, 0.5, 0.858512421331679, 67.812, 17.059, 3.193, 11.936, 0.7974777385693825, 0.41165325406607217, 0.7889232650339028, 0.5430086700727128
Ideal_Right_Shifted, 482387, 123223, 22544, 85412, 0.5, 0.8585009566820683, 67.602, 17.269, 3.159, 11.97, 0.7957203678426382, 0.4093848107939703, 0.7911741820741783, 0.5406263918020991
Ideal_Tight, 484131, 121479, 22827, 85129, 0.5, 0.8585009566820683, 67.847, 17.024, 3.199, 11.93, 0.7977678308663809, 0.41203147990397276, 0.7885527437104005, 0.5434049383981715
KBFC_alpha_0_5_gamma_0_0_Easy_Run_2, 605496, 114, 107883, 73, 0.5, 0.6596315055876987
KBFC_alpha_0_5_gamma_0_0_Easy_Run_3, 605483, 127, 107888, 68, 0.5, 0.6596645352424626
KBFC_alpha_0_5_gamma_0_0_Hard_Run_2, 594507, 11103, 90872, 17084, 0.5, 0.777906745610413
KBFC_alpha_0_5_gamma_0_0_Hard_Run_3, 593326, 12284, 89559, 18397, 0.5, 0.7778203160405499
KBFC_alpha_0_5_gamma_0_0_Medium_Run_2, 598841, 6769, 100604, 7352, 0.5, 0.7135519252089068
KBFC_alpha_0_5_gamma_0_0_Medium_Run_3, 599120, 6490, 100684, 7272, 0.5, 0.7135445611733142
KBFC_alpha_0_5_gamma_1_0_Easy_Run_2, 605445, 165, 107855, 101, 0.5, 0.6597738269877866
KBFC_alpha_0_5_gamma_1_0_Easy_Run_3, 605466, 144, 107857, 99, 0.5, 0.6595959154333404
KBFC_alpha_0_5_gamma_1_0_Hard_Run_2, 594109, 11501, 90539, 17417, 0.5, 0.7773225540765888
KBFC_alpha_0_5_gamma_1_0_Hard_Run_3, 593721, 11889, 90245, 17711, 0.5, 0.7777714508528506
KBFC_alpha_0_5_gamma_1_0_Medium_Run_2, 598933, 6677, 100638, 7318, 0.5, 0.715639694427092
KBFC_alpha_0_5_gamma_1_0_Medium_Run_3, 599448, 6162, 101243, 6713, 0.5, 0.7144370563079268
KBFC_alpha_0_5_gamma_2_0_Easy_Run_2, 605452, 158, 107827, 129, 0.5, 0.6595766241318209
KBFC_alpha_0_5_gamma_2_0_Easy_Run_3, 605501, 109, 107890, 66, 0.5, 0.659684661679198
KBFC_alpha_0_5_gamma_2_0_Hard_Run_2, 593457, 12153, 89995, 17961, 0.5, 0.7773593357790309
KBFC_alpha_0_5_gamma_2_0_Hard_Run_3, 592492, 13118, 89042, 18914, 0.5, 0.7783693735052062
KBFC_alpha_0_5_gamma_2_0_Medium_Run_2, 599869, 5741, 101431, 6525, 0.5, 0.7145258806902165
KBFC_alpha_0_5_gamma_2_0_Medium_Run_3, 599002, 6608, 100770, 7186, 0.5, 0.7132985567813594
KBFC_alpha_balanced_gamma_0_0_Easy_Run_2, 368183, 237427, 40817, 67139, 0.5, 0.6598285215723996
KBFC_alpha_balanced_gamma_0_0_Easy_Run_3, 369299, 236311, 41043, 66913, 0.5, 0.6599331085057345
KBFC_alpha_balanced_gamma_0_0_Hard_Run_2, 427776, 177834, 32111, 75845, 0.5, 0.7780802191118878
KBFC_alpha_balanced_gamma_0_0_Hard_Run_3, 430251, 175359, 32470, 75486, 0.5, 0.778247944954942
KBFC_alpha_balanced_gamma_0_0_Medium_Run_2, 411374, 194236, 39719, 68237, 0.5, 0.7150950636279992
KBFC_alpha_balanced_gamma_0_0_Medium_Run_3, 401850, 203760, 38129, 69827, 0.5, 0.7146651066960908
LogReg_alpha_0_5_Easy_Run_2, 605610, 0, 107956, 0, 0.5, 0.655078178619616
LogReg_alpha_0_5_Easy_Run_3, 605610, 0, 107956, 0, 0.5, 0.6550855515418224
LogReg_alpha_0_5_Hard_Run_2, 597135, 8475, 97714, 10242, 0.5, 0.7531497847182766
LogReg_alpha_0_5_Hard_Run_3, 597107, 8503, 97749, 10207, 0.5, 0.7531832061105808
LogReg_alpha_0_5_Medium_Run_2, 601186, 4424, 103354, 4602, 0.5, 0.7010502135568335
LogReg_alpha_0_5_Medium_Run_3, 601200, 4410, 103367, 4589, 0.5, 0.7010528599246728
LogReg_alpha_balanced_Easy_Run_2, 362916, 242694, 40675, 67281, 0.5, 0.6551556749629518
LogReg_alpha_balanced_Easy_Run_3, 363002, 242608, 40652, 67304, 0.5, 0.6551682627214833
LogReg_alpha_balanced_Hard_Run_2, 421176, 184434, 34720, 73236, 0.5, 0.7540413390266201
LogReg_alpha_balanced_Hard_Run_3, 421197, 184413, 34681, 73275, 0.5, 0.754092405869081
LogReg_alpha_balanced_Medium_Run_2, 401442, 204168, 40207, 67749, 0.5, 0.701342308402199
LogReg_alpha_balanced_Medium_Run_3, 401442, 204168, 40211, 67745, 0.5, 0.7013967753992544
RFC_Easy_Run_2, 605610, 0, 107956, 0, 0.5, 0.6459648111525816
RFC_Easy_Run_3, 605610, 0, 107956, 0, 0.5, 0.6476371244501762
RFC_Hard_Run_2, 605610, 0, 107956, 0, 0.5, 0.714019531458206
RFC_Hard_Run_3, 605610, 0, 107956, 0, 0.5, 0.710888455126995
RFC_Medium_Run_2, 605610, 0, 107956, 0, 0.5, 0.676771868908534
RFC_Medium_Run_3, 605610, 0, 107956, 0, 0.5, 0.6777755974906574
RUSBoost_Easy_Run_2, 420195, 185415, 64219, 43737, 0.5, 0.5522023933983382
RUSBoost_Easy_Run_3, 494482, 111128, 79060, 28896, 0.5, 0.5618855748139215
RUSBoost_Hard_Run_2, 422521, 183089, 35166, 72790, 0.5, 0.7535225632875869
RUSBoost_Hard_Run_3, 422458, 183152, 35051, 72905, 0.5, 0.7535775248912386
RUSBoost_Medium_Run_2, 410272, 195338, 48609, 59347, 0.5, 0.6306520694055201
RUSBoost_Medium_Run_3, 448850, 156760, 62942, 45014, 0.5, 0.571999322315086
