,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,Min_1,Max_1,TP_10,FP_10,Prec_10,Min_10,Max_10,TP_20,FP_20,Prec_20,Min_20,Max_20,TP_50,FP_50,Prec_50,Min_50,Max_50,TP_100,FP_100,Prec_100,Min_100,Max_100,TP_200,FP_200,Prec_200,Min_200,Max_200,TP_500,FP_500,Prec_500,Min_500,Max_500,TP_1000,FP_1000,Prec_1000,Min_1000,Max_1000,TP_2000,FP_2000,Prec_2000,Min_2000,Max_2000,mProb,Pos_1,Neg_1,mProb_1,p_Min_1,p_Max_1,Pos_10,Neg_10,mProb_10,p_Min_10,p_Max_10,Pos_20,Neg_20,mProb_20,p_Min_20,p_Max_20,Pos_50,Neg_50,mProb_50,p_Min_50,p_Max_50,Pos_100,Neg_100,mProb_100,p_Min_100,p_Max_100,Pos_200,Neg_200,mProb_200,p_Min_200,p_Max_200,Pos_500,Neg_500,mProb_500,p_Min_500,p_Max_500,Pos_1000,Neg_1000,mProb_1000,p_Min_1000,p_Max_1000,Pos_2000,Neg_2000,mProb_2000,p_Min_2000,p_Max_2000
0,0.0,0,143,0,143,676301,0,126256,5.356585033582562,0.15731717497947187,126256.0,676301.0,0.15731717497947187,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,143.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.005,0,1,0,144,676300,0,126256,5.356577113166899,0.1573173709996561,126256.0,676300.0,0.1573173709996561,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.01,2,245,2,389,676055,2,126254,5.354636611329362,0.15736331014609084,126254.0,676055.0,0.15736331014609084,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008097165991902834,2.0,245.0,0.008097165991902834,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0125,0,1,0,390,676054,2,126254,5.3546286909136995,0.1573635062843696,126254.0,676054.0,0.1573635062843696,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.02,6,550,6,940,675504,8,126248,5.350272462298822,0.15746515131861225,126248.0,675504.0,0.15746515131861225,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01079136690647482,6.0,550.0,0.01079136690647482,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0267,0,2,0,942,675502,8,126248,5.350256621467494,0.15746554412223263,126248.0,675502.0,0.15746554412223263,,0.0267,126248.8,675418.4,0.15748280583264476,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.0267,13.0,1832.0,0.007046070460704607,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.03,5,882,5,1824,674620,13,126243,5.343270814852364,0.15763370264327356,126243.0,674620.0,0.15763370264327356,,0.03,126247.5,675249.4,0.15751464540910887,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005636978579481398,5.0,882.0,0.005636978579481398,,0.03,13.0,1690.0,0.007633587786259542,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0325,0,1,0,1825,674619,13,126243,5.3432628944367,0.1576338994733175,126243.0,674619.0,0.1576338994733175,,0.0325,126246.2,675080.3,0.15754651817954354,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0325,13.0,1691.0,0.007629107981220657,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0333,0,2,0,1827,674617,13,126243,5.343247053605373,0.15763429313488,126243.0,674617.0,0.15763429313488,,0.0333,126244.0,674795.3,0.15760025756539034,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.0333,22.0,2850.0,0.00766016713091922,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.035,0,5,0,1832,674612,13,126243,5.343207451527056,0.1576352772973884,126243.0,674612.0,0.1576352772973884,,0.035,126241.8,674510.3,0.15765403549987567,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,,0.035,22.0,2850.0,0.00766016713091922,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
