,count
0.34,4882
0.37,4860
0.38,4845
0.31,4817
0.33,4790
0.35,4756
0.29,4746
0.3,4708
0.28,4701
0.36,4688
0.32,4683
0.39,4601
0.27,4548
0.26,4548
0.4,4524
0.41,4482
0.42,4480
0.43,4469
0.25,4469
0.45,4388
0.24,4379
0.44,4378
0.23,4301
0.46,4243
0.22,4236
0.48,4194
0.47,4183
0.21,4043
0.2,3927
0.49,3899
0.51,3846
0.5,3843
0.19,3827
0.18,3795
0.52,3756
0.53,3646
0.54,3602
0.55,3571
0.17,3494
0.57,3475
0.56,3466
0.16,3378
0.58,3367
0.59,3324
0.15,3227
0.62,3142
0.14,3137
0.6,3132
0.61,3093
0.65,2998
0.64,2989
0.63,2982
0.13,2963
0.66,2887
0.69,2800
0.67,2755
0.68,2747
0.12,2709
0.71,2670
0.72,2636
0.7,2597
0.73,2569
0.75,2560
0.11,2524
0.74,2418
0.76,2408
0.78,2352
0.1,2342
0.77,2318
0.79,2300
0.8,2165
0.09,2138
0.81,2106
0.82,2007
0.08,1918
0.83,1915
0.84,1856
0.335,1849
0.325,1836
0.385,1815
0.375,1805
0.315,1778
0.355,1765
0.395,1754
0.365,1751
0.415,1748
0.305,1744
0.85,1743
0.345,1741
0.405,1729
0.295,1726
0.425,1707
0.07,1692
0.445,1678
0.455,1665
0.285,1620
0.265,1613
0.435,1580
0.275,1577
0.86,1568
