,count
0.37,14742
0.38,14651
0.42,14630
0.36,14627
0.4,14511
0.39,14509
0.41,14509
0.33,14471
0.35,14383
0.32,14359
0.34,14315
0.43,14297
0.44,14184
0.31,14049
0.45,13980
0.3,13827
0.46,13670
0.47,13644
0.29,13494
0.48,13479
0.28,13212
0.49,13110
0.27,13096
0.5,12902
0.26,12816
0.51,12482
0.52,12158
0.25,12127
0.53,11968
0.24,11805
0.23,11741
0.54,11505
0.22,11334
0.55,11213
0.21,10667
0.56,10524
0.57,10254
0.2,10073
0.58,9904
0.19,9794
0.59,9570
0.6,9133
0.18,9052
0.61,8832
0.17,8517
0.62,8330
0.16,8114
0.63,8049
0.64,7634
0.15,7337
0.65,7075
0.66,6837
0.14,6806
0.67,6436
0.68,6270
0.13,6233
0.69,6080
0.12,5708
0.7,5639
0.71,5400
0.72,5193
0.11,5132
0.73,5007
0.74,4871
0.75,4790
0.1,4477
0.76,4423
0.77,4358
0.78,4107
0.79,4024
0.09,3879
0.8,3844
0.81,3561
0.08,3427
0.82,3408
0.83,3208
0.84,2959
0.07,2926
0.85,2730
0.86,2528
0.06,2446
0.87,2430
0.88,2065
0.05,1877
0.89,1877
0.9,1571
0.91,1416
0.04,1411
0.92,1229
0.93,1032
0.03,1001
0.94,814
0.95,684
0.02,554
0.96,515
0.97,410
0.365,326
0.435,317
0.455,313
0.425,313
