Index,,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
40,62,BRFC_alpha_0_5_0_0_0_0_Hard.csv,0.67,0.68,4529,2234,0.33,627797,48647,72026,54230,0.53,0.43,0.39
83,109,BRFC_alpha_0_5_0_0_0_0_Medium.csv,0.72,0.72,2248,1119,0.33,625592,50852,89153,37103,0.42,0.29,0.40
115,126,BRFC_alpha_0_5_0_0_0_0_Easy.csv,0.83,0.84,1958,1000,0.34,661398,15046,116010,10246,0.41,0.08,0.12
40,62,BRFC_alpha_0_5_0_0_0_1_Hard.csv,0.67,0.68,4817,2485,0.34,625672,50772,72982,53274,0.51,0.42,0.40
90,111,BRFC_alpha_0_5_0_0_0_1_Medium.csv,0.76,0.77,1944,1000,0.34,641632,34812,96663,29593,0.46,0.23,0.28
115,126,BRFC_alpha_0_5_0_0_0_1_Easy.csv,0.83,0.84,1958,1000,0.34,661398,15046,116010,10246,0.41,0.08,0.12
39,62,BRFC_alpha_0_5_0_0_1_0_Hard.csv,0.66,0.67,4827,2334,0.33,623238,53206,69849,56407,0.51,0.45,0.42
84,109,BRFC_alpha_0_5_0_0_1_0_Medium.csv,0.73,0.73,1956,1001,0.34,628812,47632,91068,35188,0.42,0.28,0.38
116,126,BRFC_alpha_0_5_0_0_1_0_Easy.csv,0.84,0.85,2019,1000,0.33,663458,12986,116973,9283,0.42,0.07,0.10
40,63,BRFC_alpha_0_5_0_0_1_1_Hard.csv,0.67,0.68,4921,2387,0.33,625331,51113,72218,54038,0.51,0.43,0.40
82,113,BRFC_alpha_0_5_0_0_1_1_Medium.csv,0.72,0.72,2135,1047,0.33,622615,53829,87275,38981,0.42,0.31,0.43
116,126,BRFC_alpha_0_5_0_0_1_1_Easy.csv,0.84,0.85,2019,1000,0.33,663458,12986,116973,9283,0.42,0.07,0.10
40,62,BRFC_alpha_0_5_0_1_0_0_Hard.csv,0.67,0.68,4596,2294,0.33,628047,48397,72157,54099,0.53,0.43,0.38
79,105,BRFC_alpha_0_5_0_1_0_0_Medium.csv,0.71,0.71,2316,1168,0.34,620617,55827,87150,39106,0.41,0.31,0.44
112,126,BRFC_alpha_0_5_0_1_0_0_Easy.csv,0.81,0.82,2023,1000,0.33,655190,21254,112985,13271,0.38,0.11,0.17
