Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
38,62,BRFC_alpha_0_5_0_0_0_0_Hard.csv,0.65,0.6595238095238095,5206,2331,0.309274247047897,618405,58039,67525,58731,0.5029630898347178,0.46517393232796855,0.4596930046888861
95,109,BRFC_alpha_0_5_0_0_0_0_Medium.csv,0.8,0.8099999999999998,2782,1882,0.403516295025729,655950,20494,106049,20207,0.49647428810102945,0.160047839310607,0.16232099860600685
122,126,BRFC_alpha_0_5_0_0_0_0_Easy.csv,0.9103571428571428,0.9258769841269838,1307,1000,0.43346337234503685,673187,3257,123013,3243,0.4989230769230769,0.025685907996451655,0.02579679381573945
39,62,BRFC_alpha_0_5_0_0_0_1_Hard.csv,0.66,0.6692857142857143,5168,2424,0.3192834562697576,620855,55589,70497,55759,0.5007633724898516,0.4416344569763021,0.44028798631352173
96,111,BRFC_alpha_0_5_0_0_0_1_Medium.csv,0.8,0.8099999999999998,2939,1884,0.39062823968484345,654695,21749,104553,21703,0.4994706802908957,0.17189678114307438,0.17226112026359144
122,126,BRFC_alpha_0_5_0_0_0_1_Easy.csv,0.9103571428571428,0.9258769841269838,1307,1000,0.43346337234503685,673187,3257,123013,3243,0.4989230769230769,0.025685907996451655,0.02579679381573945
38,62,BRFC_alpha_0_5_0_0_1_0_Hard.csv,0.65,0.6599999999999998,5280,2396,0.31214174048983845,618411,58033,67515,58741,0.5030314967372874,0.4652531364846027,0.4596454821949056
96,109,BRFC_alpha_0_5_0_0_1_0_Medium.csv,0.81,0.8199999999999998,2798,1829,0.3952885238815647,657808,18636,107758,18498,0.4981418645984812,0.14651184894183247,0.1476048663033836
122,126,BRFC_alpha_0_5_0_0_1_0_Easy.csv,0.910347805788982,0.9250436507936508,1290,1000,0.4366812227074236,673170,3274,122977,3279,0.5003815046543568,0.025971042960334558,0.025931440882017487
39,63,BRFC_alpha_0_5_0_0_1_1_Hard.csv,0.66,0.6698333333333334,5278,2457,0.3176470588235294,620410,56034,69831,56425,0.5017384113321299,0.44690945380813585,0.44381257128374096
99,113,BRFC_alpha_0_5_0_0_1_1_Medium.csv,0.81,0.8199999999999998,2738,1921,0.41232024039493453,656704,19740,106526,19730,0.4998733215100076,0.15626980103915852,0.15634900519579267
122,126,BRFC_alpha_0_5_0_0_1_1_Easy.csv,0.910347805788982,0.9250436507936508,1290,1000,0.4366812227074236,673170,3274,122977,3279,0.5003815046543568,0.025971042960334558,0.025931440882017487
38,62,BRFC_alpha_0_5_0_1_0_0_Hard.csv,0.65,0.6599999999999998,5268,2420,0.31477627471383973,618591,57853,67457,58799,0.5040547954600006,0.4657125205930807,0.45821980737549106
92,105,BRFC_alpha_0_5_0_1_0_0_Medium.csv,0.81,0.8199999999999998,2649,1834,0.4091010484050859,658435,18009,107871,18385,0.5051656866516459,0.1456168419718667,0.142638765682423
122,126,BRFC_alpha_0_5_0_1_0_0_Easy.csv,0.9106785714285712,0.9263488455988456,1317,1000,0.43159257660768235,673225,3219,122990,3266,0.5036237471087124,0.025868077556710178,0.025495818020529717
40,63,BRFC_alpha_0_5_0_1_0_1_Hard.csv,0.66,0.6691666666666667,5216,2416,0.3165618448637317,621163,55281,70370,55886,0.5027211312709707,0.4426403497655557,0.4378484982891902
97,112,BRFC_alpha_0_5_0_1_0_1_Medium.csv,0.8,0.8099999999999998,2841,1933,0.4049015500628404,654570,21874,104726,21530,0.4960372315915584,0.17052654923330376,0.17325117222151817
122,126,BRFC_alpha_0_5_0_1_0_1_Easy.csv,0.9106785714285712,0.9263488455988456,1317,1000,0.43159257660768235,673225,3219,122990,3266,0.5036237471087124,0.025868077556710178,0.025495818020529717
38,62,BRFC_alpha_0_5_0_1_1_0_Hard.csv,0.65,0.6598333333333334,5189,2319,0.3088705380927011,618433,58011,67372,58884,0.5037341203644297,0.4663857559244709,0.45947123305031046
96,109,BRFC_alpha_0_5_0_1_1_0_Medium.csv,0.81,0.8199999999999998,2703,1800,0.39973351099267157,658043,18401,107727,18529,0.5017330083942594,0.1467573818273983,0.1457435686224813
122,126,BRFC_alpha_0_5_0_1_1_0_Easy.csv,0.910347805788982,0.9250436507936508,1290,1000,0.4366812227074236,673170,3274,122977,3279,0.5003815046543568,0.025971042960334558,0.025931440882017487
39,63,BRFC_alpha_0_5_0_1_1_1_Hard.csv,0.66,0.6693333333333333,5307,2480,0.3184795171439579,620441,56003,69897,56359,0.5015841654651929,0.4463867063743505,0.44356703839817513
99,113,BRFC_alpha_0_5_0_1_1_1_Medium.csv,0.81,0.8199999999999998,2791,1926,0.40831036675853294,656737,19707,106415,19841,0.501694143825225,0.1571489671777975,0.1560876314789
122,126,BRFC_alpha_0_5_0_1_1_1_Easy.csv,0.910347805788982,0.9250436507936508,1290,1000,0.4366812227074236,673170,3274,122977,3279,0.5003815046543568,0.025971042960334558,0.025931440882017487
39,63,BRFC_alpha_0_5_1_0_0_0_Hard.csv,0.65,0.6595,5331,2401,0.31052767718572166,618269,58175,67531,58725,0.5023524379811805,0.46512640983398806,0.4607701812191104
95,108,BRFC_alpha_0_5_1_0_0_0_Medium.csv,0.81,0.8199999999999998,2567,1884,0.42327566838912606,658379,18065,108045,18211,0.5020123497629286,0.14423868964643263,0.1430823089595742
122,126,BRFC_alpha_0_5_1_0_0_0_Easy.csv,0.9101785714285714,0.9244444444444444,1210,1000,0.45248868778280543,673026,3418,122976,3280,0.4896984174380412,0.025978963375997973,0.027071980737549108
