Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P
2354,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_1,Min,0.8,0.8099,0.009899999999999909,0.8,0.6653631284916202,665063,11381,103627,22629,0.09014225066531492
2398,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_1,Max,0.8,0.8099,0.009899999999999909,0.8099,0.6663407117669718,665184,11260,103769,22487,0.08918388037004182
2352,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_10,Min,0.7995,0.8107,0.011199999999999988,0.7995,0.6574142068208684,663395,13049,101552,24704,0.1033535039918895
2402,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_10,Max,0.7995,0.8107,0.011199999999999988,0.8107,0.6759904268721197,666753,9691,105785,20471,0.07675674819414523
2349,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_20,Min,0.799,0.8113,0.012299999999999978,0.799,0.6567829338980405,663392,13052,101550,24706,0.10337726523887973
2405,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_20,Max,0.799,0.8113,0.012299999999999978,0.8113,0.6760728563930772,666754,9690,105788,20468,0.07674882777848181
2343,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_50,Min,0.7971,0.8133,0.016199999999999992,0.7971,0.6567926966435678,663375,13069,101539,24717,0.10351191230515777
2413,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_50,Max,0.7971,0.8133,0.016199999999999992,0.8133,0.6764176839387073,666784,9660,105816,20440,0.07651121530857939
2350,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_100,Min,0.7992,0.8133,0.014100000000000001,0.7992,0.6568455052509815,663394,13050,101551,24705,0.1033614244075529
2413,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_100,Max,0.7992,0.8133,0.014100000000000001,0.8133,0.6766584481146611,666784,9660,105816,20440,0.07651121530857939
2358,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,Prec_200,Min,0.801,0.815,0.013999999999999901,0.801,0.6567111380354633,665069,11375,103630,22626,0.09009472817133443
