,count
0.36,5532
0.34,5412
0.31,5354
0.37,5347
0.35,5333
0.32,5328
0.38,5295
0.33,5287
0.29,5268
0.3,5236
0.39,5231
0.4,5194
0.42,5124
0.43,5122
0.41,5087
0.28,5002
0.45,4977
0.44,4960
0.27,4886
0.26,4787
0.46,4785
0.47,4781
0.24,4764
0.25,4712
0.48,4685
0.22,4519
0.23,4510
0.49,4494
0.5,4464
0.51,4403
0.52,4348
0.53,4215
0.21,4173
0.54,4141
0.55,4093
0.2,4085
0.56,4036
0.57,3955
0.18,3839
0.19,3833
0.59,3750
0.58,3722
0.6,3674
0.61,3601
0.17,3567
0.62,3518
0.16,3347
0.64,3331
0.65,3288
0.63,3282
0.66,3113
0.15,3066
0.67,3059
0.68,2993
0.69,2958
0.14,2949
0.7,2906
0.72,2837
0.13,2801
0.71,2760
0.73,2686
0.75,2674
0.74,2585
0.12,2557
0.77,2556
0.78,2550
0.76,2538
0.11,2351
0.79,2265
0.1,2191
0.8,2190
0.81,2145
0.82,2097
0.83,1989
0.09,1968
0.345,1860
0.385,1860
0.375,1848
0.85,1834
0.365,1831
0.84,1820
0.355,1781
0.335,1770
0.435,1763
0.395,1758
0.415,1741
0.455,1739
0.325,1737
0.405,1736
0.445,1730
0.425,1721
0.295,1702
0.08,1690
0.305,1689
0.315,1684
0.86,1684
0.285,1629
0.485,1607
0.465,1599
0.475,1597
