Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P
2163,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_1,Min,0.79,0.7996,0.009599999999999942,0.79,0.6658882611424984,663138,13306,99737,26519,0.10538905081738689
2192,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_1,Max,0.79,0.7996,0.009599999999999942,0.7996,0.6664563511092042,663228,13216,99849,26407,0.10467621340767963
2160,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_10,Min,0.7886,0.801,0.012400000000000078,0.7886,0.6571385395113105,661340,15104,97555,28701,0.1196299581802053
2197,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_10,Max,0.7886,0.801,0.012400000000000078,0.801,0.675783137520191,664866,11578,101995,24261,0.09170257255100747
2157,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_20,Min,0.788,0.8022,0.01419999999999999,0.788,0.6570542347481108,661332,15112,97555,28701,0.11969332150551261
2202,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_20,Max,0.788,0.8022,0.01419999999999999,0.8022,0.6764612357514499,664872,11572,102001,24255,0.091655050057027
2152,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_50,Min,0.7867,0.8042,0.01750000000000007,0.7867,0.6568531434401561,661321,15123,97540,28716,0.11978044607781016
2211,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_50,Max,0.7867,0.8042,0.01750000000000007,0.8042,0.6763334209507712,664896,11548,102027,24229,0.09146496008110505
2156,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_100,Min,0.7877,0.8043,0.01660000000000006,0.7877,0.6568681001816353,661330,15114,97550,28706,0.11970916233683944
2212,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_100,Max,0.7877,0.8043,0.01660000000000006,0.8043,0.6766645359047312,664898,11546,102028,24228,0.09144911924977824
2162,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,Prec_200,Min,0.7892,0.806,0.016800000000000037,0.7892,0.6567894924777052,661344,15100,97555,28701,0.11959827651755164
