,count
0.3,4701
0.35,4668
0.31,4601
0.34,4587
0.32,4583
0.39,4574
0.33,4570
0.36,4564
0.29,4563
0.37,4533
0.38,4479
0.4,4454
0.26,4425
0.28,4417
0.27,4367
0.41,4308
0.24,4280
0.25,4278
0.42,4224
0.44,4151
0.43,4119
0.23,4092
0.46,4063
0.45,4036
0.21,4000
0.22,3986
0.2,3879
0.47,3873
0.48,3868
0.19,3830
0.49,3830
0.18,3713
0.5,3681
0.51,3675
0.52,3664
0.53,3525
0.17,3507
0.54,3434
0.16,3381
0.56,3356
0.55,3277
0.57,3252
0.15,3234
0.59,3137
0.58,3127
0.14,3029
0.6,3002
0.62,2929
0.61,2889
0.65,2851
0.63,2837
0.64,2821
0.13,2744
0.67,2714
0.66,2694
0.12,2631
0.68,2611
0.69,2584
0.71,2573
0.7,2544
0.72,2525
0.75,2467
0.74,2464
0.11,2416
0.73,2391
0.1,2357
0.77,2345
0.76,2326
0.78,2284
0.8,2244
0.79,2151
0.09,2083
0.81,2068
0.82,2030
0.08,1871
0.83,1867
0.84,1837
0.365,1783
0.335,1780
0.85,1777
0.375,1768
0.385,1759
0.325,1743
0.345,1734
0.355,1719
0.395,1697
0.315,1697
0.435,1674
0.415,1662
0.295,1659
0.305,1630
0.405,1624
0.425,1612
0.07,1610
0.285,1599
0.86,1595
0.455,1581
0.275,1572
0.445,1560
0.87,1554
