Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
14,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_1,Min,0.0429,0.981,0.9380999999999999,126234,374,125860,0.0429,1.0,1.0,0.5,3418,673026,22,126234,5.330645672284882
2551,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_1,Max,0.0429,0.981,0.9380999999999999,126234,374,125860,0.981,1.0,0.0,0.0,676414,30,125882,374,0.00023761246990242047
1917,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_10,Min,0.7358,0.8232,0.08740000000000003,40160,19424,20736,0.7358,84.0,85.0,0.5029585798816568,649512,26932,86096,40160,0.2133126346470663
2219,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_10,Max,0.7358,0.8232,0.08740000000000003,40160,19424,20736,0.8232,27.0,25.0,0.4807692307692308,668273,8171,106832,19424,0.06471771638575592
1922,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_20,Min,0.7368,0.7964,0.059599999999999986,40124,26004,14120,0.7368,105.0,106.0,0.5023696682464455,649538,26906,86132,40124,0.2131067038398175
2137,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_20,Max,0.7368,0.7964,0.059599999999999986,40124,26004,14120,0.7964,83.0,82.0,0.49696969696969695,663512,12932,100252,26004,0.10242681535927005
2022,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_50,Min,0.7637,0.7643,0.0005999999999999339,32996,32991,5,0.7637,4569.0,4576.0,0.5003827227993439,657192,19252,93260,32996,0.15248384235204662
2025,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_50,Max,0.7637,0.7643,0.0005999999999999339,32996,32991,5,0.7643,4551.0,4551.0,0.5,657197,19247,93265,32991,0.15244424027372958
2022,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_100,Min,0.7637,0.7633,-0.00040000000000006697,32996,32996,0,0.7637,4761.0,4804.0,0.502247778358599,657192,19252,93260,32996,0.15248384235204662
2021,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_100,Max,0.7637,0.7633,-0.00040000000000006697,32996,32996,0,0.7633,7201.0,7153.0,0.4983279921972969,657191,19253,93260,32996,0.15249176276771004
2018,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_200,Min,0.7625,0.762,-0.0004999999999999449,33018,33024,-6,0.7625,13938.0,14079.0,0.5025163293714531,657172,19272,93238,33018,0.15264225066531492
2017,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_200,Max,0.7625,0.762,-0.0004999999999999449,33018,33024,-6,0.762,12073.0,11922.0,0.49685351114815585,657162,19282,93232,33024,0.15272145482194904
2040,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_500,Min,0.7683,0.768,-0.00029999999999996696,32897,32906,-9,0.7683,31028.0,31919.0,0.5070773825599314,657274,19170,93359,32897,0.15183436826764668
2039,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,mProb_500,Max,0.7683,0.768,-0.00029999999999996696,32897,32906,-9,0.768,34427.0,34158.0,0.4980389297951447,657271,19173,93350,32906,0.15185812951463692
49,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_1,Min,0.0213,0.995,0.9737,126227,127,126100,0.0213,1.0,1.0,0.5,1337,675107,29,126227,5.347128057280446
9050,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_1,Max,0.0213,0.995,0.9737,126227,127,126100,0.995,3.0,2.0,0.4,676391,53,126129,127,0.00041978203016094286
7934,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_10,Min,0.84,0.9875,0.14750000000000008,13990,356,13634,0.84,957.0,960.0,0.5007824726134585,663581,12863,112266,13990,0.10188030667849449
9038,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_10,Max,0.84,0.9875,0.14750000000000008,13990,356,13634,0.9875,21.0,9.0,0.3,676290,154,125900,356,0.0012197440121657585
8025,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_20,Min,0.8495,0.9855,0.136,13297,362,12935,0.8495,949.0,951.0,0.5005263157894737,664634,11810,112959,13297,0.09354010898491953
9033,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_20,Max,0.8495,0.9855,0.136,13297,362,12935,0.9855,39.0,27.0,0.4090909090909091,676275,169,125894,362,0.0013385502471169688
8101,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_50,Min,0.8576,0.9366,0.07899999999999996,11838,2848,8990,0.8576,1134.0,1150.0,0.5035026269702276,666295,10149,114418,11838,0.08038429856798884
8795,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_50,Max,0.8576,0.9366,0.07899999999999996,11838,2848,8990,0.9366,181.0,181.0,0.5,674721,1723,123408,2848,0.01364687618806235
8168,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_100,Min,0.8647,0.8793,0.014599999999999946,10606,8883,1723,0.8647,2322.0,2351.0,0.5031029317355018,667556,8888,115650,10606,0.07039665441642377
8302,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,mProb_100,Max,0.8647,0.8793,0.014599999999999946,10606,8883,1723,0.8793,1372.0,1364.0,0.49853801169590645,669508,6936,117373,8883,0.05493600304143961
