,count
0.4,14774
0.37,14700
0.38,14678
0.41,14674
0.35,14610
0.39,14462
0.33,14375
0.34,14319
0.36,14308
0.44,14289
0.42,14286
0.45,14232
0.43,14220
0.32,14175
0.31,14100
0.3,13911
0.46,13593
0.47,13558
0.29,13396
0.28,13394
0.48,13391
0.27,13152
0.49,13125
0.5,12642
0.26,12616
0.51,12449
0.52,12402
0.25,12255
0.53,11913
0.24,11796
0.23,11640
0.54,11581
0.22,11187
0.55,11021
0.56,10920
0.21,10695
0.57,10328
0.2,10078
0.19,9984
0.58,9983
0.59,9480
0.6,9259
0.18,9154
0.61,8727
0.17,8587
0.16,8212
0.62,8196
0.63,7949
0.64,7597
0.15,7596
0.65,7342
0.14,7060
0.66,6815
0.67,6628
0.13,6460
0.68,6318
0.69,5945
0.12,5930
0.7,5637
0.71,5555
0.11,5297
0.72,5129
0.73,5058
0.74,4915
0.75,4759
0.1,4675
0.76,4418
0.77,4315
0.78,4109
0.09,4045
0.79,4022
0.8,3865
0.81,3600
0.08,3481
0.82,3386
0.83,3266
0.84,3030
0.07,2904
0.85,2751
0.86,2603
0.87,2398
0.06,2346
0.88,2115
0.89,1985
0.05,1975
0.9,1629
0.91,1445
0.04,1425
0.92,1209
0.93,1048
0.03,1000
0.94,827
0.95,665
0.02,578
0.96,569
0.97,418
0.01,319
0.435,303
0.98,300
0.345,299
