Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
58,62,BRFC_alpha_0_5_0_0_0_0_Hard.csv,0.85,0.8695238095238096,1912,3708,0.6597864768683274,672560,3884,114291,11965,0.754937220013881,0.0947677734127487,0.03076289443670004
108,109,BRFC_alpha_0_5_0_0_0_0_Medium.csv,0.95,1.0,1076,1957,0.6452357401912298,676444,0,126256,0,,0.0,0.0
125,126,BRFC_alpha_0_5_0_0_0_0_Easy.csv,0.963595238095238,1.0,1002,1241,0.5532768613464111,676444,0,126256,0,,0.0,0.0
114,118,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Hard.csv,0.6771817,0.71021336,1000,1971,0.6634129922584988,673444,3000,118032,8224,0.7327156094084105,0.06513749841591687,0.023761246990242048
124,125,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Medium.csv,0.647098,0.8737503,1000,1760,0.6376811594202898,676444,0,126256,0,,0.0,0.0
126,127,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Easy.csv,0.40491796,0.50817347,1446,1000,0.4088307440719542,676444,0,126256,0,,0.0,0.0
59,62,BRFC_alpha_0_5_0_0_0_1_Hard.csv,0.87,0.8894999999999998,1496,3005,0.6676294156854032,674126,2318,118406,7850,0.772029897718332,0.06217526295780003,0.018359523507793688
110,111,BRFC_alpha_0_5_0_0_0_1_Medium.csv,0.9533333333333333,1.0,1002,1919,0.656966792194454,676444,0,126256,0,,0.0,0.0
125,126,BRFC_alpha_0_5_0_0_0_1_Easy.csv,0.963595238095238,1.0,1002,1241,0.5532768613464111,676444,0,126256,0,,0.0,0.0
114,118,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Hard.csv,0.6722228,0.7069556,1000,1917,0.6571820363387042,673444,3000,118036,8220,0.732620320855615,0.06510581675326321,0.023761246990242048
124,125,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Medium.csv,0.64322305,0.88391745,1000,1778,0.6400287976961843,676444,0,126256,0,,0.0,0.0
126,127,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Easy.csv,0.40491796,0.50817347,1446,1000,0.4088307440719542,676444,0,126256,0,,0.0,0.0
58,62,BRFC_alpha_0_5_0_0_1_0_Hard.csv,0.85,0.8691666666666665,2006,3784,0.6535405872193437,672582,3862,114331,11925,0.7553683410400963,0.09445095678621214,0.030588645292104928
