,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,Min_1,Max_1,TP_10,FP_10,Prec_10,Min_10,Max_10,TP_20,FP_20,Prec_20,Min_20,Max_20,TP_50,FP_50,Prec_50,Min_50,Max_50,TP_100,FP_100,Prec_100,Min_100,Max_100,TP_200,FP_200,Prec_200,Min_200,Max_200,TP_500,FP_500,Prec_500,Min_500,Max_500,TP_1000,FP_1000,Prec_1000,Min_1000,Max_1000,TP_2000,FP_2000,Prec_2000,Min_2000,Max_2000,mProb,Pos_1,Neg_1,mProb_1,p_Min_1,p_Max_1,Pos_10,Neg_10,mProb_10,p_Min_10,p_Max_10,Pos_20,Neg_20,mProb_20,p_Min_20,p_Max_20,Pos_50,Neg_50,mProb_50,p_Min_50,p_Max_50,Pos_100,Neg_100,mProb_100,p_Min_100,p_Max_100,Pos_200,Neg_200,mProb_200,p_Min_200,p_Max_200,Pos_500,Neg_500,mProb_500,p_Min_500,p_Max_500,Pos_1000,Neg_1000,mProb_1000,p_Min_1000,p_Max_1000,Pos_2000,Neg_2000,mProb_2000,p_Min_2000,p_Max_2000
0,0.0,1,151,1,151,676293,1,126255,5.356521670257255,0.15731769314732577,126255.0,676293.0,0.15731769314732577,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006578947368421052,1.0,151.0,0.006578947368421052,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.01,0,267,0,418,676026,1,126255,5.354406919275124,0.15737004864879015,126255.0,676026.0,0.15737004864879015,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,267.0,0.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.02,2,604,2,1022,675422,3,126253,5.3496229882144215,0.15748651261421398,126253.0,675422.0,0.15748651261421398,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033003300330033004,2.0,604.0,0.0033003300330033004,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0233,0,2,0,1024,675420,3,126253,5.349607147383095,0.1574869055088546,126253.0,675420.0,0.1574869055088546,,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.025,0,5,0,1029,675415,3,126253,5.349567545304778,0.15748788775403283,126253.0,675415.0,0.15748788775403283,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.028,0,1,0,1030,675414,3,126253,5.349559624889114,0.1574880842045388,126253.0,675414.0,0.1574880842045388,,0.028,126251.5,675047.7,0.1575584999960065,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.028,13.0,3346.0,0.003870199464126228,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.03,3,949,3,1979,674465,6,126250,5.3420431504245345,0.15767158102445938,126250.0,674465.0,0.15767158102445938,,0.03,126250.3,674728.0,0.15762012528928684,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031512605042016808,3.0,949.0,0.0031512605042016808,,0.03,12.0,3197.0,0.00373948270489249,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0325,0,2,0,1981,674463,6,126250,5.342027309593208,0.1576719748524128,126250.0,674463.0,0.1576719748524128,,0.0325,126249.1,674434.9,0.1576765615398834,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.0325,12.0,2931.0,0.004077471967380225,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.035,0,2,0,1983,674461,6,126250,5.34201146876188,0.15767236868233359,126250.0,674461.0,0.15767236868233359,,0.035,126248.1,674201.8,0.15772142641282108,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.035,10.0,2331.0,0.004271678769756515,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.04,7,1363,7,3346,673098,13,126243,5.331215942212648,0.157933848007296,126243.0,673098.0,0.157933848007296,,0.04,126247.1,673968.7,0.15776631753584472,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051094890510948905,7.0,1363.0,0.0051094890510948905,,0.04,10.0,2331.0,0.004271678769756515,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
