,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,Min_1,Max_1,TP_10,FP_10,Prec_10,Min_10,Max_10,TP_20,FP_20,Prec_20,Min_20,Max_20,TP_50,FP_50,Prec_50,Min_50,Max_50,TP_100,FP_100,Prec_100,Min_100,Max_100,TP_200,FP_200,Prec_200,Min_200,Max_200,TP_500,FP_500,Prec_500,Min_500,Max_500,TP_1000,FP_1000,Prec_1000,Min_1000,Max_1000,TP_2000,FP_2000,Prec_2000,Min_2000,Max_2000,mProb,Pos_1,Neg_1,mProb_1,p_Min_1,p_Max_1,Pos_10,Neg_10,mProb_10,p_Min_10,p_Max_10,Pos_20,Neg_20,mProb_20,p_Min_20,p_Max_20,Pos_50,Neg_50,mProb_50,p_Min_50,p_Max_50,Pos_100,Neg_100,mProb_100,p_Min_100,p_Max_100,Pos_200,Neg_200,mProb_200,p_Min_200,p_Max_200,Pos_500,Neg_500,mProb_500,p_Min_500,p_Max_500,Pos_1000,Neg_1000,mProb_1000,p_Min_1000,p_Max_1000,Pos_2000,Neg_2000,mProb_2000,p_Min_2000,p_Max_2000
0,0.0,0,122,0,122,676322,0,126256,5.356751362311494,0.15731305866844095,126256.0,676322.0,0.15731305866844095,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,122.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0025,0,1,0,123,676321,0,126256,5.356743441895831,0.15731325467836732,126256.0,676321.0,0.15731325467836732,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.01,0,223,0,346,676098,0,126256,5.35497718920289,0.15735697709489826,126256.0,676098.0,0.15735697709489826,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,223.0,0.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.015,0,2,0,348,676096,0,126256,5.354961348371562,0.1573573693341576,126256.0,676096.0,0.1573573693341576,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.02,1,507,1,855,675589,1,126255,5.350945697630212,0.15745581434792802,126255.0,675589.0,0.15745581434792802,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001968503937007874,1.0,507.0,0.001968503937007874,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0225,0,1,0,856,675588,1,126255,5.350937777214548,0.1574560107153146,126255.0,675588.0,0.1574560107153146,,0.0225,126253.0,675585.5,0.15745440010675466,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0225,9.0,1694.0,0.005284791544333529,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.025,0,2,0,858,675586,1,126255,5.350921936383221,0.1574564034515571,126255.0,675586.0,0.1574564034515571,,0.025,126252.1,675428.2,0.1574843488108664,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.025,9.0,1573.0,0.005689001264222503,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.03,8,833,8,1691,674753,9,126247,5.344324230135597,0.15761173533083644,126247.0,674753.0,0.15761173533083644,,0.03,126249.4,675137.9,0.1575385584473325,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009512485136741973,8.0,833.0,0.009512485136741973,,0.03,27.0,2903.0,0.009215017064846417,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0333,0,1,0,1692,674752,9,126247,5.344316309719934,0.15761193209979038,126247.0,674752.0,0.15761193209979038,,0.0333,126246.7,674869.8,0.1575884406325422,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0333,27.0,2681.0,0.009970457902511078,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.035,0,2,0,1694,674750,9,126247,5.3443004688886075,0.15761232563917218,126247.0,674750.0,0.15761232563917218,,0.035,126244.0,674601.7,0.15763835655232963,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.035,27.0,2681.0,0.009970457902511078,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
