,count
0.13293794,235
0.11770793,223
0.13161552,223
0.12649582,205
0.06640056,200
0.12321151,197
0.12619568,194
0.07584847,181
0.057854816,181
0.07172378,180
0.05322676,178
0.057318162,178
0.13532808,175
0.16331764,174
0.06372279,167
0.14468779,165
0.05858261,164
0.07796598,162
0.067603946,160
0.054111548,158
0.12924814,157
0.074490376,157
0.13801788,156
0.060375925,156
0.062818974,155
0.07079125,155
0.050912462,154
0.056763135,151
0.05209234,151
0.13033833,151
0.10980825,150
0.08549159,150
0.07545577,149
0.05815127,148
0.06756269,148
0.06286158,147
0.12346632,147
0.13783248,147
0.16326664,147
0.13611369,147
0.052241493,145
0.048223868,145
0.07015044,144
0.066735856,144
0.0525259,143
0.058781862,143
0.08008629,143
0.06264119,143
0.05620075,143
0.08205922,142
0.05998135,142
0.12593202,142
0.053844545,142
0.053561714,142
0.06020873,141
0.06087555,140
0.08108774,140
0.05202302,140
0.05206047,140
0.12577201,140
0.07170025,139
0.0802389,139
0.069205284,139
0.05980113,138
0.07315669,137
0.15353608,137
0.06157854,137
0.070253976,136
0.05029684,136
0.11804545,134
0.069183335,133
0.065692395,133
0.11550206,132
0.062906176,132
0.123213954,131
0.06691068,131
0.072008125,131
0.07171062,130
0.0605653,130
0.056795187,130
0.13832164,129
0.13728625,129
0.11679487,129
0.07109414,128
0.07127666,128
0.06464219,128
0.07348305,128
0.05675639,127
0.06472487,126
0.066953965,125
0.06480771,124
0.14642838,124
0.062094636,123
0.10151984,123
0.11539664,123
0.1661766,122
0.10740373,121
0.065239415,121
0.05491802,120
0.14902559,120
