Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
15,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_1,Min,0.045,0.9767,0.9317,126236,656,125580,0.045,1.0,1.0,0.5,3479,672965,20,126236,5.3301625269294135
2607,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_1,Max,0.045,0.9767,0.9317,126236,656,125580,0.9767,1.0,1.0,0.5,676369,75,125600,656,0.0005940311747560512
2044,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_10,Min,0.7583,0.8517,0.09340000000000004,35639,13962,21677,0.7583,18.0,23.0,0.5609756097560976,654574,21870,90617,35639,0.17321949055886454
2358,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_10,Max,0.7583,0.8517,0.09340000000000004,35639,13962,21677,0.8517,15.0,14.0,0.4827586206896552,671534,4910,112294,13962,0.038889240907362815
2060,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_20,Min,0.763,0.8252,0.06220000000000003,33425,19825,13600,0.763,64.0,86.0,0.5733333333333334,656922,19522,92831,33425,0.1546223545811684
2278,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_20,Max,0.763,0.8252,0.06220000000000003,33425,19825,13600,0.8252,86.0,86.0,0.5,668050,8394,106431,19825,0.06648396907869725
2069,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_50,Min,0.765,0.7645,-0.000500000000000056,33352,33398,-46,0.765,4486.0,4565.0,0.5043641586565021,656970,19474,92904,33352,0.15424217462932455
2068,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_50,Max,0.765,0.7645,-0.000500000000000056,33352,33398,-46,0.7645,2463.0,2334.0,0.48655409631019386,656942,19502,92858,33398,0.15446394626790014
2066,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_100,Min,0.7643,0.7642,-9.999999999998899e-05,33399,33399,0,0.7643,4723.0,4770.0,0.502475508269251,656941,19503,92857,33399,0.15447186668356355
2065,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_100,Max,0.7643,0.7642,-9.999999999998899e-05,33399,33399,0,0.7642,7213.0,7044.0,0.4940730869046784,656940,19504,92857,33399,0.15447978709922697
2079,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_200,Min,0.7675,0.7672,-0.00029999999999996696,33317,33323,-6,0.7675,11459.0,11734.0,0.505928512913379,657007,19437,92939,33317,0.15394911924977822
2078,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_200,Max,0.7675,0.7672,-0.00029999999999996696,33317,33323,-6,0.7672,14041.0,13896.0,0.4974048752550381,656999,19445,92933,33323,0.15401248257508554
2079,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_500,Min,0.7675,0.7672,-0.00029999999999996696,33317,33323,-6,0.7675,31070.0,31530.0,0.5036741214057509,657007,19437,92939,33317,0.15394911924977822
2078,BRFC_alpha_0_5_1_0_1_0_Hard_Round_4,mProb_500,Max,0.7675,0.7672,-0.00029999999999996696,33317,33323,-6,0.7672,34643.0,33833.0,0.4940855190139611,656999,19445,92933,33323,0.15401248257508554
28,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_1,Min,0.0153,0.998,0.9827,126241,126,126115,0.0153,1.0,1.0,0.5,793,675651,15,126241,5.3514367634013436
9050,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_1,Max,0.0153,0.998,0.9827,126241,126,126115,0.998,1.0,0.0,0.0,676390,54,126130,126,0.0004277024458243569
8004,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_10,Min,0.8496,0.9957,0.1461,13310,129,13181,0.8496,915.0,943.0,0.5075349838536061,664498,11946,112946,13310,0.09461728551514384
9046,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_10,Max,0.8496,0.9957,0.1461,13310,129,13181,0.9957,15.0,15.0,0.5,676385,59,126127,129,0.00046730452414142697
8002,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_20,Min,0.8494,0.9632,0.1137999999999999,13316,1107,12209,0.8494,960.0,962.0,0.5005202913631633,664495,11949,112940,13316,0.09464104676213407
8958,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_20,Max,0.8494,0.9632,0.1137999999999999,13316,1107,12209,0.9632,39.0,37.0,0.4868421052631579,675853,591,125149,1107,0.0046809656570776835
8083,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_50,Min,0.8578,0.9555,0.09770000000000001,11809,1566,10243,0.8578,1189.0,1196.0,0.5014675052410902,666219,10225,114447,11809,0.08098625015840831
8912,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_50,Max,0.8578,0.9555,0.09770000000000001,11809,1566,10243,0.9555,152.0,124.0,0.4492753623188406,675595,849,124690,1566,0.0067244328982385
8241,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_100,Min,0.8748,0.882,0.007199999999999984,9164,7977,1187,0.8748,2128.0,2131.0,0.5003521953510214,669066,7378,117092,9164,0.05843682676466861
8309,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_100,Max,0.8748,0.882,0.007199999999999984,9164,7977,1187,0.882,1382.0,1372.0,0.49818445896877267,670215,6229,118279,7977,0.049336269167405904
8283,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_200,Min,0.8792,0.8791,-9.999999999998899e-05,8849,8853,-4,0.8792,3344.0,3428.0,0.5062020082693444,669471,6973,117407,8849,0.05522905842098593
8282,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_200,Max,0.8792,0.8791,-9.999999999998899e-05,8849,8853,-4,0.8791,2800.0,2690.0,0.4899817850637523,669462,6982,117403,8853,0.05530034216195666
8306,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_500,Min,0.8817,0.8815,-0.000200000000000089,7989,8019,-30,0.8817,7440.0,7483.0,0.5014407290759231,670205,6239,118267,7989,0.049415473324040046
8305,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_500,Max,0.8817,0.8815,-0.000200000000000089,7989,8019,-30,0.8815,7003.0,6886.0,0.49578803369573043,670177,6267,118237,8019,0.04963724496261564
8376,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_1000,Min,0.8893,0.8892,-9.999999999998899e-05,7533,7534,-1,0.8893,13445.0,13504.0,0.5010946602842407,670740,5704,118723,7533,0.04517805094411355
8375,BRFC_alpha_0_5_1_0_1_0_Medium_Round_4,mProb_1000,Max,0.8893,0.8892,-9.999999999998899e-05,7533,7534,-1,0.8892,13206.0,13081.0,0.4976223989044014,670736,5708,118722,7534,0.0452097326067672
7528,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_1,Min,0.7531,0.999,0.2459,23062,196,22866,0.7531,11.0,13.0,0.5416666666666666,631830,44614,103194,23062,0.3533614244075529
9917,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_1,Max,0.7531,0.999,0.2459,23062,196,22866,0.999,2.0,1.0,0.3333333333333333,676340,104,126060,196,0.0008237232289950577
8840,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_10,Min,0.8843,0.9981,0.11380000000000001,6322,200,6122,0.8843,111.0,111.0,0.5,668758,7686,119934,6322,0.06087631478900013
9913,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_10,Max,0.8843,0.9981,0.11380000000000001,6322,200,6122,0.9981,18.0,17.0,0.4857142857142857,676331,113,126056,200,0.0008950069699657839
9211,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_20,Min,0.9214,0.9887,0.06730000000000003,3461,414,3047,0.9214,147.0,150.0,0.5050505050505051,672812,3632,122795,3461,0.028766949689519705
9857,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_20,Max,0.9214,0.9887,0.06730000000000003,3461,414,3047,0.9887,40.0,39.0,0.4936708860759494,676189,255,125842,414,0.002019705994170574
9593,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_50,Min,0.96,0.9661,0.006099999999999994,1407,1137,270,0.96,235.0,235.0,0.5,675339,1105,124849,1407,0.008752059308072487
9652,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_50,Max,0.96,0.9661,0.006099999999999994,1407,1137,270,0.9661,191.0,190.0,0.49868766404199477,675596,848,125119,1137,0.006716512482575086
9621,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_100,Min,0.9629,0.9633,0.00040000000000006697,1278,1254,24,0.9629,431.0,433.0,0.5011574074074074,675465,979,124978,1278,0.007754086934482322
9625,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_100,Max,0.9629,0.9633,0.00040000000000006697,1278,1254,24,0.9633,436.0,432.0,0.4976958525345622,675485,959,125002,1254,0.007595678621214041
9640,BRFC_alpha_0_5_1_0_1_0_Easy_Round_4,mProb_200,Min,0.9648,0.9647,-9.999999999998899e-05,1198,1199,-1,0.9648,819.0,824.0,0.5015216068167986,675549,895,125058,1198,0.007088772018755544
