,count
0.37,14827
0.4,14689
0.39,14651
0.42,14512
0.35,14445
0.38,14428
0.36,14348
0.41,14342
0.43,14271
0.34,14269
0.33,14212
0.32,14079
0.44,14054
0.45,14031
0.3,13809
0.31,13786
0.46,13684
0.47,13581
0.29,13551
0.28,13412
0.48,13300
0.27,13079
0.49,12917
0.5,12708
0.26,12547
0.25,12455
0.51,12392
0.52,12240
0.24,11865
0.53,11812
0.54,11600
0.22,11341
0.23,11332
0.55,11206
0.21,10722
0.56,10601
0.57,10170
0.2,10167
0.58,10051
0.59,9623
0.19,9595
0.18,9399
0.6,9151
0.17,8826
0.61,8526
0.62,8355
0.16,8041
0.63,7819
0.15,7610
0.64,7455
0.65,7217
0.14,7016
0.66,6675
0.13,6542
0.67,6507
0.68,6160
0.12,5961
0.7,5878
0.69,5827
0.71,5398
0.11,5294
0.72,5167
0.73,5020
0.74,4801
0.75,4766
0.1,4642
0.76,4524
0.77,4260
0.78,4179
0.09,3979
0.79,3976
0.8,3779
0.81,3642
0.08,3578
0.82,3450
0.83,3120
0.07,2976
0.84,2976
0.85,2868
0.86,2630
0.06,2448
0.87,2371
0.88,2148
0.05,1981
0.89,1905
0.9,1765
0.91,1459
0.04,1440
0.92,1260
0.93,1037
0.03,972
0.94,893
0.95,726
0.02,616
0.96,565
0.97,436
0.415,333
0.98,319
0.365,315
0.395,308
