Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
295,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_1,Min,0.2123,0.9693,0.7570000000000001,123981,1081,122900,0.2123,0.0,1.0,1.0,111539,564905,2275,123981,4.474282410340895
2917,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_1,Max,0.2123,0.9693,0.7570000000000001,123981,1081,122900,0.9693,1.0,0.0,0.0,676303,141,125175,1081,0.0011167786085413763
2089,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_10,Min,0.7077,0.8824,0.17469999999999997,46518,8129,38389,0.7077,31.0,36.0,0.5373134328358209,638393,38051,79738,46518,0.30137973640856675
2745,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_10,Max,0.7077,0.8824,0.17469999999999997,46518,8129,38389,0.8824,11.0,9.0,0.45,674068,2376,118127,8129,0.018818907616271703
2342,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_20,Min,0.766,0.8074,0.04139999999999999,32020,22729,9291,0.766,98.0,101.0,0.507537688442211,656620,19824,94236,32020,0.15701432011151945
2515,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_20,Max,0.766,0.8074,0.04139999999999999,32020,22729,9291,0.8074,46.0,39.0,0.4588235294117647,665025,11419,103527,22729,0.09044322646052465
2345,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_50,Min,0.7667,0.7665,-0.000200000000000089,31989,32019,-30,0.7667,2392.0,2408.0,0.5016666666666667,656649,19795,94267,31989,0.15678462805728044
2344,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_50,Max,0.7667,0.7665,-0.000200000000000089,31989,32019,-30,0.7665,4730.0,4658.0,0.49616531742650194,656622,19822,94237,32019,0.15699847928019262
2354,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_100,Min,0.7681,0.768,-9.999999999998899e-05,31971,31972,-1,0.7681,6918.0,7034.0,0.5041571100917431,656664,19780,94285,31971,0.15666582182232924
2353,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_100,Max,0.7681,0.768,-9.999999999998899e-05,31971,31972,-1,0.768,4936.0,4853.0,0.49576054755337623,656664,19780,94284,31972,0.15666582182232924
2340,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_200,Min,0.7658,0.7657,-9.999999999998899e-05,32022,32022,0,0.7658,11729.0,11770.0,0.5008723775479808,656616,19828,94234,32022,0.1570460017741731
2339,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_200,Max,0.7658,0.7657,-9.999999999998899e-05,32022,32022,0,0.7657,9850.0,9595.0,0.4934430444844433,656615,19829,94234,32022,0.15705392218983652
2349,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_500,Min,0.7675,0.7674,-9.999999999998899e-05,31978,31986,-8,0.7675,27529.0,27597.0,0.5006167688568007,656660,19784,94278,31978,0.1566975034849829
2348,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_500,Max,0.7675,0.7674,-9.999999999998899e-05,31978,31986,-8,0.7674,30937.0,29911.0,0.4915691559295293,656650,19794,94270,31986,0.15677670764161702
2427,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_1000,Min,0.7863,0.786,-0.00029999999999996696,27290,27290,0,0.7863,55601.0,55602.0,0.5000044962815752,661137,15307,98966,27290,0.12123780255987834
2426,BRFC_alpha_0_5_1_0_1_1_Hard_Round_4,mProb_1000,Max,0.7863,0.786,-0.00029999999999996696,27290,27290,0,0.786,55603.0,55599.0,0.4999820147119656,661136,15308,98966,27290,0.12124572297554176
114,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_1,Min,0.0347,0.999,0.9643,126195,166,126029,0.0347,0.0,1.0,1.0,3062,673382,61,126195,5.333465340261057
9141,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_1,Max,0.0347,0.999,0.9643,126195,166,126029,0.999,1.0,0.0,0.0,676364,80,126090,166,0.0006336332530731213
8058,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_10,Min,0.8496,0.9967,0.1471,14496,168,14328,0.8496,897.0,934.0,0.5101037684325506,663684,12760,111760,14496,0.10106450386516284
9137,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_10,Max,0.8496,0.9967,0.1471,14496,168,14328,0.9967,29.0,20.0,0.40816326530612246,676353,91,126088,168,0.0007207578253706755
8053,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_20,Min,0.8491,0.9741,0.125,14517,868,13649,0.8491,994.0,998.0,0.501004016064257,663643,12801,111739,14517,0.10138924090736282
9085,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_20,Max,0.8491,0.9741,0.125,14517,868,13649,0.9741,53.0,47.0,0.47,676003,441,125388,868,0.003492903307565581
8324,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_50,Min,0.8775,0.9269,0.0494,9936,4132,5804,0.8775,1085.0,1176.0,0.5201238390092879,668724,7720,116320,9936,0.061145608921556203
8761,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_50,Max,0.8775,0.9269,0.0494,9936,4132,5804,0.9269,233.0,224.0,0.49015317286652077,673912,2532,122124,4132,0.02005449245976429
8299,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_100,Min,0.8747,0.8782,0.0034999999999999476,10246,9913,333,0.8747,2131.0,2210.0,0.5090992858788298,668379,8065,116010,10246,0.06387815232543403
8330,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_100,Max,0.8747,0.8782,0.0034999999999999476,10246,9913,333,0.8782,1397.0,1397.0,0.5,668754,7690,116343,9913,0.06090799645165378
8342,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_200,Min,0.8794,0.8813,0.0019000000000000128,9864,9030,834,0.8794,3438.0,3530.0,0.506601607347876,668837,7607,116392,9864,0.06025060195159042
8361,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_200,Max,0.8794,0.8813,0.0019000000000000128,9864,9030,834,0.8813,2754.0,2745.0,0.49918166939443537,669512,6932,117226,9030,0.05490432137878596
8369,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_500,Min,0.8822,0.8821,-9.999999999998899e-05,8986,8987,-1,0.8822,7619.0,7650.0,0.5010151286921213,669570,6874,117270,8986,0.05444493727030795
8368,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_500,Max,0.8822,0.8821,-9.999999999998899e-05,8986,8987,-1,0.8821,7147.0,6981.0,0.4941251415628539,669567,6877,117269,8987,0.054468698517298186
8405,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_1000,Min,0.8859,0.8858,-9.999999999998899e-05,8712,8712,0,0.8859,14202.0,14207.0,0.5000880002816009,669908,6536,117544,8712,0.05176783677607401
8404,BRFC_alpha_0_5_1_0_1_1_Medium_Round_4,mProb_1000,Max,0.8859,0.8858,-9.999999999998899e-05,8712,8712,0,0.8858,14211.0,14210.0,0.49998240737482846,669905,6539,117544,8712,0.05179159802306425
7528,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_1,Min,0.7531,0.999,0.2459,23062,196,22866,0.7531,11.0,13.0,0.5416666666666666,631830,44614,103194,23062,0.3533614244075529
9917,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_1,Max,0.7531,0.999,0.2459,23062,196,22866,0.999,2.0,1.0,0.3333333333333333,676340,104,126060,196,0.0008237232289950577
8840,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_10,Min,0.8843,0.9981,0.11380000000000001,6322,200,6122,0.8843,111.0,111.0,0.5,668758,7686,119934,6322,0.06087631478900013
9913,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_10,Max,0.8843,0.9981,0.11380000000000001,6322,200,6122,0.9981,18.0,17.0,0.4857142857142857,676331,113,126056,200,0.0008950069699657839
9211,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_20,Min,0.9214,0.9887,0.06730000000000003,3461,414,3047,0.9214,147.0,150.0,0.5050505050505051,672812,3632,122795,3461,0.028766949689519705
9857,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_20,Max,0.9214,0.9887,0.06730000000000003,3461,414,3047,0.9887,40.0,39.0,0.4936708860759494,676189,255,125842,414,0.002019705994170574
9593,BRFC_alpha_0_5_1_0_1_1_Easy_Round_4,mProb_50,Min,0.96,0.9661,0.006099999999999994,1407,1137,270,0.96,235.0,235.0,0.5,675339,1105,124849,1407,0.008752059308072487
