,count
0.10592492,20
0.041828655,18
0.08592603,16
0.07439988,12
0.10209675,8
0.10645758,5
0.05261112,5
0.09354853,5
0.010841231,5
0.51114386,5
0.11563919,5
0.1253534,4
0.12184083,4
0.107549354,4
0.06669421,4
0.09160844,4
0.02380112,4
0.11699089,4
0.13856496,4
0.14984925,4
0.1113306,4
0.078309186,4
0.048063826,4
0.16486652,4
0.07469508,4
0.06748188,4
0.45862782,4
0.1695358,4
0.11233026,4
0.17706056,4
0.024126414,4
0.05360903,4
0.08397424,4
0.10168355,4
0.057814755,4
0.12104321,4
0.07080685,4
0.13032626,4
0.11030146,4
0.026719201,4
0.043458875,4
0.021710519,4
0.018074295,4
0.044866994,4
0.12985674,4
0.10346299,4
0.03646024,4
0.035879433,4
0.092338555,4
0.039320044,4
0.02976944,4
0.08650581,3
0.037886534,3
0.056553487,3
0.07581778,3
0.21643268,3
0.7767561,3
0.046441756,3
0.10932773,3
0.07486475,3
0.13547443,3
0.09537468,3
0.12013204,3
0.12679869,3
0.047495924,3
0.05541466,3
0.16176793,3
0.07626177,3
0.6542605,3
0.13032806,3
0.015470224,3
0.06743762,3
0.04424681,3
0.06644737,3
0.019445146,3
0.08367516,3
0.179308,3
0.10592828,3
0.13233659,3
0.11948588,3
0.0662967,3
0.016985478,3
0.40438998,3
0.11141793,3
0.061437454,3
0.055058204,3
0.04329806,3
0.0701549,3
0.079214185,3
0.012110007,3
0.079390034,3
0.108769506,3
0.07872955,3
0.056735978,3
0.114713594,3
0.13194948,3
0.5924756,3
0.049206797,3
0.010567397,3
0.10193198,3
