Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P
2436,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_1,Min,0.8,0.8097,0.009699999999999931,0.8,0.6658483121437966,665011,11433,103474,22782,0.09055411227981244
2468,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_1,Max,0.8,0.8097,0.009699999999999931,0.8097,0.6671772364428996,665145,11299,103606,22650,0.08949277658091497
2434,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_10,Min,0.7991,0.811,0.011900000000000022,0.7991,0.657242357236381,663320,13124,101457,24799,0.10394753516664555
2473,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_10,Max,0.7991,0.811,0.011900000000000022,0.811,0.6763765610989096,666630,9814,105641,20615,0.07773095932074515
2432,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_20,Min,0.7983,0.8122,0.013900000000000023,0.7983,0.657175327496687,663319,13125,101456,24800,0.10395545558230895
2477,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_20,Max,0.7983,0.8122,0.013900000000000023,0.8122,0.6764860779246111,666636,9808,105645,20611,0.07768343682676467
2427,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_50,Min,0.7975,0.8137,0.016199999999999992,0.7975,0.6571798800365106,663312,13132,101449,24807,0.10401089849195286
2485,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_50,Max,0.7975,0.8137,0.016199999999999992,0.8137,0.6765235688375895,666665,9779,105677,20579,0.07745374477252566
2430,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_100,Min,0.798,0.8135,0.015499999999999958,0.798,0.6567743716199861,663317,13127,101454,24802,0.10397129641363578
2484,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,Prec_100,Max,0.798,0.8135,0.015499999999999958,0.8135,0.6763030531630551,666664,9780,105677,20579,0.07746166518818907
