Filename,len(y_proba),nUnique(y_proba),len(fpr),nUnique(fpr),len(tpr),nUnique(tpr),len(fpr tpr),nUnique(fpr tpr)
BRFC_alpha_0_5_1_1_1_1_Hard,802700,3551,2971,2526,2971,1584,2971,2971,
BRFC_alpha_0_5_1_1_1_1_Medium,802700,44721,35409,31770,35409,14977,35409,35409,
BRFC_alpha_0_5_1_1_1_1_Easy,802700,164589,145074,132791,145074,64803,145074,145074,
KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Hard,802700,781285,206880,120070,206880,90406,206880,206880,
KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Medium,802700,723784,272862,187162,272862,98887,272862,272862,
KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Easy,802700,177453,153554,139247,153554,66169,153554,153554,
