Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
42,67,BRFC_alpha_0_5_Hard_Run_0,0.67,0.6799999999999998,4863,2103,0.30189491817398795,635096,56185,69922,56420,0.5010434705386084,0.4465656709566098,0.44470564024631554
42,67,BRFC_alpha_0_5_Hard_Run_0,0.67,0.6799999999999998,4863,2103,0.30189491817398795,635096,56185,69922,56420,0.5010434705386084,0.4465656709566098,0.44470564024631554
94,107,BRFC_alpha_0_5_Medium_Run_0,0.82,0.8299999999999998,2716,1924,0.4146551724137931,672806,18475,107814,18528,0.5007161581493392,0.14664957021418057,0.14623007392632695
122,126,BRFC_alpha_0_5_Easy_Run_0,0.9109361471861472,0.9257207792207792,1340,1000,0.42735042735042733,688008,3273,123156,3186,0.4932652113330237,0.02521726741701097,0.02590587453103481
