,0
0.34,5392
0.36,5255
0.29,5253
0.32,5240
0.33,5210
0.31,5209
0.35,5196
0.3,5189
0.38,5188
0.39,5172
0.37,5164
0.41,5128
0.4,5112
0.28,5089
0.43,5034
0.26,5033
0.42,4997
0.27,4978
0.44,4940
0.45,4840
0.25,4838
0.24,4742
0.46,4717
0.48,4716
0.23,4703
0.49,4651
0.22,4584
0.47,4516
0.21,4438
0.51,4437
0.52,4316
0.5,4282
0.2,4262
0.55,4133
0.53,4131
0.54,4123
0.19,4110
0.56,4027
0.18,4001
0.17,3955
0.57,3868
0.58,3837
0.59,3784
0.16,3724
0.6,3655
0.61,3565
0.62,3525
0.15,3524
0.63,3471
0.64,3365
0.67,3254
0.66,3247
0.14,3231
0.65,3196
0.68,3184
0.13,3124
0.69,3109
0.7,3007
0.73,2990
0.12,2976
0.72,2950
0.74,2868
0.71,2821
0.75,2809
0.11,2737
0.76,2701
0.78,2678
0.77,2652
0.79,2531
0.81,2470
0.8,2459
0.1,2453
0.82,2341
0.09,2261
0.83,2218
0.08,2144
0.84,2126
0.85,1996
0.07,1943
0.86,1920
0.87,1768
0.88,1750
0.355,1732
0.325,1730
0.365,1689
0.06,1685
0.415,1685
0.375,1685
0.385,1681
0.345,1673
0.395,1664
0.405,1652
0.435,1608
0.335,1588
0.445,1583
0.305,1571
0.465,1545
0.425,1540
0.295,1537
0.475,1532
