Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
165,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_1,Min,0.163,0.9775,0.8145,125331,626,124705,0.163,0.0,1.0,1.0,61727,614717,925,125331,4.868814155366874
2530,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_1,Max,0.163,0.9775,0.8145,125331,626,124705,0.9775,1.0,0.0,0.0,676374,70,125630,626,0.0005544290964389811
1928,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_10,Min,0.7428,0.8725,0.12970000000000004,37261,9669,27592,0.7428,34.0,36.0,0.5142857142857142,652706,23738,88995,37261,0.18801482701812192
2354,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_10,Max,0.7428,0.8725,0.12970000000000004,37261,9669,27592,0.8725,16.0,14.0,0.4666666666666667,673535,2909,116587,9669,0.02304048916487137
1968,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_20,Min,0.754,0.797,0.04300000000000004,34931,25527,9404,0.754,80.0,81.0,0.5031055900621118,655161,21283,91325,34931,0.1685702065644405
2129,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_20,Max,0.754,0.797,0.04300000000000004,34931,25527,9404,0.797,75.0,75.0,0.5,663769,12675,100729,25527,0.10039126853377266
2008,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_50,Min,0.764,0.7635,-0.000500000000000056,32600,32602,-2,0.764,4563.0,4596.0,0.5018015067147068,657534,18910,93656,32600,0.14977506019515904
2007,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_50,Max,0.764,0.7635,-0.000500000000000056,32600,32602,-2,0.7635,2396.0,2372.0,0.4974832214765101,657532,18912,93654,32602,0.14979090102648587
2006,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_100,Min,0.7633,0.763,-0.00029999999999996696,32605,32616,-11,0.7633,4769.0,4808.0,0.5020361282238697,657532,18912,93651,32605,0.14979090102648587
2005,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_100,Max,0.7633,0.763,-0.00029999999999996696,32605,32616,-11,0.763,7048.0,6993.0,0.498041450039171,657519,18925,93640,32616,0.14989386643011024
2001,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_200,Min,0.762,0.7617,-0.00029999999999996696,32626,32627,-1,0.762,13736.0,13910.0,0.5031469290313246,657512,18932,93630,32626,0.14994930933975414
2000,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_200,Max,0.762,0.7617,-0.00029999999999996696,32626,32627,-1,0.7617,12017.0,11714.0,0.4936159453878893,657510,18934,93629,32627,0.14996515017108097
2015,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_500,Min,0.7658,0.7657,-9.999999999998899e-05,32544,32544,0,0.7658,30835.0,31710.0,0.5069949636261891,657579,18865,93712,32544,0.1494186414903054
2014,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,mProb_500,Max,0.7658,0.7657,-9.999999999998899e-05,32544,32544,0,0.7657,34428.0,34043.0,0.49718859079026156,657578,18866,93712,32544,0.1494265619059688
9,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_1,Min,0.006,0.9983,0.9923,126253,127,126126,0.006,1.0,1.0,0.5,242,676202,3,126253,5.355800912431884
8976,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_1,Max,0.006,0.9983,0.9923,126253,127,126126,0.9983,1.0,1.0,0.5,676392,52,126129,127,0.00041186161449752884
7862,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_10,Min,0.8396,0.988,0.14839999999999998,14966,321,14645,0.8396,1045.0,1050.0,0.5011933174224343,662927,13517,111290,14966,0.10706025852236725
8959,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_10,Max,0.8396,0.988,0.14839999999999998,14966,321,14645,0.988,24.0,23.0,0.48936170212765956,676291,153,125935,321,0.0012118235965023444
7951,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_20,Min,0.8489,0.9767,0.12780000000000002,13299,623,12676,0.8489,1022.0,1071.0,0.5117056856187291,664929,11515,112957,13299,0.0912035863642124
8936,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_20,Max,0.8489,0.9767,0.12780000000000002,13299,623,12676,0.9767,45.0,38.0,0.4578313253012048,676150,294,125633,623,0.0023286022050437206
7980,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,mProb_50,Min,0.852,0.9268,0.07479999999999998,12200,3471,8729,0.852,1251.0,1252.0,0.5001997602876548,665994,10450,114056,12200,0.08276834368267647
