Filename,len(y_proba),nUnique(y_proba),len(fpr),nUnique(fpr),len(tpr),nUnique(tpr),len(fpr tpr),nUnique(fpr tpr)
BRFC_alpha_0_5_0_0_0_0_Hard,802700,3022,2564,2182,2564,1386,2564,2564,
BRFC_alpha_0_5_0_0_0_0_Medium,802700,35663,28631,25732,28631,12440,28631,28631,
BRFC_alpha_0_5_0_0_0_0_Easy,802700,164232,144807,132514,144807,64792,144807,144807,
KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Hard,802700,782331,205139,118488,205139,89991,205139,205139,
KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Medium,802700,732156,266136,179705,266136,98495,266136,266136,
KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Easy,802700,177605,153546,139173,153546,66081,153546,153546,
