Index,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
100,RFC_Hard,0.2516189212795002,0.254113507161377,1431,1000,0.41135335252982314,598378,7232,100790,7166,0.4977080150020836,0.06637889510541331,0.06699025528919189
106,RFC_Medium,0.2379438452462268,0.2429531132106418,1105,1001,0.47530864197530864,604610,1000,106926,1030,0.5073891625615764,0.009540924080180814,0.009263033087554188
104,RFC_Easy,0.2053972405550873,0.2081800467669221,2267,1006,0.3073632752826153,599276,6334,104939,3017,0.32263928991551705,0.027946570825150986,0.058672051576568233
40,BRFC_alpha_0_5_Hard,0.68,0.6895,4062,1946,0.32390146471371506,562488,43122,64385,43571,0.5025895977760604,0.40359961465782357,0.3994405128015117
79,BRFC_alpha_0_5_Medium,0.83,0.8399999999999999,2107,1482,0.41292839230983563,591820,13790,93939,14017,0.5040817060452404,0.12983993478824707,0.12773722627737227
105,BRFC_alpha_0_5_Easy,0.9081666666666668,0.927937009069362,1450,1000,0.40816326530612246,603324,2286,105852,2104,0.47927107061503416,0.019489421616214014,0.021175293638148875
42,BRFC_alpha_balanced_Hard,0.67,0.6796621322750563,3940,1848,0.31928127159640635,562018,43592,64702,43254,0.4980540266678949,0.4006632331690689,0.4037941383526622
87,BRFC_alpha_balanced_Medium,0.87,0.8799992024036772,1662,1319,0.4424689701442469,596450,9160,98793,9163,0.5000818643235279,0.08487717218125904,0.08484938308199637
106,BRFC_alpha_balanced_Easy,0.9773319069632762,0.9852824505118352,1242,1001,0.4462773071778868,604610,1000,106941,1015,0.5037220843672456,0.009401978583867501,0.009263033087554188
90,LogReg_alpha_0_5_Hard,0.4062906066132307,0.4148428414280847,1418,1000,0.41356492969396197,587733,17877,90098,17858,0.4997341541905695,0.1654192448775427,0.16559524250620622
101,LogReg_alpha_0_5_Medium,0.4576079568172533,0.4727699702913208,1252,1000,0.44404973357015987,599309,6301,101720,6236,0.49740767328707025,0.05776427433398792,0.05836637148467894
106,LogReg_alpha_0_5_Easy,0.3670293304792555,0.3869288494785832,2027,1000,0.3303600925008259,603906,1704,106956,1000,0.3698224852071006,0.009263033087554188,0.01578420838119234
92,LogReg_alpha_balanced_Hard,0.8157213402277879,0.821992824410646,1315,1000,0.4319654427645788,590261,15349,92559,15397,0.5007805893449554,0.14262292044907185,0.14217829486086925
102,LogReg_alpha_balanced_Medium,0.8391522503253203,0.847859921377378,1162,1000,0.46253469010175763,600410,5200,102794,5162,0.49816637714726886,0.04781577679795472,0.048167772055281784
106,LogReg_alpha_balanced_Easy,0.769933428491391,0.7849973880733919,2015,1000,0.33167495854063017,603850,1760,106956,1000,0.36231884057971014,0.009263033087554188,0.01630293823409537
92,AdaBoost_Hard,0.4993199979300084,0.4994145584821794,1222,1000,0.45004500450045004,590049,15561,92505,15451,0.49822649297046306,0.14312312423579976,0.14414205787543072
102,AdaBoost_Medium,0.4997574955539812,0.4999186696460726,1170,1000,0.4608294930875576,600429,5181,102759,5197,0.5007708614376566,0.048139982956019116,0.04799177442661825
106,AdaBoost_Easy,0.49868131142136,0.4989005928612883,2000,1000,0.3333333333333333,603842,1768,106955,1001,0.3615023474178404,0.009272296120641742,0.016377042498795805
7,BalBag_Hard,0.7,0.7999999999999999,28407,13833,0.3274857954545455,576853,28757,77960,29996,0.5105441424267697,0.2778539404942754,0.2663770424987958
22,BalBag_Medium,0.9,0.9909090909090909,11423,8166,0.41686660881106746,601311,4299,103446,4510,0.5119763877852197,0.04177627922486939,0.03982177924339546
103,BalBag_Easy,0.9435714285714288,0.9799016772700984,1379,1000,0.4203446826397646,604475,1135,106922,1034,0.47671738128169666,0.009577976212531031,0.010513542554374004
88,EEC_Hard,0.544128802527773,0.545828335856914,1118,1006,0.4736346516007533,597674,7936,99982,7974,0.5011942174732873,0.07386342584015711,0.07351143058283004
91,EEC_Medium,0.5436512325413634,0.5450896055004499,1272,1013,0.4433260393873085,603425,2185,105865,2091,0.4890084190832554,0.019369002186075807,0.020239727296305902
91,EEC_Easy,0.5289940314006709,0.5316664288698267,2338,1044,0.3086930810171496,603471,2139,106753,1203,0.3599640933572711,0.01114342880432769,0.01981362777427841
92,RUSBoost_Hard,0.5003627471211068,0.5003733940554044,1437,1000,0.4103405826836274,590246,15364,92384,15572,0.5033617791569692,0.14424395123939382,0.14231724035718255
106,RUSBoost_Medium,0.5071519950146962,0.5080292483495567,2941,1000,0.2537427048972342,603006,2604,106956,1000,0.27746947835738067,0.009263033087554188,0.02412093815999111
106,RUSBoost_Easy,0.5086750504971728,0.5102342858835942,3040,1000,0.24752475247524752,602861,2749,106955,1001,0.26693333333333336,0.009272296120641742,0.025464077957686466
75,KBFC_alpha_0_5_gamma_0_0_Hard,0.35897928,0.3663478,1837,1000,0.3524850193866761,573270,32340,75836,32120,0.49829351535836175,0.29752862277224057,0.2995664900515025
97,KBFC_alpha_0_5_gamma_0_0_Medium,0.4333755,0.44450498,1329,1000,0.42936882782310004,594688,10922,97059,10897,0.4994271048169027,0.100939271555078,0.10117084738226685
106,KBFC_alpha_0_5_gamma_0_0_Easy,0.37941167,0.40715316,1693,1000,0.37133308577794283,604036,1574,106956,1000,0.3885003885003885,0.009263033087554188,0.014580014079810293
77,KBFC_alpha_balanced_gamma_0_0_Hard,0.77207816,0.7779867,1877,1000,0.3475842891901286,574732,30878,77214,30742,0.4988964621876014,0.28476416317759085,0.28602393567749823
98,KBFC_alpha_balanced_gamma_0_0_Medium,0.83006215,0.83715093,1315,1000,0.4319654427645788,595860,9750,98147,9809,0.5015082570683573,0.09086109155581903,0.09031457260365335
106,KBFC_alpha_balanced_gamma_0_0_Easy,0.77342874,0.79293543,1814,1001,0.35559502664298404,604002,1608,106956,1000,0.3834355828220859,0.009263033087554188,0.014894957204787136
76,KBFC_alpha_0_5_gamma_1_0_Hard,0.42128345,0.42566648,1749,1000,0.3637686431429611,573527,32083,76045,31911,0.49865612401162607,0.2955926488569417,0.29718589054800104
97,KBFC_alpha_0_5_gamma_1_0_Medium,0.46005756,0.46622974,1283,1000,0.43802014892685065,594660,10950,97129,10827,0.4971759195481471,0.1002908592389492,0.10143021230871836
106,KBFC_alpha_0_5_gamma_1_0_Easy,0.43037763,0.44577092,1771,1001,0.3611111111111111,603969,1641,106955,1001,0.3788796366389099,0.009272296120641742,0.015200637296676424
75,KBFC_alpha_0_5_gamma_2_0_Hard,0.44865164,0.45161378,1859,1000,0.3497726477789437,573344,32266,75927,32029,0.4981569328874718,0.2966856867612731,0.29888102560302343
98,KBFC_alpha_0_5_gamma_2_0_Medium,0.47925112,0.48351306,1286,1000,0.4374453193350831,595700,9910,98155,9801,0.49723504642078026,0.0907869872911186,0.091796657897662
106,KBFC_alpha_0_5_gamma_2_0_Easy,0.45718536,0.46814594,1713,1000,0.36859565057132326,603905,1705,106953,1003,0.37038404726735596,0.00929082218681685,0.01579347141427989
