Index,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
105,RFC_Hard,0.2697320036240586,0.2776318705186796,1000,1100,0.5238095238095238,604610,1000,105890,2066,0.6738421395955643,0.019137426358886954,0.009263033087554188
106,RFC_Medium,0.2379438452462268,0.2429531132106418,1105,1001,0.47530864197530864,604610,1000,106926,1030,0.5073891625615764,0.009540924080180814,0.009263033087554188
104,RFC_Easy,0.2053972405550873,0.2081800467669221,2267,1006,0.3073632752826153,599276,6334,104939,3017,0.32263928991551705,0.027946570825150986,0.058672051576568233
54,BRFC_alpha_0_5_Hard,0.82,0.8295,1325,1578,0.5435756114364451,596253,9357,89151,18805,0.6677437681982814,0.17419133721145652,0.08667420060024454
89,BRFC_alpha_0_5_Medium,0.93,0.9499999999999998,1050,1346,0.5617696160267112,604446,1164,105902,2054,0.6382846488502175,0.019026269961836303,0.010782170513913076
106,BRFC_alpha_0_5_Easy,0.9279613354481776,0.9541057553557554,1285,1000,0.437636761487965,604609,1001,106852,1104,0.5244655581947744,0.010226388528659824,0.009272296120641742
57,BRFC_alpha_balanced_Hard,0.82,0.8297432888310743,1237,1512,0.5500181884321571,596630,8980,89984,17972,0.6668150786583555,0.16647523064952388,0.08318203712623662
94,BRFC_alpha_balanced_Medium,0.94,0.9599912524726362,1236,1346,0.5213013168086754,604451,1159,106276,1680,0.5917576611482916,0.015561895587091036,0.010735855348475305
106,BRFC_alpha_balanced_Easy,0.9773319069632762,0.9852824505118352,1242,1001,0.4462773071778868,604610,1000,106941,1015,0.5037220843672456,0.009401978583867501,0.009263033087554188
105,LogReg_alpha_0_5_Hard,0.6419555555125286,0.6999364525564682,1000,1403,0.583853516437786,604610,1000,105899,2057,0.6728819103696434,0.019054059061098968,0.009263033087554188
106,LogReg_alpha_0_5_Medium,0.5530624562076791,0.5890264253133183,1013,1000,0.49677098857426727,604610,1000,106731,1225,0.550561797752809,0.01134721553225388,0.009263033087554188
106,LogReg_alpha_0_5_Easy,0.3670293304792555,0.3869288494785832,2027,1000,0.3303600925008259,603906,1704,106956,1000,0.3698224852071006,0.009263033087554188,0.01578420838119234
105,LogReg_alpha_balanced_Hard,0.9197528778214646,0.9373542494184068,1000,1302,0.5655951346655083,604610,1000,106055,1901,0.6552912788693553,0.017609025899440512,0.009263033087554188
106,LogReg_alpha_balanced_Medium,0.8793152180045966,0.8948030320628195,1013,1000,0.49677098857426727,604610,1000,106794,1162,0.5374653098982424,0.010763644447737968,0.009263033087554188
106,LogReg_alpha_balanced_Easy,0.769933428491391,0.7849973880733919,2015,1000,0.33167495854063017,603850,1760,106956,1000,0.36231884057971014,0.009263033087554188,0.01630293823409537
105,AdaBoost_Hard,0.5016512343734285,0.5023347382973236,1000,1341,0.5728321230243486,604610,1000,106140,1816,0.6448863636363636,0.016821668086998406,0.009263033087554188
106,AdaBoost_Medium,0.5005699768740388,0.5009477071190469,1017,1000,0.495785820525533,604610,1000,106762,1194,0.544211485870556,0.011060061506539702,0.009263033087554188
106,AdaBoost_Easy,0.49868131142136,0.4989005928612883,2000,1000,0.3333333333333333,603842,1768,106955,1001,0.3615023474178404,0.009272296120641742,0.016377042498795805
9,BalBag_Hard,0.9,0.9888888888888888,8540,10718,0.5565479281337626,602266,3344,101397,6559,0.6623245481167322,0.060756234021267924,0.030975582644781206
22,BalBag_Medium,0.9,0.9909090909090909,11423,8166,0.41686660881106746,601311,4299,103446,4510,0.5119763877852197,0.04177627922486939,0.03982177924339546
