Index,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
103,BalBag_Easy,0.9435714285714288,0.9799016772700984,1379,1000,0.4203446826397646,604475,1135,106922,1034,0.47671738128169666,0.009577976212531031,0.010513542554374004
94,EEC_Hard,0.5596335423222868,0.5672747338108817,1010,1059,0.5118414693088449,604607,1003,106542,1414,0.5850227554820024,0.013097928785801623,0.00929082218681685
92,EEC_Medium,0.5452346481436721,0.5502460723709435,1176,1035,0.4681139755766621,604601,1009,106900,1056,0.5113801452784503,0.009781762940457224,0.009346400385342176
91,EEC_Easy,0.5289940314006709,0.5316664288698267,2338,1044,0.3086930810171496,603471,2139,106753,1203,0.3599640933572711,0.01114342880432769,0.01981362777427841
105,RUSBoost_Hard,0.5005955321005245,0.5006603386562566,1000,1329,0.5706311721769,604610,1000,106005,1951,0.6611318197221281,0.018072177553818222,0.009263033087554188
106,RUSBoost_Medium,0.5071519950146962,0.5080292483495567,2941,1000,0.2537427048972342,603006,2604,106956,1000,0.27746947835738067,0.009263033087554188,0.02412093815999111
106,RUSBoost_Easy,0.5086750504971728,0.5102342858835942,3040,1000,0.24752475247524752,602861,2749,106955,1001,0.26693333333333336,0.009272296120641742,0.025464077957686466
95,KBFC_alpha_0_5_gamma_0_0_Hard,0.5673353,0.5856368,1000,1180,0.5412844036697247,599610,6000,96277,11679,0.6606142881384693,0.10818296342954536,0.05557819852532513
106,KBFC_alpha_0_5_gamma_0_0_Medium,0.5820481,0.6266999,1000,1290,0.5633187772925764,604610,1000,106451,1505,0.6007984031936128,0.013940864796769054,0.009263033087554188
106,KBFC_alpha_0_5_gamma_0_0_Easy,0.37941167,0.40715316,1693,1000,0.37133308577794283,604036,1574,106956,1000,0.3885003885003885,0.009263033087554188,0.014580014079810293
97,KBFC_alpha_balanced_gamma_0_0_Hard,0.89321494,0.9021951,1000,1372,0.5784148397976391,600610,5000,97950,10006,0.6667999466879915,0.09268590907406721,0.04631516543777094
106,KBFC_alpha_balanced_gamma_0_0_Medium,0.89696753,0.913733,1000,1286,0.5625546806649169,604610,1000,106584,1372,0.5784148397976391,0.012708881396124347,0.009263033087554188
106,KBFC_alpha_balanced_gamma_0_0_Easy,0.77342874,0.79293543,1814,1001,0.35559502664298404,604002,1608,106956,1000,0.3834355828220859,0.009263033087554188,0.014894957204787136
97,KBFC_alpha_0_5_gamma_1_0_Hard,0.5520901,0.56547105,1000,1340,0.5726495726495726,600610,5000,97854,10102,0.6689180241027678,0.09357516025047241,0.04631516543777094
106,KBFC_alpha_0_5_gamma_1_0_Medium,0.5448309,0.5687219,1000,1111,0.5262908574135481,604610,1000,106402,1554,0.6084573218480814,0.014394753418059208,0.009263033087554188
106,KBFC_alpha_0_5_gamma_1_0_Easy,0.43037763,0.44577092,1771,1001,0.3611111111111111,603969,1641,106955,1001,0.3788796366389099,0.009272296120641742,0.015200637296676424
96,KBFC_alpha_0_5_gamma_2_0_Hard,0.5419876,0.5513849,1000,1189,0.5431703974417542,600610,5000,97597,10359,0.6744579725242529,0.09595575975397384,0.04631516543777094
106,KBFC_alpha_0_5_gamma_2_0_Medium,0.5288953,0.54592294,1000,1295,0.5642701525054467,604610,1000,106501,1455,0.5926680244399185,0.013477713142391344,0.009263033087554188
106,KBFC_alpha_0_5_gamma_2_0_Easy,0.45718536,0.46814594,1713,1000,0.36859565057132326,603905,1705,106953,1003,0.37038404726735596,0.00929082218681685,0.01579347141427989
