,count
0.34,4913
0.35,4871
0.31,4868
0.3,4837
0.29,4824
0.37,4810
0.38,4741
0.33,4725
0.39,4714
0.36,4712
0.27,4668
0.28,4641
0.32,4629
0.4,4621
0.26,4580
0.41,4549
0.43,4502
0.25,4449
0.44,4447
0.42,4419
0.45,4309
0.23,4302
0.24,4279
0.22,4224
0.46,4148
0.21,4124
0.47,4117
0.2,4045
0.48,4018
0.49,3963
0.19,3953
0.5,3854
0.18,3824
0.52,3798
0.51,3793
0.53,3703
0.17,3687
0.54,3648
0.55,3607
0.56,3490
0.16,3382
0.58,3343
0.57,3330
0.15,3294
0.59,3204
0.6,3149
0.14,3089
0.61,3056
0.62,3047
0.64,2960
0.63,2949
0.13,2922
0.65,2909
0.66,2849
0.67,2823
0.12,2800
0.69,2758
0.68,2755
0.71,2718
0.7,2649
0.72,2575
0.75,2562
0.73,2521
0.11,2514
0.74,2437
0.76,2429
0.78,2423
0.77,2369
0.1,2340
0.79,2297
0.8,2160
0.81,2143
0.09,2097
0.82,1997
0.83,1951
0.84,1875
0.08,1861
0.365,1809
0.345,1792
0.375,1789
0.325,1779
0.355,1737
0.305,1736
0.295,1731
0.425,1717
0.385,1714
0.395,1712
0.285,1708
0.455,1695
0.415,1690
0.335,1683
0.85,1681
0.07,1676
0.315,1672
0.435,1671
0.405,1656
0.465,1648
0.445,1639
0.86,1602
0.265,1581
