Index,,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
78,107,AdaBoost_Hard_Run_3,0.50,0.50,1978,1000,0.34,567254,38356,78456,29500,0.43,0.27,0.36
87,108,AdaBoost_Medium_Run_3,0.50,0.50,2037,1000,0.33,576500,29110,87746,20210,0.41,0.19,0.27
106,108,AdaBoost_Easy_Run_3,0.50,0.50,1992,1000,0.33,603885,1725,106956,1000,0.37,0.01,0.02
7,11,BalBag_Hard_Run_3,0.70,0.79,27979,13752,0.33,576812,28798,78189,29767,0.51,0.28,0.27
20,24,BalBag_Medium_Run_3,0.80,0.85,18107,9565,0.35,587199,18411,93912,14044,0.43,0.13,0.17
99,105,BalBag_Easy_Run_3,0.86,0.88,1982,1003,0.34,597777,7833,102823,5133,0.40,0.05,0.07
42,63,BRFC_alpha_0_5_Hard_Run_3,0.69,0.70,3783,1878,0.33,566190,39420,66414,41542,0.51,0.38,0.37
71,92,BRFC_alpha_0_5_Medium_Run_3,0.75,0.75,1970,1003,0.34,567689,37921,79817,28139,0.43,0.26,0.35
99,108,BRFC_alpha_0_5_Easy_Run_3,0.83,0.84,2040,1001,0.33,592653,12957,99793,8163,0.39,0.08,0.12
43,65,BRFC_alpha_balanced_Hard_Run_3,0.68,0.69,3610,1791,0.33,565444,40166,66447,41509,0.51,0.38,0.37
71,96,BRFC_alpha_balanced_Medium_Run_3,0.74,0.74,2109,1040,0.33,559610,46000,77743,30213,0.40,0.28,0.43
101,108,BRFC_alpha_balanced_Easy_Run_3,0.95,0.96,2020,1001,0.33,596406,9204,101865,6091,0.40,0.06,0.09
68,94,EEC_Hard_Run_3,0.53,0.53,2582,1291,0.33,563575,42035,79641,28315,0.40,0.26,0.39
76,94,EEC_Medium_Run_3,0.52,0.52,2115,1078,0.34,578422,27188,89811,18145,0.40,0.17,0.25
94,97,EEC_Easy_Run_3,0.53,0.53,2108,1016,0.33,601487,4123,105870,2086,0.34,0.02,0.04
73,102,KBFC_alpha_0_5_gamma_0_0_Hard_Run_3,0.35,0.35,2033,1001,0.33,569694,35916,73734,34222,0.49,0.32,0.33
86,107,KBFC_alpha_0_5_gamma_0_0_Medium_Run_3,0.35,0.35,1983,1000,0.34,578384,27226,86979,20977,0.44,0.19,0.25
105,108,KBFC_alpha_0_5_gamma_0_0_Easy_Run_3,0.37,0.39,1981,1000,0.34,602247,3363,105955,2001,0.37,0.02,0.03
73,103,KBFC_alpha_balanced_gamma_0_0_Hard_Run_3,0.75,0.75,2031,1000,0.33,567893,37717,73200,34756,0.48,0.32,0.35
86,108,KBFC_alpha_balanced_gamma_0_0_Medium_Run_3,0.74,0.75,2029,1000,0.33,576067,29543,86206,21750,0.42,0.20,0.27
104,108,KBFC_alpha_balanced_gamma_0_0_Easy_Run_3,0.75,0.76,2001,1000,0.33,600253,5357,104953,3003,0.36,0.03,0.05
73,103,KBFC_alpha_0_5_gamma_1_0_Hard_Run_3,0.40,0.41,1985,1000,0.34,567838,37772,73009,34947,0.48,0.32,0.35
87,108,KBFC_alpha_0_5_gamma_1_0_Medium_Run_3,0.41,0.42,2011,1000,0.33,578587,27023,87212,20744,0.43,0.19,0.25
103,108,KBFC_alpha_0_5_gamma_1_0_Easy_Run_3,0.41,0.41,1997,1002,0.33,598598,7012,103955,4001,0.36,0.04,0.06
72,102,KBFC_alpha_0_5_gamma_2_0_Hard_Run_3,0.44,0.44,2017,1000,0.33,567466,38144,72902,35054,0.48,0.32,0.35
87,108,KBFC_alpha_0_5_gamma_2_0_Medium_Run_3,0.44,0.45,2005,1000,0.33,577985,27625,87107,20849,0.43,0.19,0.26
103,108,KBFC_alpha_0_5_gamma_2_0_Easy_Run_3,0.44,0.44,2006,1000,0.33,598439,7171,103955,4001,0.36,0.04,0.07
78,107,LogReg_alpha_0_5_Hard_Run_3,0.32,0.33,2031,1000,0.33,567870,37740,78125,29831,0.44,0.28,0.35
88,108,LogReg_alpha_0_5_Medium_Run_3,0.32,0.33,1998,1000,0.33,578693,26917,88729,19227,0.42,0.18,0.25
106,108,LogReg_alpha_0_5_Easy_Run_3,0.37,0.39,2058,1000,0.33,603889,1721,106956,1000,0.37,0.01,0.02
75,107,LogReg_alpha_balanced_Hard_Run_3,0.72,0.72,1999,1000,0.33,561754,43856,75542,32414,0.42,0.30,0.41
87,108,LogReg_alpha_balanced_Medium_Run_3,0.72,0.73,2007,1000,0.33,576550,29060,87792,20164,0.41,0.19,0.27
106,108,LogReg_alpha_balanced_Easy_Run_3,0.77,0.79,2036,1000,0.33,603857,1753,106955,1001,0.36,0.01,0.02
88,107,RFC_Hard_Run_3,0.24,0.24,1918,1000,0.34,578690,26920,88795,19161,0.42,0.18,0.25
92,108,RFC_Medium_Run_3,0.21,0.22,1969,1000,0.34,584941,20669,92954,15002,0.42,0.14,0.19
103,107,RFC_Easy_Run_3,0.20,0.21,2050,1000,0.33,599267,6343,104953,3003,0.32,0.03,0.06
74,107,RUSBoost_Hard_Run_3,0.50,0.50,2020,1000,0.33,559177,46433,74447,33509,0.42,0.31,0.43
86,108,RUSBoost_Medium_Run_3,0.50,0.50,1954,1000,0.34,534200,71410,86956,21000,0.23,0.19,0.66
106,108,RUSBoost_Easy_Run_3,0.51,0.51,2592,1000,0.28,602728,2882,106956,1000,0.26,0.01,0.03
