,count
0.34,5656
0.31,5635
0.4,5625
0.35,5575
0.33,5573
0.39,5504
0.36,5499
0.37,5496
0.32,5461
0.3,5420
0.41,5406
0.43,5312
0.38,5305
0.29,5274
0.27,5266
0.42,5263
0.45,5255
0.44,5223
0.28,5172
0.26,5161
0.46,5028
0.48,5001
0.47,4976
0.24,4866
0.49,4854
0.25,4815
0.51,4732
0.5,4639
0.23,4589
0.52,4585
0.54,4534
0.22,4492
0.53,4465
0.21,4447
0.2,4201
0.56,4180
0.55,4151
0.19,4073
0.57,4013
0.58,3967
0.6,3959
0.18,3896
0.59,3839
0.17,3791
0.61,3760
0.62,3531
0.16,3524
0.63,3483
0.15,3392
0.64,3350
0.65,3317
0.66,3285
0.67,3217
0.14,3119
0.68,3052
0.69,3032
0.72,2914
0.13,2913
0.71,2910
0.7,2872
0.73,2800
0.74,2728
0.12,2717
0.75,2708
0.76,2630
0.11,2544
0.77,2496
0.78,2461
0.79,2392
0.1,2323
0.8,2282
0.81,2241
0.82,2160
0.09,2087
0.83,2059
0.84,1884
0.395,1872
0.355,1865
0.365,1856
0.345,1836
0.375,1823
0.455,1818
0.415,1815
0.425,1811
0.405,1807
0.385,1807
0.08,1800
0.325,1782
0.86,1781
0.315,1780
0.445,1771
0.85,1737
0.335,1734
0.435,1727
0.285,1718
0.305,1689
0.295,1678
0.485,1643
0.275,1618
0.475,1618
