,count
0.34,14698
0.38,14651
0.4,14494
0.36,14465
0.41,14440
0.39,14426
0.33,14425
0.35,14373
0.43,14334
0.37,14328
0.42,14238
0.31,14037
0.32,14005
0.44,13975
0.46,13902
0.45,13824
0.29,13816
0.3,13704
0.28,13528
0.47,13506
0.48,13431
0.27,13055
0.49,13044
0.5,13006
0.26,12688
0.51,12524
0.25,12196
0.24,12194
0.52,11998
0.53,11897
0.23,11466
0.54,11368
0.55,11131
0.22,11047
0.56,10646
0.21,10646
0.57,10358
0.2,10254
0.58,9891
0.19,9707
0.59,9453
0.18,9180
0.6,9089
0.17,8788
0.61,8760
0.62,8387
0.16,8251
0.63,7975
0.15,7646
0.64,7399
0.65,7275
0.14,7060
0.66,6773
0.67,6631
0.13,6323
0.68,6172
0.69,5910
0.12,5866
0.7,5610
0.71,5382
0.72,5238
0.11,5071
0.73,5007
0.74,4772
0.1,4598
0.75,4528
0.76,4417
0.77,4348
0.78,4043
0.09,3988
0.79,3918
0.8,3816
0.08,3542
0.81,3498
0.82,3425
0.83,3253
0.84,3137
0.07,2986
0.85,2842
0.86,2658
0.87,2431
0.06,2416
0.88,2062
0.05,1922
0.89,1879
0.9,1631
0.91,1526
0.04,1433
0.92,1232
0.93,1060
0.03,934
0.94,873
0.95,727
0.02,580
0.96,570
0.97,433
0.435,328
0.405,318
0.385,309
0.345,303
