,count
0.34,4804
0.32,4623
0.33,4613
0.35,4576
0.31,4565
0.3,4544
0.37,4534
0.29,4491
0.25,4455
0.38,4440
0.28,4431
0.4,4427
0.36,4421
0.39,4404
0.27,4353
0.41,4340
0.43,4315
0.24,4295
0.26,4250
0.23,4237
0.42,4221
0.45,4209
0.44,4176
0.22,4022
0.2,4010
0.46,3990
0.48,3989
0.47,3979
0.21,3919
0.49,3768
0.5,3762
0.19,3676
0.51,3643
0.18,3639
0.52,3619
0.53,3515
0.54,3512
0.17,3464
0.55,3415
0.16,3348
0.56,3331
0.15,3291
0.57,3282
0.6,3203
0.58,3183
0.59,3111
0.14,2917
0.62,2909
0.64,2885
0.13,2833
0.61,2825
0.63,2813
0.66,2804
0.65,2727
0.67,2656
0.12,2648
0.69,2602
0.68,2583
0.72,2580
0.7,2575
0.71,2531
0.74,2510
0.73,2434
0.75,2418
0.76,2379
0.11,2347
0.78,2341
0.77,2325
0.79,2234
0.1,2157
0.09,2125
0.8,2099
0.81,2054
0.82,1936
0.83,1887
0.08,1881
0.325,1807
0.84,1805
0.335,1798
0.375,1783
0.385,1769
0.355,1761
0.365,1755
0.345,1753
0.85,1730
0.395,1730
0.415,1713
0.425,1690
0.405,1686
0.295,1674
0.435,1651
0.285,1648
0.455,1648
0.315,1642
0.305,1634
0.07,1612
0.275,1612
0.445,1609
0.265,1571
0.86,1565
