Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P
2117,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_1,Min,0.79,0.7992,0.009199999999999986,0.79,0.6674600127959053,663450,12994,100175,26081,0.10291788113040172
2146,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_1,Max,0.79,0.7992,0.009199999999999986,0.7992,0.6682020534726333,663550,12894,100289,25967,0.10212583956406032
2114,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_10,Min,0.789,0.8017,0.012699999999999934,0.789,0.6574470046736595,661582,14862,98015,28241,0.11771321758965911
2150,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_10,Max,0.789,0.8017,0.012699999999999934,0.8017,0.67666320994418,665208,11236,102488,23768,0.08899379039411988
2110,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_20,Min,0.7877,0.802,0.01430000000000009,0.7877,0.6567026632452873,661575,14869,98009,28247,0.117768660499303
2152,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_20,Max,0.7877,0.802,0.01430000000000009,0.802,0.6761305791836576,665212,11232,102489,23767,0.08896210873146623
2104,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_50,Min,0.7857,0.8042,0.018500000000000072,0.7857,0.6568225008428304,661539,14905,97984,28272,0.11805379546318591
2159,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_50,Max,0.7857,0.8042,0.018500000000000072,0.8042,0.6766234056585845,665235,11209,102526,23730,0.0887799391712077
2106,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_100,Min,0.786,0.8043,0.018299999999999983,0.786,0.6570161100928009,661546,14898,97988,28268,0.117998352553542
2160,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_100,Max,0.786,0.8043,0.018299999999999983,0.8043,0.6765527300527664,665235,11209,102528,23728,0.0887799391712077
2111,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_200,Min,0.788,0.8058,0.017799999999999927,0.788,0.6569307980677014,661579,14865,98011,28245,0.11773697883664935
2166,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_200,Max,0.788,0.8058,0.017799999999999927,0.8058,0.6763287458066312,665272,11172,102569,23687,0.08848688379166139
2159,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_500,Min,0.8042,0.8255,0.021299999999999986,0.8042,0.6568694084637637,665235,11209,102526,23730,0.0887799391712077
2226,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_500,Max,0.8042,0.8255,0.021299999999999986,0.8255,0.6765415182796333,668321,8123,106892,19364,0.06433753643391205
2063,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_1000,Max,,0.7747,,0.7747,0.5803650567204046,659492,16952,95603,30653,0.1342668863261944
1563,BRFC_alpha_0_5_1_1_1_0_Hard_Round_4,Prec_2000,Max,,0.638,,0.638,0.3470616963907869,607885,68559,62707,63549,0.5430157774680016
8982,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_1,Min,0.9679,0.9832,0.01529999999999998,0.9679,0.6570018507094386,675888,556,125191,1065,0.0044037511088581924
9026,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_1,Max,0.9679,0.9832,0.01529999999999998,0.9832,0.6714031971580817,676259,185,125878,378,0.001465276897731593
8985,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_10,Min,0.9686,0.9833,0.014699999999999935,0.9686,0.65707909744607,675892,552,125198,1058,0.004372069446204537
9027,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_10,Max,0.9686,0.9833,0.014699999999999935,0.9833,0.6758459323254139,676267,177,125883,373,0.0014019135724242808
9007,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_20,Min,0.9747,0.9833,0.008599999999999941,0.9747,0.656863208662348,676077,367,125556,700,0.0029067925484729438
9027,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_20,Max,0.9747,0.9833,0.008599999999999941,0.9833,0.6752100840336135,676267,177,125883,373,0.0014019135724242808
9002,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_50,Min,0.9725,0.984,0.011499999999999955,0.9725,0.6569381152815945,676061,383,125546,710,0.003033519199087568
9029,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_50,Max,0.9725,0.984,0.011499999999999955,0.984,0.6731626754748142,676269,175,125883,373,0.0013860727410974528
9004,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_100,Min,0.9734,0.9734,0.0,0.9734,0.6567930636698545,676073,371,125551,705,0.0029384742111266
9004,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_100,Max,0.9734,0.9734,0.0,0.9734,0.6567930636698545,676073,371,125551,705,0.0029384742111266
8954,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_200,Max,,0.9617,,0.9617,0.6445167213931122,675807,637,125110,1146,0.005045304777594728
8804,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_500,Max,,0.9382,,0.9382,0.6157393800187961,674769,1675,123455,2801,0.013266696236218477
8554,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_1000,Max,,0.9073,,0.9073,0.5692229948772597,672726,3718,120888,5368,0.02944810543657331
8054,BRFC_alpha_0_5_1_1_1_0_Medium_Round_4,Prec_2000,Max,,0.8527,,0.8527,0.4944921106013063,665704,10740,113972,12284,0.08506526422506654
9917,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_1,Max,,0.999,,0.999,0.6533333333333333,676340,104,126060,196,0.0008237232289950577
9914,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_10,Max,,0.9983,,0.9983,0.6429582448690728,676332,112,126056,200,0.0008870865543023698
9909,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_20,Max,,0.9973,,0.9973,0.6378125,676325,119,126045,211,0.0009425294639462679
9894,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_50,Max,,0.9942,,0.9942,0.6302570668767852,676288,156,125994,262,0.0012355848434925864
9869,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_100,Max,,0.9903,,0.9903,0.6177658617466001,676251,193,125933,323,0.001528640223038905
9819,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_200,Max,,0.984,,0.984,0.6044225345705968,676106,338,125733,523,0.0026771004942339376
9669,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_500,Max,,0.9678,,0.9678,0.5575383062620906,675651,793,125165,1091,0.006280889621087315
9419,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_1000,Max,,0.9423,,0.9423,0.4955500277227167,674392,2052,124048,2208,0.016252692941325562
8919,BRFC_alpha_0_5_1_1_1_0_Easy_Round_4,Prec_2000,Max,,0.8922,,0.8922,0.4148659202473713,669745,6699,120572,5684,0.05305886452921049
5672,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_1,Min,0.5673,0.6021,0.03479999999999994,0.5673,0.6567914816706613,667709,8735,109540,16716,0.06918483081992143
6020,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_1,Max,0.5673,0.6021,0.03479999999999994,0.6021,0.6766112610692807,669615,6829,111968,14288,0.05408851856545432
5673,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_10,Min,0.5674,0.6022,0.03479999999999994,0.5674,0.6567412286217303,667712,8732,109548,16708,0.0691610695729312
6021,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_10,Max,0.5674,0.6022,0.03479999999999994,0.6022,0.6766690357735134,669625,6819,111977,14279,0.054009314408820175
5674,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_20,Min,0.5675,0.6023,0.03479999999999994,0.5675,0.6567461682566329,667721,8723,109554,16702,0.06908978583196046
6022,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_20,Max,0.5675,0.6023,0.03479999999999994,0.6023,0.6766733520143758,669630,6814,111985,14271,0.05396971233050311
5673,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_50,Min,0.5674,0.6022,0.03479999999999994,0.5674,0.656706120675362,667712,8732,109548,16708,0.0691610695729312
6021,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_50,Max,0.5674,0.6022,0.03479999999999994,0.6022,0.6766542414187144,669625,6819,111977,14279,0.054009314408820175
5675,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_100,Min,0.5676,0.6022,0.034599999999999964,0.5676,0.656731770387739,667729,8715,109567,16689,0.06902642250665315
6021,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_100,Max,0.5676,0.6022,0.034599999999999964,0.6022,0.6766779288827292,669625,6819,111977,14279,0.054009314408820175
5677,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_200,Min,0.5678,0.6022,0.034399999999999986,0.5678,0.6567281633585246,667737,8707,109580,16676,0.06896305918134583
6021,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_200,Max,0.5678,0.6022,0.034399999999999986,0.6022,0.6766844469099967,669625,6819,111977,14279,0.054009314408820175
5695,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_500,Min,0.5696,0.6032,0.03359999999999996,0.5696,0.656724674265803,667844,8600,109719,16537,0.06811557470536053
6031,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_500,Max,0.5696,0.6032,0.03359999999999996,0.6032,0.676696889939221,669672,6772,112052,14204,0.053637054872639714
5739,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_1000,Min,0.574,0.6073,0.033299999999999996,0.574,0.6567020204909682,668122,8322,110050,16206,0.06591369915093144
6072,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_1000,Max,0.574,0.6073,0.033299999999999996,0.6073,0.6766560191996677,669876,6568,112336,13920,0.05202129007730326
5909,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_2000,Min,0.591,0.6252,0.03420000000000001,0.591,0.6567358329165924,669055,7389,111211,15045,0.05852395133696616
6251,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard_Round_4,Prec_2000,Max,0.591,0.6252,0.03420000000000001,0.6252,0.6766786212561133,670716,5728,113520,12736,0.04536814092003549
6602,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_1,Min,0.6654,0.7275,0.062100000000000044,0.6654,0.6570275722932079,675934,510,125279,977,0.004039411988341148
7097,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_1,Max,0.6654,0.7275,0.062100000000000044,0.7275,0.675990675990676,676305,139,125966,290,0.0011009377772145481
6603,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_10,Min,0.6655,0.7275,0.062000000000000055,0.6655,0.6569927950979733,675934,510,125280,976,0.004039411988341148
7097,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_10,Max,0.6655,0.7275,0.062000000000000055,0.7275,0.6762237762237763,676305,139,125966,290,0.0011009377772145481
6602,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_20,Min,0.6654,0.7274,0.062000000000000055,0.6654,0.6567931950374878,675934,510,125279,977,0.004039411988341148
7096,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_20,Max,0.6654,0.7274,0.062000000000000055,0.7274,0.6755028485059876,676304,140,125966,290,0.0011088581928779622
6600,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_50,Min,0.6652,0.7275,0.06230000000000002,0.6652,0.6567304086989126,675932,512,125278,978,0.004055252819667976
7097,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_50,Max,0.6652,0.7275,0.06230000000000002,0.7275,0.6765279583875162,676305,139,125966,290,0.0011009377772145481
6629,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_100,Min,0.6683,0.7269,0.058599999999999985,0.6683,0.6567599765961496,675960,484,125317,939,0.003833481181092384
7093,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_100,Max,0.6683,0.7269,0.058599999999999985,0.7269,0.6765246184201574,676300,144,125964,292,0.0011405398555316183
6633,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_200,Min,0.6687,0.7243,0.055600000000000094,0.6687,0.6567213405443745,675962,482,125326,930,0.0038176403497655557
7076,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium_Round_4,Prec_200,Max,0.6687,0.7243,0.055600000000000094,0.7243,0.6766432976648569,676289,155,125941,315,0.0012276644278291725
