,count
0.32,5436
0.38,5389
0.33,5358
0.34,5356
0.37,5344
0.39,5329
0.41,5327
0.4,5312
0.35,5286
0.36,5272
0.3,5246
0.44,5214
0.42,5176
0.43,5166
0.28,5133
0.31,5123
0.29,5060
0.26,4973
0.46,4948
0.45,4931
0.47,4905
0.27,4864
0.24,4782
0.25,4695
0.48,4684
0.5,4546
0.49,4544
0.52,4391
0.22,4390
0.51,4375
0.23,4365
0.53,4326
0.54,4254
0.21,4222
0.2,4069
0.56,3984
0.55,3913
0.57,3902
0.19,3893
0.58,3866
0.59,3768
0.18,3698
0.17,3603
0.61,3595
0.6,3528
0.62,3409
0.16,3396
0.63,3387
0.64,3309
0.15,3231
0.65,3185
0.66,3095
0.68,3086
0.67,3035
0.14,2992
0.69,2895
0.71,2877
0.7,2838
0.72,2776
0.73,2768
0.13,2759
0.74,2673
0.12,2672
0.76,2588
0.75,2576
0.77,2544
0.79,2459
0.78,2355
0.11,2355
0.8,2291
0.1,2112
0.81,2064
0.82,2056
0.09,2041
0.83,1930
0.375,1881
0.385,1869
0.355,1865
0.345,1857
0.365,1856
0.84,1840
0.315,1798
0.415,1794
0.405,1788
0.325,1780
0.435,1746
0.395,1745
0.08,1739
0.445,1737
0.455,1735
0.85,1723
0.335,1722
0.295,1711
0.425,1707
0.305,1700
0.86,1629
0.285,1623
0.275,1606
0.475,1602
0.465,1598
