,count
0.38,14303
0.36,14293
0.37,14241
0.4,14178
0.35,14163
0.39,14098
0.34,14073
0.33,14006
0.41,13990
0.42,13975
0.32,13857
0.31,13741
0.43,13660
0.44,13583
0.45,13579
0.46,13534
0.3,13441
0.29,13256
0.47,13243
0.28,12991
0.48,12884
0.27,12786
0.5,12632
0.49,12487
0.51,12369
0.26,12364
0.25,12330
0.52,12038
0.53,11870
0.24,11709
0.54,11510
0.23,11485
0.55,11133
0.22,10941
0.56,10725
0.21,10451
0.57,10219
0.58,10108
0.2,10101
0.59,9838
0.19,9821
0.6,9216
0.18,8979
0.61,8948
0.62,8577
0.17,8427
0.63,8289
0.16,7958
0.64,7715
0.15,7709
0.65,7569
0.66,7254
0.14,6867
0.67,6848
0.68,6567
0.13,6434
0.69,6361
0.7,5903
0.12,5799
0.71,5724
0.72,5596
0.73,5162
0.11,5115
0.74,4941
0.1,4809
0.75,4649
0.76,4600
0.77,4453
0.78,4163
0.09,4115
0.79,4055
0.8,3791
0.08,3542
0.81,3478
0.82,3321
0.83,3157
0.07,2942
0.84,2799
0.85,2757
0.06,2508
0.86,2407
0.87,2348
0.88,1967
0.05,1830
0.89,1717
0.9,1496
0.91,1286
0.04,1286
0.92,1144
0.93,998
0.03,860
0.94,823
0.95,655
0.96,510
0.02,480
0.97,423
0.485,360
0.415,358
0.375,355
0.425,347
