,count
0.37,14540
0.38,14394
0.36,14346
0.4,14134
0.32,14049
0.34,14019
0.41,13997
0.42,13957
0.33,13948
0.35,13867
0.43,13719
0.44,13672
0.39,13668
0.3,13528
0.31,13456
0.45,13420
0.46,13259
0.29,13114
0.28,13051
0.47,13001
0.48,12924
0.27,12752
0.49,12667
0.5,12663
0.26,12541
0.51,12306
0.25,12248
0.52,12011
0.24,11971
0.53,11760
0.23,11469
0.55,11303
0.54,11231
0.22,11054
0.56,10586
0.21,10533
0.57,10432
0.2,10115
0.58,10078
0.59,9802
0.19,9673
0.6,9368
0.18,9093
0.61,8892
0.62,8590
0.17,8533
0.16,8131
0.63,8124
0.64,7736
0.65,7481
0.15,7452
0.66,7268
0.14,6879
0.67,6859
0.68,6629
0.13,6369
0.69,6227
0.7,6049
0.12,5837
0.71,5734
0.72,5510
0.73,5326
0.11,5252
0.74,4966
0.75,4795
0.76,4653
0.1,4647
0.77,4272
0.09,4163
0.78,4156
0.79,4005
0.8,3798
0.81,3530
0.08,3475
0.82,3398
0.83,3132
0.07,2893
0.84,2886
0.85,2685
0.86,2559
0.06,2447
0.87,2270
0.88,1998
0.89,1777
0.05,1771
0.9,1552
0.91,1382
0.04,1289
0.92,1141
0.93,973
0.03,891
0.94,739
0.95,659
0.96,518
0.02,482
0.97,400
0.405,377
0.315,369
0.395,354
0.425,354
