,count
0.38,14308
0.39,14230
0.34,14228
0.36,14218
0.35,14196
0.37,14174
0.4,14155
0.42,13969
0.33,13893
0.41,13842
0.3,13808
0.32,13787
0.43,13740
0.44,13642
0.45,13583
0.31,13544
0.29,13377
0.46,13107
0.48,13077
0.47,13030
0.28,12958
0.49,12808
0.27,12797
0.5,12512
0.26,12500
0.25,12146
0.51,12089
0.52,12003
0.24,11736
0.53,11675
0.54,11362
0.23,11315
0.22,11060
0.56,10931
0.55,10927
0.57,10441
0.21,10427
0.2,10022
0.58,9867
0.59,9659
0.19,9629
0.6,9201
0.18,9163
0.61,8864
0.62,8683
0.17,8599
0.16,8035
0.63,8032
0.64,7832
0.65,7667
0.15,7577
0.66,7258
0.14,6924
0.67,6874
0.68,6549
0.13,6351
0.69,6312
0.7,5883
0.12,5729
0.72,5603
0.71,5579
0.73,5340
0.11,5249
0.74,5163
0.75,4689
0.76,4657
0.1,4606
0.77,4402
0.78,4214
0.09,4125
0.79,3998
0.8,3741
0.81,3555
0.08,3554
0.82,3371
0.83,3117
0.07,3011
0.84,2974
0.85,2710
0.86,2475
0.06,2418
0.87,2126
0.88,2026
0.05,1933
0.89,1824
0.9,1557
0.04,1405
0.91,1369
0.92,1162
0.93,929
0.03,854
0.94,770
0.95,621
0.96,522
0.02,509
0.97,435
0.445,372
0.435,362
0.345,358
0.385,356
