,0
0.4981695526075355,21
0.49812294763307,14
0.4980830162096585,14
0.4980660073697869,13
0.4979474265880655,12
0.4911111972434121,6
0.497588127480184,5
0.4937179261648112,5
0.4957669061184753,4
0.4938571211742999,4
0.4922065300319134,4
0.4927402796646474,4
0.4913751033024358,4
0.4916037282237733,4
0.4930524481840886,4
0.4916688995946452,4
0.4925939397941644,4
0.4930743493940369,4
0.493328337565025,4
0.4908295525245786,4
0.4926934173271471,4
0.4979167221650376,4
0.4929515820051279,4
0.4914211967536299,4
0.4943423293032042,4
0.4962976312570539,4
0.4963518033749964,4
0.4898815471565929,4
0.4978736954045512,4
0.4946912209295035,4
0.5005783235088971,4
0.4916320673437676,4
0.4934333495022848,4
0.4928079740527482,4
0.4919846321144268,4
0.4949488820263074,4
0.4995349918757767,4
0.4939168958453632,4
0.4986893938501691,4
0.4981274712064692,4
0.4918532166448044,4
0.4947968334983239,4
0.494143010805253,4
0.4947799652937142,4
0.4961761345822384,3
0.4955250757480239,3
0.4959763394404139,3
0.4910116064822739,3
0.4948991903021726,3
0.4940835501835038,3
0.49433447586973,3
0.4914653200386572,3
0.4919531294678452,3
0.4941951155577829,3
0.4952062268967998,3
0.4960987452829731,3
0.491882228472351,3
0.4964277573918551,3
0.5006832146246608,3
0.4947015538838799,3
0.4959960291374452,3
0.49162308686229,3
0.496430493081014,3
0.4946028150803033,3
0.4902696421039544,3
0.4973942164229925,3
0.4974855676993252,3
0.4958077389686554,3
0.4921516809316582,3
0.4963923506290785,3
0.493001869537005,3
0.495566738527533,3
0.4957396920965326,3
0.4953914595033857,3
0.4931929516485714,3
0.4948873985245485,3
0.4975535749750569,3
0.4918091453103528,3
0.4963714806585578,3
0.4956670450214235,3
0.4946987661437366,3
0.4919809618343604,3
0.5004899103785743,3
0.4947480806952974,3
0.4961578829319704,3
0.494342719362563,3
0.4998954077558538,3
0.4992647880416316,3
0.4951768697592305,3
0.4901007302308804,3
0.4982729263945813,3
0.4953680210067339,3
0.4957622094515229,3
0.4895890804968011,3
0.4942578658869466,3
0.4931663758021015,3
0.4948809543116854,3
0.4939842637981049,3
0.4953682871921399,3
0.4945014696622936,3
