,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,Min_1,Max_1,TP_10,FP_10,Prec_10,Min_10,Max_10,TP_20,FP_20,Prec_20,Min_20,Max_20,TP_50,FP_50,Prec_50,Min_50,Max_50,TP_100,FP_100,Prec_100,Min_100,Max_100,TP_200,FP_200,Prec_200,Min_200,Max_200,TP_500,FP_500,Prec_500,Min_500,Max_500,TP_1000,FP_1000,Prec_1000,Min_1000,Max_1000,TP_2000,FP_2000,Prec_2000,Min_2000,Max_2000,mProb,Pos_1,Neg_1,mProb_1,p_Min_1,p_Max_1,Pos_10,Neg_10,mProb_10,p_Min_10,p_Max_10,Pos_20,Neg_20,mProb_20,p_Min_20,p_Max_20,Pos_50,Neg_50,mProb_50,p_Min_50,p_Max_50,Pos_100,Neg_100,mProb_100,p_Min_100,p_Max_100,Pos_200,Neg_200,mProb_200,p_Min_200,p_Max_200,Pos_500,Neg_500,mProb_500,p_Min_500,p_Max_500,Pos_1000,Neg_1000,mProb_1000,p_Min_1000,p_Max_1000,Pos_2000,Neg_2000,mProb_2000,p_Min_2000,p_Max_2000
0,0.0,3,573,3,573,605037,3,107953,5.6044777501945235,0.1514088556641748,107953.0,605037.0,0.1514088556641748,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005208333333333333,3.0,573.0,0.005208333333333333,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0033,0,1,0,574,605036,3,107953,5.604468487161436,0.15140906802208728,107953.0,605036.0,0.15140906802208728,,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.005,0,6,0,580,605030,3,107953,5.604412908962911,0.15141034218207167,107953.0,605030.0,0.15141034218207167,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0.0,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.01,3,774,3,1354,604256,6,107950,5.597243321353144,0.151571315040873,107950.0,604256.0,0.151571315040873,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003861003861003861,3.0,774.0,0.003861003861003861,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0186,0,1,0,1355,604255,6,107950,5.597234058320057,0.15157152786065808,107950.0,604255.0,0.15157152786065808,,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.02,10,1152,10,2507,603103,16,107940,5.586563044203194,0.15180516508846864,107940.0,603103.0,0.15180516508846864,,0.02,107945.9,603909.6,0.15164018540279592,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008605851979345954,10.0,1152.0,0.008605851979345954,,0.02,16.0,2520.0,0.006309148264984227,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0233,0,4,0,2511,603099,16,107940,5.586525992070844,0.15180601907912225,107940.0,603099.0,0.15180601907912225,,0.0233,107944.6,603714.8,0.15168014361926507,,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,0.0233,13.0,1948.0,0.006629270780214177,,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.024,0,1,0,2512,603098,16,107940,5.586516729037756,0.15180623257828696,107940.0,603098.0,0.15180623257828696,,0.024,107943.3,603520.0,0.15172012386302988,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.024,13.0,1948.0,0.006629270780214177,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.025,0,6,0,2518,603092,16,107940,5.586461150839231,0.15180751358588643,107940.0,603092.0,0.15180751358588643,,0.025,107942.0,603325.7,0.15176001946946277,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0.0,,0.025,13.0,1943.0,0.0066462167689161555,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.026,0,2,0,2520,603090,16,107940,5.586442624773055,0.15180794059322392,107940.0,603090.0,0.15180794059322392,,0.026,107939.5,603048.0,0.15181631181982805,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,0.026,25.0,2777.0,0.008922198429693077,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0267,0,1,0,2521,603089,16,107940,5.586433361739968,0.15180815409779347,107940.0,603089.0,0.15180815409779347,,0.0267,107937.0,602769.6,0.1518727981420181,,0.0267,107935.8,602720.9,0.15188177357646807,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0267,25.0,2784.0,0.0088999644001424,,0.0267,50.0,6249.0,0.007937767899666614,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0275,0,1,0,2522,603088,16,107940,5.586424098706881,0.1518083676029636,107940.0,603088.0,0.1518083676029636,,0.0275,107935.5,602606.1,0.15190595455635533,,0.0275,107933.45,602436.2,0.1519398386459782,,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0275,15.0,1635.0,0.00909090909090909,,0.0275,47.0,5694.0,0.008186727051036406,,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0283,0,1,0,2523,603087,16,107940,5.586414835673793,0.15180858110873427,107940.0,603087.0,0.15180858110873427,,0.0283,107934.0,602442.2,0.15193921192742663,,0.0283,107931.1,602150.5,0.15199816471797045,,0.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.0283,15.0,1639.0,0.009068923821039904,,0.0283,47.0,5714.0,0.008158305849678875,,0.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03,15,1608,15,4131,601479,31,107925,5.571519878469006,0.15213474973357918,107925.0,601479.0,0.15213474973357918,,0.03,107932.5,602278.1,0.15197252758547958,,0.03,107928.75,601865.05,0.1520564845734071,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009242144177449169,15.0,1608.0,0.009242144177449169,,0.03,15.0,1641.0,0.009057971014492754,,0.03,47.0,5709.0,0.008165392633773454,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0333,0,8,0,4139,601471,31,107925,5.571445774204306,0.15213646538745637,107925.0,601471.0,0.15213646538745637,,0.0333,107929.1,601905.1,0.15204832339721025,,0.0333,107926.55,601618.2,0.15210675577544616,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,0.0333,34.0,3730.0,0.009032943676939426,,0.0333,44.0,4937.0,0.00883356755671552,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.034,0,3,0,4142,601468,31,107925,5.571417985105043,0.15213710876763656,107925.0,601468.0,0.15213710876763656,,0.034,107925.7,601532.2,0.1521241781929555,,0.034,107924.35,601371.35,0.15215706228023096,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,0.034,34.0,3729.0,0.00903534414031358,,0.034,44.0,4937.0,0.00883356755671552,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.035,0,8,0,4150,601460,31,107925,5.571343880840343,0.15213882447472107,107925.0,601460.0,0.15213882447472107,,0.035,107922.3,601157.6,0.15220047839460688,,0.035,107921.3,601049.8,0.15222242486329837,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,0.035,34.0,3746.0,0.008994708994708995,,0.035,61.0,6431.0,0.009396179913739987,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0367,0,3,0,4153,601457,31,107925,5.57131609174108,0.15213946787485444,107925.0,601457.0,0.15213946787485444,,0.0367,107918.9,600781.0,0.15227728972446586,,0.0367,107918.25,600728.4,0.15228781509092013,,0.0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,0.0367,34.0,3766.0,0.008947368421052631,,0.0367,61.0,6428.0,0.00940052396363076,,0.0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.04,19,2095,19,6248,599362,50,107906,5.551910037422654,0.15256734363777238,107906.0,599362.0,0.15256734363777238,,0.04,107915.5,600404.4,0.15235418346992652,,0.04,107915.2,600407.0,0.15235326522308634,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008987701040681173,19.0,2095.0,0.008987701040681173,,0.04,34.0,3766.0,0.008947368421052631,,0.04,61.0,6428.0,0.00940052396363076,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.041,0,1,0,6249,599361,50,107906,5.5519007743895665,0.1525675593517017,107906.0,599361.0,0.1525675593517017,,0.041,107913.6,600188.4,0.1523983832837642,,0.041,107912.15,600085.8,0.15241873228587735,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,0.041,19.0,2160.0,0.008719596145020651,,0.041,61.0,6424.0,0.00940632228218967,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
