Index,len,Filename,p,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,FP/P
683205,705533,AdaBoost_Hard_Run_3,0.4998655036009224,1,0,0.0,594814,10796,96246,11710,0.5203056962587754,0.10000370521323503
617963,637692,AdaBoost_Medium_Run_3,0.4992650800761932,0,2,1.0,594814,10796,98361,9595,0.4705507331665931,0.10000370521323503
139783,145157,AdaBoost_Easy_Run_3,0.4981521794241027,4,0,0.0,594816,10794,102758,5198,0.3250375187593797,0.09998517914705991
247,270,BalBag_Hard_Run_3,0.8966666666666667,2,0,0.0,593549,12061,90840,17116,0.5866264523425986,0.11172144206899107
2291,2422,BalBag_Medium_Run_3,0.8999999999999998,0,1,1.0,590129,15481,95221,12735,0.4513396654380493,0.1434010152284264
47623,49710,BalBag_Easy_Run_3,0.8532142857142858,4,2,0.3333333333333333,594816,10794,101324,6632,0.3805807414208654,0.09998517914705991
3328,3837,BRFC_alpha_0_5_Hard_Run_3,0.815,30,31,0.5081967213114754,594820,10790,87564,20392,0.6539670322622025,0.0999481270147097
34721,36959,BRFC_alpha_0_5_Medium_Run_3,0.8549999999999999,3,3,0.5,594807,10803,96476,11480,0.5151909527442445,0.1000685464448479
128784,136533,BRFC_alpha_0_5_Easy_Run_3,0.8492136752136752,0,2,1.0,594814,10796,100836,7120,0.3974101361911141,0.10000370521323503
5022,5837,BRFC_alpha_balanced_Hard_Run_3,0.81,1220,1442,0.5416979714500376,595083,10527,88179,19777,0.652620116156283,0.09751194931268295
114929,120255,BRFC_alpha_balanced_Medium_Run_3,0.8699959019341479,0,1,1.0,594772,10838,97651,10305,0.4873953554367876,0.10039275260291229
137970,143736,BRFC_alpha_balanced_Easy_Run_3,0.9541843248769792,1,2,0.6666666666666666,594814,10796,101060,6896,0.3897806918381189,0.10000370521323503
2434,2817,EEC_Hard_Run_3,0.5408079134325531,488,336,0.4077669902912621,594631,10979,97610,10346,0.485158264947245,0.10169884026825744
3427,3939,EEC_Medium_Run_3,0.5353654482760478,48,40,0.45454545454545453,594832,10778,99305,8651,0.44526223686242217,0.09983697061765905
1082,1151,EEC_Easy_Run_3,0.5250564831403499,81,38,0.31932773109243695,594774,10836,102808,5148,0.32207207207207206,0.1003742265367372
667343,694747,KBFC_alpha_0_5_gamma_0_0_Hard_Run_3,0.51778716,0,1,1.0,594814,10796,91015,16941,0.6107726141976422,0.10000370521323503
619907,640812,KBFC_alpha_0_5_gamma_0_0_Medium_Run_3,0.45225778,0,1,1.0,594814,10796,97191,10765,0.49928110941050974,0.10000370521323503
137977,144085,KBFC_alpha_0_5_gamma_0_0_Easy_Run_3,0.3361341,2,0,0.0,594814,10796,102063,5893,0.35310683683863625,0.10000370521323503
668413,695277,KBFC_alpha_balanced_gamma_0_0_Hard_Run_3,0.86067134,1,1,0.5,594814,10796,91480,16476,0.6041361102962746,0.10000370521323503
619044,639543,KBFC_alpha_balanced_gamma_0_0_Medium_Run_3,0.8205852,1,0,0.0,594814,10796,97461,10495,0.49293128551970317,0.10000370521323503
137975,143854,KBFC_alpha_balanced_gamma_0_0_Easy_Run_3,0.7340015,24,14,0.3684210526315789,594817,10793,102280,5676,0.34464751958224543,0.09997591611397236
662595,689658,KBFC_alpha_0_5_gamma_1_0_Hard_Run_3,0.5077402,0,1,1.0,594814,10796,91313,16643,0.6065454280403805,0.10000370521323503
612338,633025,KBFC_alpha_0_5_gamma_1_0_Medium_Run_3,0.47151637,1,0,0.0,594814,10796,97342,10614,0.49574964969640356,0.10000370521323503
137583,143596,KBFC_alpha_0_5_gamma_1_0_Easy_Run_3,0.40332964,0,1,1.0,594813,10797,102124,5832,0.3507126104997294,0.10001296824632258
652889,680039,KBFC_alpha_0_5_gamma_2_0_Hard_Run_3,0.5098144,2,0,0.0,594814,10796,91118,16838,0.6093218498950568,0.10000370521323503
602942,623612,KBFC_alpha_0_5_gamma_2_0_Medium_Run_3,0.4833204,1,0,0.0,594814,10796,97290,10666,0.4969713912962445,0.10000370521323503
136606,142715,KBFC_alpha_0_5_gamma_2_0_Easy_Run_3,0.43504116,4,2,0.3333333333333333,594812,10798,102164,5792,0.3491259795057263,0.10002223127941012
683945,706824,LogReg_alpha_0_5_Hard_Run_3,0.4735996497479929,1,0,0.0,594814,10796,95702,12254,0.5316268980477223,0.10000370521323503
634762,654653,LogReg_alpha_0_5_Medium_Run_3,0.4245369445930358,1,0,0.0,594814,10796,98292,9664,0.472336265884653,0.10000370521323503
139774,145118,LogReg_alpha_0_5_Easy_Run_3,0.3208466318405314,1,0,0.0,594810,10800,102759,5197,0.32487341376508094,0.10004075734558524
684471,706817,LogReg_alpha_balanced_Hard_Run_3,0.8461150800609174,1,0,0.0,594814,10796,96225,11731,0.5207528743285835,0.10000370521323503
634727,654436,LogReg_alpha_balanced_Medium_Run_3,0.8105535479194044,0,1,1.0,594814,10796,98452,9504,0.4681773399014778,0.10000370521323503
139727,145082,LogReg_alpha_balanced_Easy_Run_3,0.7287777135251063,11,2,0.15384615384615385,594813,10797,102780,5176,0.32404682902397797,0.10001296824632258
468310,487485,RFC_Hard_Run_3,0.2566105125336968,1,0,0.0,594814,10796,98974,8982,0.4541409647082617,0.10000370521323503
210693,225155,RFC_Medium_Run_3,0.2282596044770723,1,0,0.0,594814,10796,99077,8879,0.4512833545108005,0.10000370521323503
24325,25558,RFC_Easy_Run_3,0.2011576472141207,11,6,0.35294117647058826,594817,10793,102890,5066,0.3194400655779053,0.09997591611397236
684359,706867,RUSBoost_Hard_Run_3,0.5004138210565893,1,0,0.0,594814,10796,96086,11870,0.5236918732903909,0.10000370521323503
640974,654444,RUSBoost_Medium_Run_3,0.5043680864761421,1,0,0.0,594814,10796,104386,3570,0.24850341083112906,0.10000370521323503
137006,141981,RUSBoost_Easy_Run_3,0.50943575612547,5,3,0.375,594815,10795,104248,3708,0.25567124043301387,0.09999444218014747
