Index,len,Filename,p,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,FP/P
693387,705533,AdaBoost_Hard_Run_3,0.5006421182748708,1,0,0.0,600212,5398,101121,6835,0.5587345704242622,0.05000185260661751
627230,637692,AdaBoost_Medium_Run_3,0.4998890287248898,0,1,1.0,600212,5398,102555,5401,0.5001389017501621,0.05000185260661751
142535,145157,AdaBoost_Easy_Run_3,0.4985513268920247,3,0,0.0,600213,5397,105236,2720,0.33509917457188615,0.04999258957352996
248,270,BalBag_Hard_Run_3,0.9,8691,10479,0.5466353677621283,602240,3370,101319,6637,0.6632357349855101,0.031216421505057615
2360,2422,BalBag_Medium_Run_3,0.9323809523809524,0,1,1.0,600152,5458,102686,5270,0.4912378821774795,0.050557634591870765
48812,49710,BalBag_Easy_Run_3,0.8999999999999998,5,6,0.5454545454545454,599851,5759,103915,4041,0.4123469387755102,0.053345807551224575
3526,3837,BRFC_alpha_0_5_Hard_Run_3,0.86,848,1392,0.6214285714285714,600415,5195,95438,12518,0.7067125839778694,0.04812145688984401
35690,36959,BRFC_alpha_0_5_Medium_Run_3,0.89,517,613,0.5424778761061947,600224,5386,101249,6707,0.5546183742661044,0.04989069620956686
132121,136533,BRFC_alpha_0_5_Easy_Run_3,0.8872857142857141,3,0,0.0,600212,5398,103675,4281,0.44229775803285465,0.05000185260661751
5363,5837,BRFC_alpha_balanced_Hard_Run_3,0.86,849,1401,0.6226666666666667,600514,5096,95734,12222,0.7057396928051738,0.047204416614176146
117496,120255,BRFC_alpha_balanced_Medium_Run_3,0.9084663145954665,0,1,1.0,600212,5398,102162,5794,0.5176912080057183,0.05000185260661751
140265,143736,BRFC_alpha_balanced_Easy_Run_3,0.9649570727122868,3,2,0.4,600213,5397,103891,4065,0.4296131896005073,0.04999258957352996
2571,2817,EEC_Hard_Run_3,0.548750219676583,6,2,0.25,600088,5522,102298,5658,0.50608228980322,0.05115046870947423
3648,3939,EEC_Medium_Run_3,0.5424679882539377,2,1,0.3333333333333333,599994,5616,103177,4779,0.4597402597402597,0.052021193819704326
1119,1151,EEC_Easy_Run_3,0.5285280211964719,239,99,0.29289940828402367,600321,5289,105306,2650,0.3337951883108704,0.0489921820000741
678770,694747,KBFC_alpha_0_5_gamma_0_0_Hard_Run_3,0.6120985,0,1,1.0,600212,5398,97210,10746,0.6656342913776016,0.05000185260661751
629394,640812,KBFC_alpha_0_5_gamma_0_0_Medium_Run_3,0.5157637,1,0,0.0,600212,5398,101630,6326,0.5395769361992494,0.05000185260661751
