,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,TP_10,FP_10,Prec_10,TP_20,FP_20,Prec_20,TP_50,FP_50,Prec_50,TP_100,FP_100,Prec_100,TP_200,FP_200,Prec_200,TP_500,FP_500,Prec_500,TP_1000,FP_1000,Prec_1000,TP_2000,FP_2000,Prec_2000,mProb,Pos_1,Neg_1,mProb_1,Pos_10,Neg_10,mProb_10,Pos_20,Neg_20,mProb_20,Pos_50,Neg_50,mProb_50,Pos_100,Neg_100,mProb_100,Pos_200,Neg_200,mProb_200,Pos_500,Neg_500,mProb_500,Pos_1000,Neg_1000,mProb_1000,Pos_2000,Neg_2000,mProb_2000
0,0.0,2073,75969,2073,75969,529641,2073,105883,4.906082107525288,0.1666073979896904,105883.0,529641.0,0.1666073979896904,,,,,,,,,,,,,,,,,,,,,,,,,0.026562620127623587,2073.0,75969.0,0.026562620127623587,,,,,,,,,,,,,,,,,,,,,,,,
1,0.02,0,1,0,75970,529640,2073,105883,4.906072844492201,0.16660766014762643,105883.0,529640.0,0.16660766014762643,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,0.025,0,4,0,75974,529636,2073,105883,4.90603579235985,0.16660870878762082,105883.0,529636.0,0.16660870878762082,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0286,0,1,0,75975,529635,2073,105883,4.906026529326763,0.166608970949682,105883.0,529635.0,0.166608970949682,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0333,0,17,0,75992,529618,2073,105883,4.905869057764274,0.16661342783095542,105883.0,529618.0,0.16661342783095542,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,0.04,0,1,0,75993,529617,2073,105883,4.905859794731187,0.16661369000786783,105883.0,529617.0,0.16661369000786783,105879.8,529525.7,0.1666334332957458,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2082.0,76282.0,0.026568322188760145,,,,,,,,,,,,,,,,,,,,,
6,0.05,7,210,7,76203,529407,2080,105876,4.903914557782801,0.16665958320937282,105876.0,529407.0,0.16665958320937282,105878.8,529490.1,0.1666414582142752,,,,,,,,,,,,,,,,,,,,,,0.03225806451612903,7.0,210.0,0.03225806451612903,10.0,356.0,0.0273224043715847,,,,,,,,,,,,,,,,,,,,,
7,0.06,0,2,0,76205,529405,2080,105876,4.903896031716625,0.16666010788926475,105876.0,529405.0,0.16666010788926475,105877.8,529453.7,0.16664969389995618,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,10.0,364.0,0.026737967914438502,,,,,,,,,,,,,,,,,,,,,
8,0.0667,2,75,2,76280,529330,2082,105874,4.903201304235059,0.16667716198260715,105874.0,529330.0,0.16667716198260715,105876.8,529417.1,0.16665798302171642,,,,,,,,,,,,,,,,,,,,,,0.025974025974025976,2.0,75.0,0.025974025974025976,10.0,366.0,0.026595744680851064,,,,,,,,,,,,,,,,,,,,,
9,0.0714,0,2,0,76282,529328,2082,105874,4.903182778168883,0.16667768678310207,105874.0,529328.0,0.16667768678310207,105875.8,529380.5,0.16666627312472146,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,10.0,366.0,0.026595744680851064,,,,,,,,,,,,,,,,,,,,,
10,0.075,1,43,1,76325,529285,2083,105873,4.902784467746119,0.1666876588187506,105873.0,529285.0,0.1666876588187506,105409.2,519683.4,0.16862973581834115,104479.55,500408.7,0.17272537530692653,,,,,,,,,,,,,,,,,,,0.022727272727272728,1.0,43.0,0.022727272727272728,4666.0,96971.0,0.04590847821167488,6740.0,173010.0,0.03749652294853964,,,,,,,,,,,,,,,,,,
11,0.08,0,9,0,76334,529276,2083,105873,4.902701100448331,0.16669002076678072,105873.0,529276.0,0.16669002076678072,104942.6,509986.3,0.17065810372548762,104246.15,495556.65,0.17380070583198343,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,0.0,4666.0,96971.0,0.04590847821167488,4668.0,97041.0,0.04589564345338171,,,,,,,,,,,,,,,,,,
12,0.0833,0,6,0,76340,529270,2083,105873,4.902645522249806,0.16669159543598844,105873.0,529270.0,0.16669159543598844,104476.7,500310.0,0.17274966529521896,104012.75,490704.6,0.1748944267390215,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0.0,4659.0,96763.0,0.045936779002583264,4668.0,97041.0,0.04589564345338171,,,,,,,,,,,,,,,,,,
13,0.0857,0,1,0,76341,529269,2083,105873,4.902636259216718,0.16669185788374882,105873.0,529269.0,0.16669185788374882,104010.8,490633.8,0.17491254440047047,103778.3,485834.3,0.17601099433763798,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,4659.0,96762.0,0.045937231934214805,4689.0,97406.0,0.04592781233165189,,,,,,,,,,,,,,,,,,
14,0.1,4656,96622,4656,172963,432647,6739,101217,4.007623476231057,0.18959322973641227,101217.0,432647.0,0.18959322973641227,103545.1,480964.5,0.1771486730072526,103543.85,480963.8,0.1771471254482298,,,,,,,,,,,,,,,,,,,0.045972471810264814,4656.0,96622.0,0.045972471810264814,4657.0,96693.0,0.04594967932905772,4689.0,97410.0,0.045926012987394585,,,,,,,,,,,,,,,,,,
15,0.11,0,1,0,172964,432646,6739,101217,4.00761421319797,0.18959358487102496,101217.0,432646.0,0.18959358487102496,103079.3,471291.7,0.17946466656568663,103309.0,476085.3,0.17830517145232527,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,4658.0,96728.0,0.04594322687550549,4697.0,97570.0,0.045928794234699366,,,,,,,,,,,,,,,,,,
16,0.1167,0,2,0,172966,432644,6739,101217,4.007595687131794,0.18959429514424167,101217.0,432644.0,0.18959429514424167,102613.5,461623.2,0.18186250557611727,103074.15,471206.65,0.17948388662828357,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,4658.0,96685.0,0.04596272066151584,4697.0,97573.0,0.045927446954141,,,,,,,,,,,,,,,,,,
17,0.12,0,1,0,172967,432643,6739,101217,4.007586424098707,0.1895946502828457,101217.0,432643.0,0.1895946502828457,102147.7,451955.5,0.18434778936486923,102839.5,466334.95,0.18068186300351327,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,4658.0,96677.0,0.045966349237677014,4693.0,97434.0,0.04595258844380037,,,,,,,,,,,,,,,,,,
18,0.125,0,6,0,172973,432637,6739,101217,4.007530845900182,0.18959678114240971,101217.0,432637.0,0.18959678114240971,101679.8,442251.5,0.18693500447574904,102604.85,461462.2,0.18190186787191345,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0.0,4679.0,97040.0,0.04599927250562825,4693.0,97455.0,0.0459431413243529,,,,,,,,,,,,,,,,,,
19,0.1333,1,37,1,173010,432600,6740,101216,4.007188113675942,0.1896084043940234,101216.0,432600.0,0.1896084043940234,101211.9,432547.1,0.18962097126231126,102370.3,456593.05,0.18314313451856906,,,,,,,,,,,,,,,,,,,0.02631578947368421,1.0,37.0,0.02631578947368421,4679.0,97044.0,0.045997463700441395,4691.0,97383.0,0.045956854830809024,,,,,,,,,,,,,,,,,,
20,0.14,1,0,1,173010,432600,6741,101215,4.007188113675942,0.18960688628082764,101215.0,432600.0,0.18960688628082764,101208.8,432487.2,0.1896375464684015,102135.75,451723.75,0.1844073271289921,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,31.0,599.0,0.049206349206349205,4691.0,97386.0,0.045955504178218406,,,,,,,,,,,,,,,,,,
21,0.1417,0,1,0,173011,432599,6741,101215,4.0071788506428545,0.1896072414736219,101215.0,432599.0,0.1896072414736219,101205.7,432427.0,0.18965423220878333,101901.25,446856.55,0.18569439924134107,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,31.0,602.0,0.04897314375987362,4690.0,97344.0,0.04596507046670718,,,,,,,,,,,,,,,,,,
