Filename,len(y_proba),nUnique(y_proba),len(fpr),nUnique(fpr),len(tpr),nUnique(tpr),len(fpr tpr),nUnique(fpr tpr)
BRFC_alpha_0_5_0_1_0_1_Hard,802700,3347,2832,2450,2832,1473,2832,2832,
BRFC_alpha_0_5_0_1_0_1_Medium,802700,41103,32726,29370,32726,13955,32726,32726,
BRFC_alpha_0_5_0_1_0_1_Easy,802700,164169,144683,132453,144683,64744,144683,144683,
KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Hard,802700,781706,206067,119369,206067,90130,206067,206067,
KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Medium,802700,726893,270466,184805,270466,98401,270466,270466,
KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Easy,802700,177657,153469,139220,153469,65939,153469,153469,
