Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P
2070,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_1,Min,0.78,0.7992,0.019199999999999995,0.78,0.6567659094115987,661849,14595,98329,27927,0.11559846660752757
2138,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_1,Max,0.78,0.7992,0.019199999999999995,0.7992,0.6683784421096759,663787,12657,100746,25510,0.1002487010518312
2075,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_10,Min,0.782,0.8006,0.01859999999999995,0.782,0.6568388263996556,661857,14587,98334,27922,0.11553510328222025
2141,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_10,Max,0.782,0.8006,0.01859999999999995,0.8006,0.675650134161365,665392,11052,102871,23385,0.08753643391205171
2080,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_20,Min,0.7847,0.801,0.016300000000000092,0.7847,0.6570355946798223,661874,14570,98354,27902,0.11540045621594221
2144,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_20,Max,0.7847,0.801,0.016300000000000092,0.801,0.6762623204970069,665396,11048,102874,23382,0.08750475224939805
2086,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_50,Min,0.7859,0.8033,0.01739999999999997,0.7859,0.6569840503344072,661918,14526,98401,27855,0.11505195792675199
2149,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_50,Max,0.7859,0.8033,0.01739999999999997,0.8033,0.6764370126854199,665415,11029,102898,23358,0.08735426435179318
2089,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_100,Min,0.7867,0.802,0.015300000000000091,0.7867,0.6569345888495864,661938,14506,98420,27836,0.11489354961348372
2146,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_100,Max,0.7867,0.802,0.015300000000000091,0.802,0.6765618021778718,665401,11043,102876,23380,0.08746515017108097
2094,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_200,Min,0.7877,0.8048,0.017100000000000004,0.7877,0.6568205129687349,661948,14496,98430,27826,0.11481434545684957
2152,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_200,Max,0.7877,0.8048,0.017100000000000004,0.8048,0.6764164553487183,665420,11024,102907,23349,0.08731466227347612
2142,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_500,Min,0.8007,0.8238,0.02310000000000001,0.8007,0.6567488123531725,665393,11051,102871,23385,0.0875285134963883
2211,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_500,Max,0.8007,0.8238,0.02310000000000001,0.8238,0.6764466551317213,668491,7953,107195,19061,0.06299106577113167
2042,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_1000,Max,,0.7726,,0.7726,0.5805528474524333,659803,16641,96010,30246,0.13180363705487264
1542,BRFC_alpha_0_5_1_1_0_0_Hard_Round_4,Prec_2000,Max,,0.638,,0.638,0.3409551767566973,607858,68586,63066,63190,0.5432296286909137
8829,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_1,Min,0.9518,0.9875,0.035700000000000065,0.9518,0.6567103109656302,675605,839,124651,1605,0.006645228741604359
8958,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_1,Max,0.9518,0.9875,0.035700000000000065,0.9875,0.6750524109014675,676289,155,125934,322,0.0012276644278291725
8830,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_10,Min,0.9519,0.9883,0.03639999999999999,0.9519,0.656858325478464,675606,838,124651,1605,0.006637308325940945
8960,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_10,Max,0.9519,0.9883,0.03639999999999999,0.9883,0.6753996447602132,676292,152,125936,320,0.0012039031808389305
8829,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_20,Min,0.9518,0.9886,0.036800000000000055,0.9518,0.6568802445579696,675605,839,124651,1605,0.006645228741604359
8961,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_20,Max,0.9518,0.9886,0.036800000000000055,0.9886,0.6761941547573066,676292,152,125937,319,0.0012039031808389305
8826,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_50,Min,0.9515,0.9843,0.03279999999999994,0.9515,0.6567501197436346,675601,843,124648,1608,0.006676910404258015
8953,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_50,Max,0.9515,0.9843,0.03279999999999994,0.9843,0.6756391084526098,676269,175,125915,341,0.0013860727410974528
8834,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_100,Min,0.9527,0.9752,0.022499999999999964,0.9527,0.6567520754942365,675616,828,124667,1589,0.006558104169306805
8928,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_100,Max,0.9527,0.9752,0.022499999999999964,0.9752,0.6656510648635516,676130,314,125624,632,0.002487010518312001
8862,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_200,Min,0.9583,0.962,0.0036999999999999256,0.9583,0.6567326013752236,675706,738,124776,1480,0.005845266759599544
8878,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_200,Max,0.9583,0.962,0.0036999999999999256,0.962,0.6587482843504981,675884,560,125177,1079,0.004435432771511849
8728,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_500,Max,,0.9366,,0.9366,0.6220631445727355,674878,1566,123503,2753,0.01240337092890635
8478,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_1000,Max,,0.9066,,0.9066,0.5747244891167418,672807,3637,120931,5325,0.028806551767836776
7978,BRFC_alpha_0_5_1_1_0_0_Medium_Round_4,Prec_2000,Max,,0.8518,,0.8518,0.49612337693588804,665982,10462,114047,12209,0.08286338867063743
9924,BRFC_alpha_0_5_1_1_0_0_Easy_Round_4,Prec_1,Max,,0.9992,,0.9992,0.6374622356495468,676324,120,126045,211,0.0009504498796096819
9921,BRFC_alpha_0_5_1_1_0_0_Easy_Round_4,Prec_10,Max,,0.9988,,0.9988,0.6399482870071106,676323,121,126040,216,0.000958370295273096
