,count
0.38,15133
0.4,14878
0.35,14814
0.36,14799
0.37,14648
0.39,14606
0.34,14579
0.41,14535
0.42,14431
0.33,14387
0.43,14309
0.44,14265
0.32,14144
0.31,14127
0.45,13950
0.47,13754
0.46,13748
0.3,13660
0.29,13652
0.48,13527
0.28,13288
0.27,13130
0.49,13047
0.5,12926
0.51,12729
0.26,12711
0.25,12538
0.24,12214
0.52,12208
0.53,11917
0.54,11469
0.23,11447
0.55,11277
0.22,11229
0.56,10890
0.21,10616
0.57,10426
0.2,10098
0.58,9864
0.19,9630
0.59,9610
0.6,9248
0.18,9074
0.61,8787
0.17,8703
0.62,8414
0.63,8141
0.16,8004
0.64,7655
0.15,7521
0.65,7174
0.66,6921
0.14,6792
0.67,6559
0.68,6285
0.13,6181
0.69,6033
0.7,5927
0.71,5571
0.12,5562
0.72,5319
0.11,5081
0.73,5044
0.74,4887
0.1,4547
0.75,4502
0.76,4470
0.77,4390
0.78,4148
0.09,3993
0.79,3919
0.8,3727
0.81,3604
0.08,3414
0.82,3395
0.83,3186
0.84,3010
0.07,2800
0.85,2783
0.86,2484
0.06,2336
0.87,2269
0.88,2132
0.05,1868
0.89,1771
0.9,1572
0.91,1364
0.04,1357
0.92,1181
0.03,986
0.93,983
0.94,817
0.95,637
0.02,582
0.96,483
0.97,342
0.98,312
0.01,285
0.465,283
0.385,278
