,count
0.37,5690
0.38,5643
0.34,5576
0.33,5512
0.43,5498
0.35,5496
0.3,5484
0.36,5478
0.31,5457
0.32,5424
0.41,5382
0.4,5379
0.39,5367
0.29,5293
0.42,5269
0.44,5209
0.28,5181
0.26,5123
0.46,5101
0.45,5092
0.27,5086
0.47,5003
0.25,4924
0.48,4880
0.24,4863
0.49,4807
0.51,4597
0.52,4561
0.5,4557
0.23,4549
0.22,4480
0.54,4424
0.21,4404
0.2,4328
0.53,4325
0.57,4120
0.56,4109
0.19,4078
0.55,4039
0.59,3919
0.58,3882
0.18,3804
0.17,3777
0.6,3768
0.61,3655
0.62,3579
0.16,3526
0.64,3502
0.63,3411
0.65,3401
0.15,3395
0.66,3329
0.67,3112
0.68,3108
0.7,3074
0.14,3069
0.69,3007
0.71,2936
0.13,2908
0.72,2881
0.12,2720
0.73,2694
0.75,2693
0.74,2654
0.77,2555
0.76,2488
0.79,2464
0.11,2446
0.78,2403
0.1,2305
0.8,2280
0.81,2230
0.82,2142
0.09,2050
0.84,2007
0.83,1966
0.365,1860
0.375,1858
0.85,1824
0.385,1814
0.435,1805
0.345,1797
0.335,1796
0.395,1790
0.445,1784
0.405,1767
0.355,1766
0.425,1765
0.08,1764
0.305,1745
0.325,1742
0.415,1729
0.295,1706
0.315,1696
0.455,1678
0.86,1651
0.485,1636
0.465,1630
0.285,1629
0.275,1629
