Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
106,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_1,Min,0.118,0.9742,0.8562,125917,712,125205,0.118,1.0,1.0,0.5,27791,648653,339,125917,5.137601381320492
2857,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_1,Max,0.118,0.9742,0.8562,125917,712,125205,0.9742,1.0,0.0,0.0,676366,78,125544,712,0.0006177924217462932
2198,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_10,Min,0.7411,0.872,0.13090000000000002,36739,9600,27139,0.7411,11.0,11.0,0.5,651438,25006,89517,36739,0.19805791407933088
2666,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_10,Max,0.7411,0.872,0.13090000000000002,36739,9600,27139,0.872,14.0,6.0,0.3,673367,3077,116656,9600,0.024371118996324926
2242,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_20,Min,0.7527,0.8129,0.06019999999999992,34252,20602,13650,0.7527,106.0,108.0,0.5046728971962616,654210,22234,92004,34252,0.17610252186034722
2482,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_20,Max,0.7527,0.8129,0.06019999999999992,34252,20602,13650,0.8129,76.0,76.0,0.5,666648,9796,105654,20602,0.0775883918388037
2294,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_50,Min,0.764,0.7657,0.0017000000000000348,31820,31766,54,0.764,4632.0,4637.0,0.500269716258496,656737,19707,94436,31820,0.1560876314789
2302,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_50,Max,0.764,0.7657,0.0017000000000000348,31820,31766,54,0.7657,4647.0,4643.0,0.49978471474703984,656803,19641,94490,31766,0.15556488404511468
2282,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_100,Min,0.7609,0.7683,0.007399999999999962,31859,31718,141,0.7609,4845.0,4847.0,0.5001031778786628,656690,19754,94397,31859,0.15645989101508048
2313,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_100,Max,0.7609,0.7683,0.007399999999999962,31859,31718,141,0.7683,4814.0,4812.0,0.49989611468938294,656861,19583,94538,31718,0.15510549993663666
2303,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_200,Min,0.7658,0.7657,-9.999999999998899e-05,31765,31766,-1,0.7658,11751.0,11791.0,0.5008495454931612,656805,19639,94491,31765,0.15554904321378785
2302,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_200,Max,0.7658,0.7657,-9.999999999998899e-05,31765,31766,-1,0.7657,9935.0,9672.0,0.49329321160809914,656803,19641,94490,31766,0.15556488404511468
2324,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_500,Min,0.7717,0.7715,-0.000200000000000089,29474,29477,-3,0.7717,28855.0,29246.0,0.5033648302094629,659002,17442,96782,29474,0.13814789000126726
2323,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_500,Max,0.7717,0.7715,-0.000200000000000089,29474,29477,-3,0.7715,27733.0,27442.0,0.49736293611236976,658997,17447,96779,29477,0.13818749207958433
2381,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_1000,Min,0.7852,0.785,-0.00019999999999997797,27114,27114,0,0.7852,56046.0,56206.0,0.5007126821793821,661320,15124,99142,27114,0.11978836649347357
2380,BRFC_alpha_0_5_1_1_1_1_Hard_Round_4,mProb_1000,Max,0.7852,0.785,-0.00019999999999997797,27114,27114,0,0.785,56039.0,56026.0,0.4999419979476197,661318,15126,99142,27114,0.1198042073248004
42,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_1,Min,0.0185,0.994,0.9755,126241,190,126051,0.0185,0.0,1.0,1.0,968,675476,15,126241,5.350050690660246
9163,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_1,Max,0.0185,0.994,0.9755,126241,190,126051,0.994,1.0,0.0,0.0,676362,82,126066,190,0.0006494740843999493
7969,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_10,Min,0.8396,0.9723,0.13270000000000004,16297,945,15352,0.8396,966.0,1007.0,0.5103902686264572,661779,14665,109959,16297,0.11615289570396654
9097,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_10,Max,0.8396,0.9723,0.13270000000000004,16297,945,15352,0.9723,19.0,17.0,0.4722222222222222,676023,421,125311,945,0.0033344949942973007
7968,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_20,Min,0.8395,0.9619,0.12239999999999995,16299,1459,14840,0.8395,1013.0,1029.0,0.5039177277179236,661778,14666,109957,16299,0.11616081611962996
9045,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_20,Max,0.8395,0.9619,0.12239999999999995,16299,1459,14840,0.9619,36.0,32.0,0.47058823529411764,675735,709,124797,1459,0.005615574705360537
8153,BRFC_alpha_0_5_1_1_1_1_Medium_Round_4,mProb_50,Min,0.8584,0.9332,0.07479999999999998,12887,3494,9393,0.8584,1200.0,1201.0,0.5002082465639317,665653,10791,113369,12887,0.08546920542390064
