,count
0.21932514,21
0.07832632,16
0.09470039,14
0.12301899,12
0.084608145,11
0.048253234,5
0.042432223,5
0.27926385,4
0.40638614,4
0.13909872,4
0.024244362,4
0.018112535,4
0.10504698,4
0.023957547,4
0.020368272,4
0.11433831,4
0.35135975,4
0.06531475,4
0.014509933,4
0.44469804,4
0.073195904,4
0.08963065,4
0.14792545,4
0.2671006,4
0.13701263,4
0.09610824,4
0.40326774,4
0.0132824145,4
0.021320783,4
0.08143573,4
0.20439933,4
0.08306272,4
0.034665752,4
0.21917975,4
0.046779275,4
0.063083604,4
0.09113774,4
0.007722995,4
0.017516064,4
0.07140662,4
0.24423383,4
0.11837972,4
0.26819357,3
0.026239663,3
0.02835667,3
0.06967384,3
0.23773144,3
0.051823393,3
0.054374907,3
0.26671857,3
0.10592321,3
0.19162531,3
0.08184493,3
0.11242917,3
0.1397509,3
0.09274905,3
0.011550024,3
0.06032383,3
0.23076461,3
0.054510284,3
0.12352866,3
0.22285023,3
0.051376592,3
0.03382091,3
0.24645288,3
0.11316156,3
0.059428606,3
0.037652843,3
0.062115643,3
0.05223161,3
0.23567136,3
0.10745856,3
0.11884356,3
0.06953558,3
0.08262494,3
0.06612471,3
0.08215088,3
0.14157012,3
0.03627295,3
0.33953804,3
0.058608644,3
0.053956706,3
0.015816402,3
0.086614735,3
0.07309955,3
0.2467783,3
0.07507134,3
0.01986339,3
0.05836193,3
0.1495819,3
0.16885751,3
0.07368767,3
0.056533843,3
0.11830936,3
0.056856476,3
0.03240681,3
0.8169916,3
0.09487716,3
0.077467345,3
0.32108328,3
