Index,,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
560,1271,BRFC_alpha_0_5_0_0_0_0_Hard,0.59,0.59,2,1,0.33,580800,95644,53286,72970,0.43,0.58,0.76
8173,12336,BRFC_alpha_0_5_0_0_0_0_Medium,0.66,0.66,2,1,0.33,595184,81260,76734,49522,0.38,0.39,0.64
59931,63574,BRFC_alpha_0_5_0_0_0_0_Easy,0.88,0.88,2,1,0.33,667244,9200,119058,7198,0.44,0.06,0.07
105796,105797,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Hard,0.97,1.00,1,10.00,0.91,676444,0,126256.00,0.00,,0.00,0.00
112273,112274,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Medium,0.85,0.87,1,3.00,0.75,676444,0,126256.00,0.00,,0.00,0.00
65081,65082,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Easy,0.51,0.51,1,3.00,0.75,676444,0,126256.00,0.00,,0.00,0.00
1423,1424,BRFC_alpha_0_5_0_0_0_1_Hard,1.00,1.00,6,143.00,0.96,676444,0,126256.00,0.00,,0.00,0.00
9270,13629,BRFC_alpha_0_5_0_0_0_1_Medium,0.68,0.68,2,1,0.33,600151,76293,77984,48272,0.39,0.38,0.60
59931,63574,BRFC_alpha_0_5_0_0_0_1_Easy,0.88,0.88,2,1,0.33,667244,9200,119058,7198,0.44,0.06,0.07
105644,105645,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Hard,0.97,0.98,1,1.00,0.50,676444,0,126256.00,0.00,,0.00,0.00
111897,111898,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Medium,0.85,0.88,1,2.00,0.67,676444,0,126256.00,0.00,,0.00,0.00
65081,65082,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Easy,0.51,0.51,1,3.00,0.75,676444,0,126256.00,0.00,,0.00,0.00
1299,1300,BRFC_alpha_0_5_0_0_1_0_Hard,1.00,1.00,12,137.00,0.92,676444,0,126256.00,0.00,,0.00,0.00
6807,13615,BRFC_alpha_0_5_0_0_1_0_Medium,0.56,0.56,2,1,0.33,519308,157136,55109,71147,0.31,0.56,1.24
7447,63485,BRFC_alpha_0_5_0_0_1_0_Easy,0.28,0.28,2,1,0.33,148621,527823,11214,115042,0.18,0.91,4.18
105991,105992,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Hard,0.97,0.99,1,9.00,0.90,676444,0,126256.00,0.00,,0.00,0.00
112073,112074,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Medium,0.86,0.90,1,3.00,0.75,676444,0,126256.00,0.00,,0.00,0.00
65020,65021,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Easy,0.50,0.51,1,3.00,0.75,676444,0,126256.00,0.00,,0.00,0.00
270,1411,BRFC_alpha_0_5_0_0_1_1_Hard,0.41,0.41,2,1,0.33,377113,299331,18521,107735,0.26,0.85,2.37
2280,15033,BRFC_alpha_0_5_0_0_1_1_Medium,0.33,0.33,2,1,0.33,238322,438122,14112,112144,0.20,0.89,3.47
7447,63485,BRFC_alpha_0_5_0_0_1_1_Easy,0.28,0.28,2,1,0.33,148621,527823,11214,115042,0.18,0.91,4.18
106079,106080,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Hard,0.97,0.97,1,1.00,0.50,676444,0,126256.00,0.00,,0.00,0.00
111917,111918,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Medium,0.84,0.89,1,2.00,0.67,676444,0,126256.00,0.00,,0.00,0.00
