Index,len,Filename,p,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,FP/P
2513,3022,BRFC_alpha_0_5_0_0_0_0_Hard,0.7983333333333335,2,3,0.6,663364,13080,99858,26398,0.6686762247327626,0.10359903687745532
33173,35663,BRFC_alpha_0_5_0_0_0_0_Medium,0.84,907,974,0.5178096757044125,663946,12498,112397,13859,0.5258185681223204,0.09898935496134838
154398,164232,BRFC_alpha_0_5_0_0_0_0_Easy,0.8551874236874236,1,0,0.0,663818,12626,117183,9073,0.4181298677358404,0.10000316816626537
749073,782331,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Hard,0.5263249,0,1,1.0,663818,12626,105357,20899,0.6233855331841909,0.10000316816626537
707222,732156,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Medium,0.45785046,1,0,0.0,663818,12626,113356,12900,0.5053670767061036,0.10000316816626537
168805,177605,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Easy,0.32995617,2,2,0.5,663819,12625,119147,7109,0.36024120806729504,0.09999524775060195
2808,3386,BRFC_alpha_0_5_0_0_0_1_Hard,0.7999999999999998,1,0,0.0,663243,13201,101630,24626,0.6510164697173976,0.10455740717272842
37771,40312,BRFC_alpha_0_5_0_0_0_1_Medium,0.8466666666666666,58,45,0.4368932038834951,663799,12645,111579,14677,0.5371861503550253,0.10015365606387024
154398,164232,BRFC_alpha_0_5_0_0_0_1_Easy,0.8551874236874236,1,0,0.0,663818,12626,117183,9073,0.4181298677358404,0.10000316816626537
748183,781479,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Hard,0.52098477,0,1,1.0,663818,12626,105304,20952,0.6239799868961821,0.10000316816626537
703052,727981,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Medium,0.44823003,1,0,0.0,663818,12626,113324,12932,0.5059863839111042,0.10000316816626537
168805,177605,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Easy,0.32995617,2,2,0.5,663819,12625,119147,7109,0.36024120806729504,0.09999524775060195
2648,3187,BRFC_alpha_0_5_0_0_1_0_Hard,0.7993333333333332,1,0,0.0,663284,13160,99718,26538,0.6684971535089929,0.10423267013052845
36966,39540,BRFC_alpha_0_5_0_0_1_0_Medium,0.8433333333333333,47,40,0.45977011494252873,663798,12646,112396,13860,0.5229004753640685,0.10016157647953365
154370,164214,BRFC_alpha_0_5_0_0_1_0_Easy,0.8550964590964589,4,1,0.2,663817,12627,117141,9115,0.4192346610247447,0.10001108858192878
749227,782638,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Hard,0.51425344,1,0,0.0,663818,12626,105159,21097,0.6255967737152686,0.10000316816626537
703624,728561,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Medium,0.44672522,1,0,0.0,663818,12626,113351,12905,0.5054639457913909,0.10000316816626537
168897,177708,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Easy,0.33012635,1,1,0.5,663817,12627,119148,7108,0.3601722827463897,0.10001108858192878
2949,3535,BRFC_alpha_0_5_0_0_1_1_Hard,0.7998809523809524,1,0,0.0,663172,13272,101118,25138,0.6544649830773236,0.10511975668483083
42459,45174,BRFC_alpha_0_5_0_0_1_1_Medium,0.8499999999999999,2,2,0.5,663554,12890,111795,14461,0.5287192424408614,0.10209415790140666
154370,164214,BRFC_alpha_0_5_0_0_1_1_Easy,0.8550964590964589,4,1,0.2,663817,12627,117141,9115,0.4192346610247447,0.10001108858192878
748058,781250,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Hard,0.5192491,1,0,0.0,663818,12626,105382,20874,0.6231044776119403,0.10000316816626537
699235,724135,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Medium,0.46031255,1,0,0.0,663818,12626,113326,12930,0.5059477226483018,0.10000316816626537
168897,177708,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Easy,0.33012635,1,1,0.5,663817,12627,119148,7108,0.3601722827463897,0.10001108858192878
2482,3033,BRFC_alpha_0_5_0_1_0_0_Hard,0.79,1865,2178,0.5387088795448924,663839,12605,100402,25854,0.6722483683923139,0.09983683943733367
33490,35965,BRFC_alpha_0_5_0_1_0_0_Medium,0.84,980,987,0.501779359430605,663945,12499,112348,13908,0.5266785322073693,0.09899727537701179
154383,164169,BRFC_alpha_0_5_0_1_0_0_Easy,0.8552651604931012,5,3,0.375,663820,12624,117189,9067,0.4180074685353372,0.09998732733493854
749050,782430,KBFC_alpha_0_5_gamma_0_0_0_1_0_0_Hard,0.5188837,1,0,0.0,663818,12626,105225,21031,0.624862584306385,0.10000316816626537
705649,730821,KBFC_alpha_0_5_gamma_0_0_0_1_0_0_Medium,0.4512723,1,0,0.0,663818,12626,113124,13132,0.5098221911639103,0.10000316816626537
168859,177657,KBFC_alpha_0_5_gamma_0_0_0_1_0_0_Easy,0.32997608,3,0,0.0,663819,12625,119203,7053,0.3584205711962598,0.09999524775060195
2784,3347,BRFC_alpha_0_5_0_1_0_1_Hard,0.7998333333333334,1,0,0.0,663298,13146,101684,24572,0.6514661434858688,0.10412178431124065
38538,41103,BRFC_alpha_0_5_0_1_0_1_Medium,0.8469047619047619,2,3,0.6,663819,12625,111705,14551,0.5354356785398882,0.09999524775060195
154383,164169,BRFC_alpha_0_5_0_1_0_1_Easy,0.8552651604931012,5,3,0.375,663820,12624,117189,9067,0.4180074685353372,0.09998732733493854
748454,781706,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Hard,0.5141468,1,0,0.0,663818,12626,105319,20937,0.6238119357625957,0.10000316816626537
701955,726893,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Medium,0.4444255,1,0,0.0,663818,12626,113322,12934,0.5060250391236307,0.10000316816626537
168859,177657,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Easy,0.32997608,3,0,0.0,663819,12625,119203,7053,0.3584205711962598,0.09999524775060195
2660,3196,BRFC_alpha_0_5_0_1_1_0_Hard,0.7999999999999998,1,0,0.0,663592,12852,100201,26055,0.6696738376127689,0.10179318210619694
36753,39349,BRFC_alpha_0_5_0_1_1_0_Medium,0.8432857142857142,1,0,0.0,663791,12653,112416,13840,0.5224021439625561,0.10021701938917754
154370,164214,BRFC_alpha_0_5_0_1_1_0_Easy,0.8550964590964589,4,1,0.2,663817,12627,117141,9115,0.4192346610247447,0.10001108858192878
748583,781799,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Hard,0.5236059,0,1,1.0,663818,12626,105413,20843,0.6227553855806867,0.10000316816626537
701731,726628,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Medium,0.44477993,1,0,0.0,663818,12626,113369,12887,0.5051150393916827,0.10000316816626537
168897,177708,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Easy,0.33012635,1,1,0.5,663817,12627,119148,7108,0.3601722827463897,0.10001108858192878
2948,3543,BRFC_alpha_0_5_0_1_1_1_Hard,0.7999999999999998,1,0,0.0,663152,13292,101155,25101,0.6537910556611882,0.1052781649980991
42146,44839,BRFC_alpha_0_5_0_1_1_1_Medium,0.8499999999999999,3,3,0.5,663631,12813,111741,14515,0.5311402224824356,0.10148428589532378
154370,164214,BRFC_alpha_0_5_0_1_1_1_Easy,0.8550964590964589,4,1,0.2,663817,12627,117141,9115,0.4192346610247447,0.10001108858192878
748058,781110,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Hard,0.5183998,1,0,0.0,663818,12626,105553,20703,0.6211707521977857,0.10000316816626537
698469,723273,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Medium,0.44543222,2,0,0.0,663818,12626,113434,12822,0.5038509902546369,0.10000316816626537
168897,177708,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Easy,0.33012635,1,1,0.5,663817,12627,119148,7108,0.3601722827463897,0.10001108858192878
2541,3042,BRFC_alpha_0_5_1_0_0_0_Hard,0.7996666666666666,1,0,0.0,663297,13147,100141,26115,0.6651469614385411,0.10412970472690407
33315,35742,BRFC_alpha_0_5_1_0_0_0_Medium,0.84,985,899,0.47717622080679406,664008,12436,112532,13724,0.5246177370030581,0.0984982891902167
154602,164405,BRFC_alpha_0_5_1_0_0_0_Easy,0.8554285714285714,1,0,0.0,663816,12628,117158,9098,0.418760931602688,0.1000190089975922
748551,781837,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard,0.50277543,1,0,0.0,663818,12626,105329,20927,0.6236998181980747,0.10000316816626537
