Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
708,1271,BRFC_alpha_0_5_0_0_0_0_Hard,0.6606666666666666,0.6606666666666666,1,1,0.5,623022,53422,69692,56564,0.5142836360991399,0.4480103915853504,0.42312444557090356
3478,12336,BRFC_alpha_0_5_0_0_0_0_Medium,0.4236666666666666,0.4236666666666666,4,4,0.5,362130,314314,27750,98506,0.23861731505256528,0.780208465340261,2.489497528830313
32609,63574,BRFC_alpha_0_5_0_0_0_0_Easy,0.5772619047619049,0.5772658730158731,2,2,0.5,498599,177845,65980,60276,0.25313181113803485,0.47741097452794323,1.4086063236598656
105796,105797,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Hard,0.9652473,0.9978977,1,10.0,0.9090909090909091,676444,0,126256.0,0.0,,0.0,0.0
112273,112274,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Medium,0.85429543,0.8737503,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
65081,65082,KBFC_alpha_0_5_gamma_0_0_0_0_0_0_Easy,0.5078636,0.50817347,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
1423,1424,BRFC_alpha_0_5_0_0_0_1_Hard,1.0,1.0,6,143.0,0.959731543624161,676444,0,126256.0,0.0,,0.0,0.0
8265,13629,BRFC_alpha_0_5_0_0_0_1_Medium,0.6308571428571428,0.6308809523809523,1,1,0.5,572622,103822,68608,57648,0.3570198798538428,0.4565961221644912,0.82231339500697
32609,63574,BRFC_alpha_0_5_0_0_0_1_Easy,0.5772619047619049,0.5772658730158731,2,2,0.5,498599,177845,65980,60276,0.25313181113803485,0.47741097452794323,1.4086063236598656
105644,105645,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Hard,0.96840715,0.9761802,1,1.0,0.5,676444,0,126256.0,0.0,,0.0,0.0
111897,111898,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Medium,0.8524785,0.88391745,1,2.0,0.6666666666666666,676444,0,126256.0,0.0,,0.0,0.0
65081,65082,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Easy,0.5078636,0.50817347,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
1299,1300,BRFC_alpha_0_5_0_0_1_0_Hard,1.0,1.0,12,137.0,0.9194630872483222,676444,0,126256.0,0.0,,0.0,0.0
11790,13615,BRFC_alpha_0_5_0_0_1_0_Medium,0.8056190476190477,0.8056666666666665,1,1,0.5,654421,22023,105617,20639,0.4837794758801744,0.16346945887720188,0.17443131415536686
41989,63485,BRFC_alpha_0_5_0_0_1_0_Easy,0.6631584526584526,0.6631584526584526,3,3,0.5,579717,96727,86176,40080,0.29296746511508914,0.31745025978963376,0.7661180458750475
105991,105992,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Hard,0.97144973,0.99490607,1,9.0,0.9,676444,0,126256.0,0.0,,0.0,0.0
112073,112074,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Medium,0.8593353,0.8986998,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
65020,65021,KBFC_alpha_0_5_gamma_0_0_0_0_1_0_Easy,0.5049188,0.5063206,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
421,1411,BRFC_alpha_0_5_0_0_1_1_Hard,0.503,0.5031666666666667,1,1,0.5,489500,186944,33467,92789,0.33170559068826344,0.7349274489925232,1.4806741857812697
6970,15033,BRFC_alpha_0_5_0_0_1_1_Medium,0.5455703463203463,0.5455703463203463,1,1,0.5,502716,173728,50945,75311,0.3024064503953196,0.596494424027373,1.3759979723735902
41989,63485,BRFC_alpha_0_5_0_0_1_1_Easy,0.6631584526584526,0.6631584526584526,3,3,0.5,579717,96727,86176,40080,0.29296746511508914,0.31745025978963376,0.7661180458750475
106079,106080,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Hard,0.9701,0.9710249,1,1.0,0.5,676444,0,126256.0,0.0,,0.0,0.0
111917,111918,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Medium,0.84225285,0.88974327,1,2.0,0.6666666666666666,676444,0,126256.0,0.0,,0.0,0.0
65020,65021,KBFC_alpha_0_5_gamma_0_0_0_0_1_1_Easy,0.5049188,0.5063206,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
617,1235,BRFC_alpha_0_5_0_1_0_0_Hard,0.63625,0.63625,1,1,0.5,607642,68802,62635,63621,0.4804376883169842,0.5039047649220632,0.5449404384742111
9334,12401,BRFC_alpha_0_5_0_1_0_0_Medium,0.7215833333333334,0.7215952380952381,1,1,0.5,625106,51338,89175,37081,0.4193781879460297,0.29369693321505513,0.40661829932834875
52420,63564,BRFC_alpha_0_5_0_1_0_0_Easy,0.7692619047619046,0.7692690365190364,2,2,0.5,639107,37337,105961,20295,0.35214811215991115,0.16074483588898744,0.29572455962488914
105746,105747,KBFC_alpha_0_5_gamma_0_0_0_1_0_0_Hard,0.9721014,0.9771113,1,1.0,0.5,676444,0,126256.0,0.0,,0.0,0.0
112022,112023,KBFC_alpha_0_5_gamma_0_0_0_1_0_0_Medium,0.8650836,0.9025089,1,5.0,0.8333333333333334,676444,0,126256.0,0.0,,0.0,0.0
64988,64989,KBFC_alpha_0_5_gamma_0_0_0_1_0_0_Easy,0.50974643,0.50995547,1,3.0,0.75,676444,0,126256.0,0.0,,0.0,0.0
1373,1374,BRFC_alpha_0_5_0_1_0_1_Hard,1.0,1.0,13,129.0,0.9084507042253521,676444,0,126256.0,0.0,,0.0,0.0
4094,13832,BRFC_alpha_0_5_0_1_0_1_Medium,0.434936507936508,0.434952380952381,1,1,0.5,379882,296562,29894,96362,0.24524335494904867,0.7632270941579014,2.3488943099733874
52420,63564,BRFC_alpha_0_5_0_1_0_1_Easy,0.7692619047619046,0.7692690365190364,2,2,0.5,639107,37337,105961,20295,0.35214811215991115,0.16074483588898744,0.29572455962488914
105694,105695,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Hard,0.95225865,0.97844476,1,8.0,0.8888888888888888,676444,0,126256.0,0.0,,0.0,0.0
