Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P,,,Model,Features,Roll,$p$,Neg,Pos,$m$Prob,TP,Recall,Model & Features & Roll & $p$ & Neg & Pos & $m$Prob & TP & Recall
3382,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_50,Max,0.7549,0.8159,0.061,0.8159,117,118,0.50212766,595185,10425,88265,19691,0.09656712,,,,,,,,,,,,
3179,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_100,Min,0.7792,0.7993,0.0201,0.7792,1777,1708,0.49010043,588953,16657,81727,26229,0.154294342,,,,,,,,,,,,
3289,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_100,Max,0.7792,0.7993,0.0201,0.7993,3240,3339,0.50752394,592353,13257,85044,22912,0.12280003,,,,,,,,,,,,
3196,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_200,Min,0.7836,0.7922,0.0086,0.7836,6838,6611,0.491560711,590526,15084,83253,24703,0.139723591,,,,,,,,,,,,
3209,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_500,Min,0.7855,0.7952,0.0097,0.7855,15039,14629,0.493090198,590541,15069,83260,24696,0.139584646,,,,,,,,,,,,
3263,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_500,Max,0.7855,0.7952,0.0097,0.7952,15860,16025,0.502587424,592246,13364,84918,23038,0.123791174,,,,,,,,,,,,
3240,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_1000,Min,0.7902,0.8,0.0098,0.7902,30974,30237,0.49397984,592220,13390,84905,23051,0.124032013,,,,,,,,,,,,
3295,BRFC_alpha_balanced_Hard_Run_0_Round_4,mProb_1000,Max,0.7902,0.8,0.0098,0.8,31785,32563,0.506045254,593806,11804,86608,21348,0.109340843,,,,,,,,,,,,
127,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_1,Min,0.0416,0.9992,0.9576,0.0416,1,1,0.5,3798,601812,72,107884,5.574604468,,,,,,,,,,,,
9458,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_1,Max,0.0416,0.9992,0.9576,0.9992,1,1,0.5,605556,54,107809,147,0.000500204,,,,,,,,,,,,
8109,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_10,Min,0.8496,0.9977,0.1481,0.8496,810,830,0.506097561,590906,14704,94771,13185,0.136203639,,,,,,,,,,,,
9455,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_10,Max,0.8496,0.9977,0.1481,0.9977,14,14,0.5,605548,62,107802,154,0.000574308,,,,,,,,,,,,
8304,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_20,Min,0.8691,0.9874,0.1183,0.8691,907,884,0.493579006,594707,10903,97563,10393,0.10099485,,,,,,,,,,,,
9418,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_20,Max,0.8691,0.9874,0.1183,0.9874,45,46,0.505494505,605412,198,107519,437,0.001834081,,,,,,,,,,,,
8518,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_50,Min,0.8905,0.967,0.0765,0.8905,900,867,0.490662139,598384,7226,100749,7207,0.066934677,,,,,,,,,,,,
9264,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_50,Max,0.8905,0.967,0.0765,0.967,148,148,0.5,604841,769,106707,1249,0.007123272,,,,,,,,,,,,
8809,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_100,Min,0.9197,0.9601,0.0404,0.9197,961,925,0.490455992,601445,4165,103257,4699,0.038580533,,,,,,,,,,,,
9199,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_100,Max,0.9197,0.9601,0.0404,0.9601,575,593,0.507705479,604695,915,106614,1342,0.008475675,,,,,,,,,,,,
8713,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_200,Min,0.91,0.9562,0.0462,0.91,2564,2474,0.491067884,600792,4818,102820,5136,0.044629293,,,,,,,,,,,,
9163,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_200,Max,0.91,0.9562,0.0462,0.9562,1185,1230,0.50931677,604287,1323,106109,1847,0.012254993,,,,,,,,,,,,
8855,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_500,Min,0.9243,0.9512,0.0269,0.9243,5009,4837,0.491265489,601960,3650,103833,4123,0.033810071,,,,,,,,,,,,
9116,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_500,Max,0.9243,0.9512,0.0269,0.9512,3221,3352,0.509965008,604150,1460,106050,1906,0.013524028,,,,,,,,,,,,
8935,BRFC_alpha_balanced_Medium_Run_0_Round_4,mProb_1000,Min,0.9326,0.9353,0.0027,0.9326,8496,8185,0.490678017,602768,2842,104634,3322,0.02632554,,,,,,,,,,,,
194,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_1,Min,0.0254,0.9996,0.9742,0.0254,3,3,0.5,8196,597414,396,107560,5.533865649,,,,,,,,,,,,
9922,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_1,Max,0.0254,0.9996,0.9742,0.9996,1,1,0.5,605517,93,107798,158,0.000861462,,,,,,,,,,,,
9781,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_10,Min,0.9849,0.9994,0.0145,0.9849,87,86,0.497109827,604552,1058,106875,1081,0.009800289,,,,,,,,,,,,
9920,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_10,Max,0.9849,0.9994,0.0145,0.9994,21,21,0.5,605515,95,107797,159,0.000879988,,,,,,,,,,,,
9824,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_20,Min,0.9892,0.9968,0.0076,0.9892,218,217,0.498850575,605054,556,107297,659,0.005150246,,,,,,,,,,,,
9900,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_20,Max,0.9892,0.9968,0.0076,0.9968,62,62,0.5,605464,146,107726,230,0.001352403,,,,,,,,,,,,
9825,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_50,Min,0.9893,0.9968,0.0075,0.9893,469,462,0.496240602,605068,542,107307,649,0.005020564,,,,,,,,,,,,
9900,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_50,Max,0.9893,0.9968,0.0075,0.9968,154,159,0.50798722,605464,146,107726,230,0.001352403,,,,,,,,,,,,
9850,BRFC_alpha_balanced_Easy_Run_0_Round_4,mProb_100,Min,0.9918,0.9936,0.0018,0.9918,686,661,0.490720119,605251,359,107528,428,0.003325429,,,,,,,,,,,,
513,EEC_Hard_Run_0_Round_4,mProb_1,Min,0.5055,0.5913,0.0858,0.5055,2,2,0.5,463497,142113,47255,60701,1.316397421,,,,,,,,,,,,
1070,EEC_Hard_Run_0_Round_4,mProb_1,Max,0.5055,0.5913,0.0858,0.5913,3,3,0.5,605604,6,107952,4,5.56E-05,,,,,,,,,,,,
886,EEC_Hard_Run_0_Round_4,mProb_10,Min,0.5449,0.591,0.0461,0.5449,1173,1139,0.492647059,597172,8438,99537,8419,0.078161473,,,,,,,,,,,,
1068,EEC_Hard_Run_0_Round_4,mProb_10,Max,0.5449,0.591,0.0461,0.591,30,29,0.491525424,605598,12,107945,11,0.000111156,,,,,,,,,,,,
891,EEC_Hard_Run_0_Round_4,mProb_20,Min,0.5455,0.5655,0.02,0.5455,1464,1414,0.491313412,597559,8051,99925,8031,0.074576679,,,,,,,,,,,,
1009,EEC_Hard_Run_0_Round_4,mProb_20,Max,0.5455,0.5655,0.02,0.5655,360,354,0.495798319,604353,1257,106194,1762,0.011643633,,,,,,,,,,,,
959,EEC_Hard_Run_0_Round_4,mProb_50,Min,0.5556,0.5617,0.0061,0.5556,2095,2013,0.490019474,603094,2516,105078,2878,0.023305791,,,,,,,,,,,,
994,EEC_Hard_Run_0_Round_4,mProb_50,Max,0.5556,0.5617,0.0061,0.5617,1166,1197,0.506559458,604113,1497,106024,1932,0.013866761,,,,,,,,,,,,
973,EEC_Hard_Run_0_Round_4,mProb_100,Min,0.5585,0.5606,0.0021,0.5585,3364,3244,0.490920097,603492,2118,105365,2591,0.019619104,,,,,,,,,,,,
955,EEC_Hard_Run_0_Round_4,mProb_200,Min,0.5545,0.5585,0.004,0.5545,10256,9860,0.490157089,603092,2518,105072,2884,0.023324317,,,,,,,,,,,,
973,EEC_Hard_Run_0_Round_4,mProb_200,Max,0.5545,0.5585,0.004,0.5585,9549,9413,0.49641388,603492,2118,105365,2591,0.019619104,,,,,,,,,,,,
166,EEC_Medium_Run_0_Round_4,mProb_1,Min,0.4815,0.5568,0.0753,0.4815,2,2,0.5,146830,458780,8963,98993,4.24969432,,,,,,,,,,,,
851,EEC_Medium_Run_0_Round_4,mProb_1,Max,0.4815,0.5568,0.0753,0.5568,1,1,0.5,605489,121,107827,129,0.001120827,,,,,,,,,,,,
737,EEC_Medium_Run_0_Round_4,mProb_10,Min,0.5412,0.5638,0.0226,0.5412,988,977,0.497201018,598499,7111,101809,6147,0.065869428,,,,,,,,,,,,
874,EEC_Medium_Run_0_Round_4,mProb_10,Max,0.5412,0.5638,0.0226,0.5638,9,9,0.5,605607,3,107953,3,2.78E-05,,,,,,,,,,,,
795,EEC_Medium_Run_0_Round_4,mProb_20,Min,0.5481,0.5619,0.0138,0.5481,836,816,0.493946731,603902,1708,106247,1709,0.015821261,,,,,,,,,,,,
868,EEC_Medium_Run_0_Round_4,mProb_20,Max,0.5481,0.5619,0.0138,0.5619,64,63,0.496062992,605601,9,107946,10,8.34E-05,,,,,,,,,,,,
818,EEC_Medium_Run_0_Round_4,mProb_50,Min,0.5511,0.5559,0.0048,0.5511,1676,1615,0.4907323,604685,925,106990,966,0.008568306,,,,,,,,,,,,
845,EEC_Medium_Run_0_Round_4,mProb_50,Max,0.5511,0.5559,0.0048,0.5559,697,722,0.50880902,605469,141,107790,166,0.001306088,,,,,,,,,,,,
822,EEC_Medium_Run_0_Round_4,mProb_100,Min,0.5516,0.5528,0.0012,0.5516,2348,2269,0.491444661,605176,434,107458,498,0.004020156,,,,,,,,,,,,
3067,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_1,Min,0.3067,0.944,0.6373,0.3067,24,24,0.5,549089,56521,64448,43508,0.523555893,,,,,,,,,,,,
9035,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_1,Max,0.3067,0.944,0.6373,0.944,1,1,0.5,605606,4,107900,56,3.71E-05,,,,,,,,,,,,
4438,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_10,Min,0.4438,0.7223,0.2785,0.4438,116,113,0.493449782,584868,20742,83233,24723,0.192133832,,,,,,,,,,,,
7223,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_10,Max,0.4438,0.7223,0.2785,0.7223,28,28,0.5,603627,1983,102904,5052,0.018368595,,,,,,,,,,,,
4961,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_20,Min,0.4961,0.641,0.1449,0.4961,214,216,0.502325581,591570,14040,88383,19573,0.130052985,,,,,,,,,,,,
6410,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_20,Max,0.4961,0.641,0.1449,0.641,98,101,0.507537688,601286,4324,98826,9130,0.040053355,,,,,,,,,,,,
5079,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_50,Min,0.5079,0.5791,0.0712,0.5079,478,460,0.490405117,592791,12819,89439,18517,0.118742821,,,,,,,,,,,,
5791,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_50,Max,0.5079,0.5791,0.0712,0.5791,325,336,0.508320726,598240,7370,94982,12974,0.068268554,,,,,,,,,,,,
5117,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_100,Min,0.5117,0.5542,0.0425,0.5117,936,902,0.490750816,593161,12449,89801,18155,0.115315499,,,,,,,,,,,,
5542,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_100,Max,0.5117,0.5542,0.0425,0.5542,695,723,0.509873061,596641,8969,93229,14727,0.083080144,,,,,,,,,,,,
5168,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_200,Min,0.5168,0.5536,0.0368,0.5168,1801,1732,0.490234928,593633,11977,90246,17710,0.110943347,,,,,,,,,,,,
5536,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_200,Max,0.5168,0.5536,0.0368,0.5536,1405,1462,0.509940705,596598,9012,93184,14772,0.083478454,,,,,,,,,,,,
5253,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_500,Min,0.5253,0.5576,0.0323,0.5253,4348,4184,0.490389123,594376,11234,90954,17002,0.104060914,,,,,,,,,,,,
5319,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_1000,Min,0.5319,0.5553,0.0234,0.5319,8441,8113,0.490093029,594894,10716,91489,16467,0.099262663,,,,,,,,,,,,
5553,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_1000,Max,0.5319,0.5553,0.0234,0.5553,7176,7467,0.509936488,596719,8891,93302,14654,0.082357627,,,,,,,,,,,,
5467,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_2000,Min,0.5467,0.5682,0.0215,0.5467,16207,15574,0.49004122,596091,9519,92661,15295,0.088174812,,,,,,,,,,,,
5682,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,mProb_2000,Max,0.5467,0.5682,0.0215,0.5682,13940,14504,0.509914217,597576,8034,94252,13704,0.074419208,,,,,,,,,,,,
3594,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_1,Min,0.3607,0.8075,0.4468,0.3607,17,17,0.5,578923,26687,87304,20652,0.247202564,,,,,,,,,,,,
7317,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_1,Max,0.3607,0.8075,0.4468,0.8075,1,1,0.5,605597,13,107922,34,0.000120419,,,,,,,,,,,,
4085,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_10,Min,0.4098,0.8407,0.4309,0.4098,142,139,0.494661922,589114,16496,93100,14856,0.152802994,,,,,,,,,,,,
7346,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_10,Max,0.4098,0.8407,0.4309,0.8407,5,5,0.5,605605,5,107944,12,4.63E-05,,,,,,,,,,,,
4307,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_20,Min,0.432,0.8023,0.3703,0.432,233,230,0.496760259,592361,13249,95325,12631,0.122725925,,,,,,,,,,,,
7307,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_20,Max,0.432,0.8023,0.3703,0.8023,11,11,0.5,605587,23,107919,37,0.00021305,,,,,,,,,,,,
4972,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_50,Min,0.4985,0.7337,0.2352,0.4985,359,345,0.490056818,599248,6362,100791,7165,0.058931417,,,,,,,,,,,,
7100,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_50,Max,0.4985,0.7337,0.2352,0.7337,35,36,0.507042254,605510,100,107732,224,0.000926303,,,,,,,,,,,,
5223,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_100,Min,0.5236,0.5853,0.0617,0.5236,614,595,0.492142266,600976,4634,102342,5614,0.042924895,,,,,,,,,,,,
5840,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_100,Max,0.5236,0.5853,0.0617,0.5853,321,334,0.509923664,603622,1988,105181,2775,0.01841491,,,,,,,,,,,,
5201,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_200,Min,0.5214,0.5484,0.027,0.5214,1220,1173,0.490179691,600831,4779,102228,5728,0.044268035,,,,,,,,,,,,
5471,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_200,Max,0.5214,0.5484,0.027,0.5484,890,925,0.509641873,602255,3355,103655,4301,0.031077476,,,,,,,,,,,,
5281,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_500,Min,0.5294,0.5463,0.0169,0.5294,2822,2714,0.490245665,601307,4303,102694,5262,0.039858831,,,,,,,,,,,,
5286,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_1000,Min,0.5299,0.5553,0.0254,0.5299,5781,5555,0.490031757,601334,4276,102720,5236,0.039608729,,,,,,,,,,,,
5540,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_1000,Max,0.5299,0.5553,0.0254,0.5553,4416,4593,0.50982351,602545,3065,103949,4007,0.028391196,,,,,,,,,,,,
5493,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_2000,Min,0.5506,0.5799,0.0293,0.5506,10327,9926,0.490100232,602361,3249,103759,4197,0.030095595,,,,,,,,,,,,
5786,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0_Round_4,mProb_2000,Max,0.5506,0.5799,0.0293,0.5799,7627,7937,0.509958879,603453,2157,105006,2950,0.019980362,,,,,,,,,,,,
3127,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0_Round_4,mProb_1,Min,0.3245,0.6494,0.3249,0.3245,17,17,0.5,592043,13567,100923,7033,0.12567157,,,,,,,,,,,,
4716,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0_Round_4,mProb_1,Max,0.3245,0.6494,0.3249,0.6494,1,1,0.5,605602,8,107951,5,7.41E-05,,,,,,,,,,,,
3986,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0_Round_4,mProb_10,Min,0.4113,0.6613,0.25,0.4113,30,29,0.491525424,603820,1790,106900,1056,0.016580829,,,,,,,,,,,,
4718,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0_Round_4,mProb_10,Max,0.4113,0.6613,0.25,0.6613,8,8,0.5,605603,7,107952,4,6.48E-05,,,,,,,,,,,,
4361,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0_Round_4,mProb_20,Min,0.4567,0.5431,0.0864,0.4567,34,33,0.492537313,605033,577,107607,349,0.00534477,,,,,,,,,,,,
4647,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0_Round_4,mProb_20,Max,0.4567,0.5431,0.0864,0.5431,17,17,0.5,605527,83,107907,49,0.000768832,,,,,,,,,,,,
7662,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_1,Min,0.7662,0.9913,0.2251,0.7662,19,19,0.5,568168,37442,73700,34256,0.346826485,,,,,,,,,,,,
9898,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_1,Max,0.7662,0.9913,0.2251,0.9913,1,1,0.5,605607,3,107939,17,2.78E-05,,,,,,,,,,,,
8438,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_10,Min,0.8438,0.8959,0.0521,0.8438,205,198,0.491315136,590013,15597,87399,20557,0.144475527,,,,,,,,,,,,
8959,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_10,Max,0.8438,0.8959,0.0521,0.8959,157,154,0.495176849,598985,6625,95877,12079,0.061367594,,,,,,,,,,,,
8585,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_20,Min,0.8585,0.896,0.0375,0.8585,329,321,0.493846154,592970,12640,89867,18089,0.117084738,,,,,,,,,,,,
8960,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_20,Max,0.8585,0.896,0.0375,0.896,304,316,0.509677419,598997,6613,95897,12059,0.061256438,,,,,,,,,,,,
8627,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_50,Min,0.8627,0.894,0.0313,0.8627,877,844,0.490412551,593712,11898,90556,17400,0.110211568,,,,,,,,,,,,
8940,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_50,Max,0.8627,0.894,0.0313,0.894,750,772,0.507227332,598687,6923,95594,12362,0.064127978,,,,,,,,,,,,
8629,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_100,Min,0.8629,0.8858,0.0229,0.8629,1698,1637,0.490854573,593738,11872,90591,17365,0.109970729,,,,,,,,,,,,
8858,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_100,Max,0.8629,0.8858,0.0229,0.8858,1519,1579,0.509683667,597511,8099,94282,13674,0.075021305,,,,,,,,,,,,
8658,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_200,Min,0.8658,0.8874,0.0216,0.8658,3442,3308,0.490074074,594232,11378,91094,16862,0.10539479,,,,,,,,,,,,
8874,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_200,Max,0.8658,0.8874,0.0216,0.8874,3001,3123,0.50996081,597733,7877,94533,13423,0.072964912,,,,,,,,,,,,
8723,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_500,Min,0.8723,0.8814,0.0091,0.8723,8425,8102,0.490228112,595340,10270,92187,15769,0.09513135,,,,,,,,,,,,
8726,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_1000,Min,0.8726,0.8827,0.0101,0.8726,16831,16179,0.490124205,595380,10230,92235,15721,0.094760828,,,,,,,,,,,,
8827,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_1000,Max,0.8726,0.8827,0.0101,0.8827,15389,16017,0.50999809,597043,8567,93798,14158,0.079356404,,,,,,,,,,,,
8799,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_2000,Min,0.8799,0.8911,0.0112,0.8799,32849,31575,0.49011238,596578,9032,93355,14601,0.083663715,,,,,,,,,,,,
8911,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0_Round_4,mProb_2000,Max,0.8799,0.8911,0.0112,0.8911,29380,29805,0.503590437,598264,7346,95136,12820,0.068046241,,,,,,,,,,,,
7225,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_1,Min,0.7356,0.9641,0.2285,0.7356,24,24,0.5,569717,35893,83047,24909,0.332478047,,,,,,,,,,,,
9394,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_1,Max,0.7356,0.9641,0.2285,0.9641,1,1,0.5,605607,3,107947,9,2.78E-05,,,,,,,,,,,,
8275,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_10,Min,0.8406,0.9556,0.115,0.8406,153,148,0.491694352,597655,7955,99576,8380,0.073687428,,,,,,,,,,,,
9364,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_10,Max,0.8406,0.9556,0.115,0.9556,7,7,0.5,605594,16,107922,34,0.000148209,,,,,,,,,,,,
8282,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_20,Min,0.8413,0.9463,0.105,0.8413,303,297,0.495,597763,7847,99682,8274,0.072687021,,,,,,,,,,,,
9307,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_20,Max,0.8413,0.9463,0.105,0.9463,21,21,0.5,605564,46,107860,96,0.0004261,,,,,,,,,,,,
8372,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_50,Min,0.8503,0.8848,0.0345,0.8503,728,707,0.492682927,599225,6385,100927,7029,0.059144466,,,,,,,,,,,,
8717,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_50,Max,0.8503,0.8848,0.0345,0.8848,442,452,0.505592841,603301,2309,104861,3095,0.021388343,,,,,,,,,,,,
8515,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_100,Min,0.8646,0.8872,0.0226,0.8646,1229,1186,0.491097308,601211,4399,102689,5267,0.040748083,,,,,,,,,,,,
8741,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_100,Max,0.8646,0.8872,0.0226,0.8872,859,894,0.509982886,603486,2124,105067,2889,0.019674682,,,,,,,,,,,,
8550,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_200,Min,0.8681,0.8802,0.0121,0.8681,2342,2256,0.490648108,601615,3995,103086,4870,0.037005817,,,,,,,,,,,,
8671,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_200,Max,0.8681,0.8802,0.0121,0.8802,1917,1995,0.509969325,602896,2714,104411,3545,0.025139872,,,,,,,,,,,,
8557,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_500,Min,0.8688,0.88,0.0112,0.8688,5847,5619,0.490057561,601688,3922,103170,4786,0.036329616,,,,,,,,,,,,
8617,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_1000,Min,0.8748,0.8896,0.0148,0.8748,10603,10191,0.490093296,602344,3266,103824,4132,0.030253066,,,,,,,,,,,,
8765,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0_Round_4,mProb_1000,Max,0.8748,0.8896,0.0148,0.8896,8055,8378,0.509827786,603701,1909,105286,2670,0.01768313,,,,,,,,,,,,
95,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0_Round_4,mProb_1,Min,0.0804,0.8732,0.7928,0.0804,1,1,0.5,619,604991,13,107943,5.604051651,,,,,,,,,,,,
7579,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0_Round_4,mProb_1,Max,0.0804,0.8732,0.7928,0.8732,1,1,0.5,605606,4,107951,5,3.71E-05,,,,,,,,,,,,
7159,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0_Round_4,mProb_10,Min,0.7982,0.8542,0.056,0.7982,59,59,0.5,604363,1247,107187,769,0.011551002,,,,,,,,,,,,
7247,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0_Round_4,mProb_20,Min,0.8072,0.8724,0.0652,0.8072,59,58,0.495726496,604830,780,107458,498,0.007225166,,,,,,,,,,,,
7578,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0_Round_4,mProb_20,Max,0.8072,0.8724,0.0652,0.8724,16,16,0.5,605605,5,107950,6,4.63E-05,,,,,,,,,,,,
4283,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_1,Min,0.4306,0.8453,0.4147,0.4306,31,30,0.491803279,573675,31935,76049,31907,0.295814962,,,,,,,,,,,,
7758,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_1,Max,0.4306,0.8453,0.4147,0.8453,1,1,0.5,605604,6,107886,70,5.56E-05,,,,,,,,,,,,
4774,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_10,Min,0.4797,0.8083,0.3286,0.4797,208,202,0.492682927,588655,16955,85703,22253,0.157054726,,,,,,,,,,,,
7709,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_10,Max,0.4797,0.8083,0.3286,0.8083,5,5,0.5,605592,18,107842,114,0.000166735,,,,,,,,,,,,
4907,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_20,Min,0.493,0.5471,0.0541,0.493,329,320,0.493066256,591399,14211,87908,20048,0.131636963,,,,,,,,,,,,
5448,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_20,Max,0.493,0.5471,0.0541,0.5471,204,212,0.509615385,598777,6833,95119,12837,0.063294305,,,,,,,,,,,,
5069,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_50,Min,0.5092,0.538,0.0288,0.5092,801,774,0.491428571,594090,11520,90274,17682,0.106710141,,,,,,,,,,,,
