,count
0.37,5412
0.34,5407
0.33,5390
0.38,5383
0.35,5372
0.39,5347
0.36,5335
0.32,5297
0.4,5263
0.41,5235
0.31,5209
0.29,5209
0.3,5193
0.42,5109
0.27,5087
0.28,5071
0.43,4988
0.45,4961
0.44,4952
0.46,4915
0.26,4881
0.25,4847
0.47,4700
0.48,4680
0.49,4659
0.24,4596
0.52,4441
0.23,4437
0.5,4402
0.51,4386
0.22,4316
0.53,4264
0.54,4229
0.21,4156
0.2,4117
0.55,4050
0.56,3994
0.57,3970
0.19,3941
0.58,3785
0.18,3773
0.59,3680
0.6,3595
0.61,3544
0.62,3472
0.17,3457
0.63,3376
0.65,3363
0.16,3333
0.64,3205
0.15,3181
0.67,3157
0.66,3137
0.14,3027
0.68,3024
0.69,3007
0.7,2966
0.71,2822
0.13,2813
0.72,2714
0.74,2707
0.76,2670
0.75,2669
0.73,2592
0.12,2542
0.77,2486
0.79,2421
0.11,2382
0.78,2368
0.8,2265
0.1,2104
0.81,2088
0.82,2010
0.09,1974
0.83,1910
0.84,1890
0.375,1866
0.335,1863
0.385,1829
0.355,1826
0.325,1814
0.405,1797
0.85,1792
0.435,1789
0.08,1772
0.365,1770
0.345,1757
0.415,1754
0.425,1735
0.305,1711
0.295,1706
0.285,1696
0.395,1696
0.86,1683
0.455,1678
0.315,1678
0.445,1656
0.475,1648
0.465,1613
0.485,1560
