,count
0.3,4884
0.32,4806
0.35,4803
0.33,4788
0.34,4769
0.31,4764
0.36,4757
0.28,4720
0.27,4691
0.37,4682
0.29,4676
0.4,4667
0.39,4662
0.38,4629
0.41,4584
0.43,4559
0.26,4533
0.24,4448
0.25,4438
0.42,4428
0.44,4313
0.45,4307
0.23,4279
0.22,4263
0.46,4262
0.48,4207
0.21,4170
0.49,4100
0.47,4090
0.5,3922
0.2,3899
0.19,3888
0.51,3819
0.52,3788
0.53,3751
0.18,3695
0.54,3694
0.17,3601
0.56,3561
0.55,3559
0.57,3527
0.58,3469
0.16,3382
0.15,3323
0.6,3274
0.59,3248
0.61,3212
0.14,3091
0.62,3040
0.63,3025
0.13,3001
0.64,2981
0.66,2925
0.65,2884
0.67,2859
0.12,2766
0.69,2721
0.68,2715
0.71,2650
0.11,2646
0.7,2636
0.75,2561
0.72,2529
0.73,2525
0.74,2479
0.76,2433
0.78,2408
0.77,2377
0.1,2358
0.09,2194
0.8,2176
0.79,2149
0.82,2106
0.81,2094
0.08,1943
0.83,1895
0.84,1852
0.365,1842
0.385,1816
0.345,1799
0.335,1786
0.395,1767
0.325,1766
0.85,1754
0.295,1750
0.425,1738
0.375,1710
0.355,1704
0.405,1703
0.315,1702
0.07,1694
0.305,1691
0.86,1690
0.445,1674
0.415,1652
0.285,1632
0.465,1611
0.475,1605
0.87,1584
0.455,1564
