,count
0.36,5480
0.34,5431
0.38,5387
0.35,5358
0.33,5302
0.37,5292
0.3,5260
0.41,5256
0.4,5241
0.32,5221
0.42,5197
0.39,5193
0.29,5108
0.28,5061
0.31,5057
0.43,5001
0.44,4961
0.45,4947
0.27,4912
0.26,4877
0.46,4805
0.25,4765
0.24,4741
0.47,4731
0.48,4595
0.49,4567
0.23,4527
0.5,4512
0.51,4450
0.22,4404
0.52,4398
0.21,4256
0.54,4207
0.53,4182
0.55,4137
0.2,4032
0.57,3974
0.56,3894
0.19,3864
0.58,3752
0.59,3752
0.18,3741
0.6,3571
0.17,3531
0.61,3528
0.62,3456
0.64,3329
0.16,3254
0.63,3243
0.15,3199
0.65,3159
0.66,3149
0.67,3146
0.68,3028
0.14,3014
0.69,2991
0.71,2886
0.7,2882
0.13,2830
0.72,2703
0.73,2702
0.12,2604
0.74,2570
0.75,2556
0.77,2513
0.76,2468
0.78,2451
0.11,2361
0.8,2332
0.79,2330
0.81,2201
0.82,2120
0.1,2084
0.83,1984
0.09,1898
0.375,1888
0.355,1865
0.365,1810
0.84,1807
0.345,1807
0.395,1792
0.335,1783
0.325,1769
0.85,1751
0.405,1747
0.435,1745
0.08,1717
0.385,1717
0.295,1716
0.285,1673
0.315,1667
0.445,1661
0.415,1656
0.86,1654
0.305,1649
0.425,1638
0.455,1632
0.475,1619
0.465,1591
0.275,1566
