,count
0.36,14474
0.4,14368
0.38,14336
0.35,14324
0.41,14283
0.37,14282
0.39,14267
0.34,14137
0.42,14009
0.43,13987
0.33,13950
0.44,13936
0.32,13936
0.45,13716
0.31,13703
0.46,13505
0.29,13497
0.3,13478
0.47,13365
0.48,13199
0.28,13163
0.49,13035
0.27,12734
0.5,12651
0.26,12516
0.51,12393
0.25,12109
0.52,11971
0.53,11857
0.23,11597
0.24,11575
0.54,11451
0.55,11000
0.22,10966
0.56,10789
0.21,10526
0.57,10463
0.2,10113
0.58,10065
0.59,9698
0.19,9661
0.6,9262
0.18,9114
0.61,9063
0.62,8561
0.17,8471
0.63,8368
0.16,8123
0.64,7936
0.65,7520
0.15,7376
0.66,7289
0.67,6941
0.14,6863
0.68,6671
0.13,6320
0.69,6285
0.7,6033
0.71,5727
0.12,5665
0.72,5471
0.11,5312
0.73,5177
0.74,4932
0.75,4811
0.1,4563
0.76,4519
0.77,4361
0.78,4162
0.09,3981
0.79,3966
0.8,3741
0.81,3582
0.08,3501
0.82,3289
0.83,3181
0.07,2935
0.84,2884
0.85,2678
0.86,2421
0.06,2312
0.87,2238
0.05,1923
0.88,1911
0.89,1722
0.9,1535
0.04,1415
0.91,1332
0.92,1085
0.93,952
0.03,887
0.94,794
0.95,623
0.02,556
0.96,501
0.97,380
0.355,340
0.375,334
0.425,327
0.395,325
