,count
0.39,14633
0.38,14365
0.36,14329
0.41,14311
0.34,14303
0.35,14258
0.37,14193
0.33,14180
0.32,14098
0.4,14083
0.42,13958
0.43,13909
0.44,13878
0.45,13826
0.31,13648
0.3,13612
0.46,13527
0.47,13299
0.29,13236
0.28,13146
0.49,13066
0.48,12939
0.5,12672
0.27,12647
0.26,12516
0.51,12363
0.25,12116
0.52,11990
0.53,11972
0.24,11819
0.23,11469
0.54,11387
0.55,11074
0.22,11005
0.56,10859
0.57,10529
0.21,10383
0.2,10169
0.58,10120
0.59,9837
0.19,9645
0.6,9280
0.18,9133
0.61,9011
0.62,8605
0.17,8534
0.63,8133
0.16,8043
0.64,7812
0.15,7586
0.65,7530
0.66,7157
0.14,6882
0.67,6880
0.68,6541
0.13,6339
0.69,6236
0.7,5998
0.71,5765
0.12,5691
0.72,5448
0.73,5268
0.11,5248
0.74,4982
0.75,4758
0.1,4569
0.76,4538
0.77,4392
0.78,4118
0.09,4069
0.79,4018
0.8,3805
0.81,3454
0.08,3403
0.82,3377
0.83,3134
0.84,2916
0.07,2874
0.85,2633
0.86,2409
0.06,2356
0.87,2220
0.88,2034
0.05,1844
0.89,1709
0.9,1556
0.91,1349
0.04,1349
0.92,1034
0.93,936
0.03,841
0.94,836
0.95,666
0.96,516
0.02,508
0.97,362
0.395,361
0.385,356
0.465,343
0.475,338
