Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
73,121,BRFC_alpha_0_5_0_0_0_1_Hard,0.66,0.6633333333333333,4922,2318,0.3201657458563536,620609,55835,70391,55865,0.5001342882721576,0.442474021036624,0.4422364085667216
551,634,BRFC_alpha_0_5_0_0_0_1_Medium,0.8079761904761904,0.8099999999999998,257,100,0.2801120448179272,654695,21749,104553,21703,0.4994706802908957,0.17189678114307438,0.17226112026359144
1213,1243,BRFC_alpha_0_5_0_0_0_1_Easy,0.924435342435342,0.9258769841269838,104,102,0.49514563106796117,673187,3257,123013,3243,0.4989230769230769,0.025685907996451655,0.02579679381573945
858,1178,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Hard,0.3670737,0.3675616,163,100,0.38022813688212925,635988,40456,85824,40432,0.49985164672139254,0.3202382461031555,0.32042833607907745
1122,1247,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Medium,0.43693176,0.4378871,137,100,0.4219409282700422,662443,14001,112256,14000,0.4999821434948752,0.11088581928779623,0.11089373970345964
1245,1247,KBFC_alpha_0_5_gamma_0_0_0_0_0_1_Easy,0.452206,0.4670984,127,101,0.44298245614035087,676330,114,126156,100,0.4672897196261682,0.0007920415663414016,0.0009029273856291978
