,count
0.32,4719
0.33,4703
0.3,4675
0.34,4660
0.28,4618
0.31,4602
0.29,4571
0.36,4571
0.37,4570
0.39,4525
0.41,4501
0.25,4438
0.38,4426
0.26,4426
0.35,4424
0.27,4370
0.42,4363
0.43,4312
0.23,4293
0.4,4270
0.45,4236
0.24,4228
0.22,4151
0.44,4084
0.47,4034
0.21,3956
0.2,3956
0.46,3929
0.48,3904
0.49,3896
0.5,3822
0.19,3674
0.51,3639
0.18,3636
0.52,3562
0.53,3477
0.55,3465
0.54,3459
0.17,3455
0.56,3382
0.16,3374
0.58,3262
0.57,3202
0.15,3171
0.59,3096
0.6,3082
0.62,2990
0.14,2977
0.61,2967
0.65,2938
0.63,2840
0.13,2809
0.64,2797
0.67,2793
0.66,2750
0.68,2692
0.12,2657
0.69,2652
0.73,2523
0.72,2518
0.7,2505
0.71,2498
0.11,2449
0.75,2410
0.74,2399
0.78,2345
0.76,2290
0.1,2280
0.79,2198
0.77,2192
0.8,2191
0.09,2047
0.81,2025
0.82,1988
0.84,1844
0.385,1842
0.08,1832
0.365,1824
0.83,1823
0.325,1785
0.375,1767
0.335,1760
0.355,1747
0.425,1740
0.445,1721
0.315,1720
0.07,1716
0.305,1704
0.85,1698
0.345,1691
0.285,1690
0.395,1666
0.455,1660
0.435,1659
0.295,1653
0.405,1638
0.86,1633
0.275,1587
0.415,1580
0.265,1534
